"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.0888...888",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0889...889",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0890...890",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0891...891",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0892...892",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0893...893",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0894...894",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0895...895",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0896...896",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0897...897",0.04,0.04,-0.04,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0898...898",0.05,0.06,-0.07,0.05,0.18,0.05,"L1 speakers (linear)"
"fitted.Predictor.0899...899",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0900...900",0.04,0.04,-0.04,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0901...901",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0902...902",0.04,0.05,-0.05,0.04,0.14,0.04,"L1 speakers (linear)"
"fitted.Predictor.0903...903",0.04,0.05,-0.05,0.04,0.14,0.04,"L1 speakers (linear)"
"fitted.Predictor.0904...904",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0905...905",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0906...906",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0907...907",0.04,0.05,-0.05,0.04,0.13,0.04,"L1 speakers (linear)"
"fitted.Predictor.0908...908",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0909...909",0.04,0.04,-0.03,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0910...910",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0911...911",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0912...912",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.0913...913",0.01,0.05,-0.08,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.0914...914",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0915...915",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.0916...916",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.0917...917",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0918...918",0.04,0.04,-0.04,0.04,0.12,0.04,"L1 speakers (linear)"
"fitted.Predictor.0919...919",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0920...920",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0921...921",0.05,0.05,-0.06,0.05,0.15,0.05,"L1 speakers (linear)"
"fitted.Predictor.0922...922",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0923...923",0.06,0.08,-0.09,0.06,0.2,0.06,"L1 speakers (linear)"
"fitted.Predictor.0924...924",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0925...925",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0926...926",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0927...927",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0928...928",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.0929...929",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0930...930",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0931...931",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0932...932",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0933...933",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.0934...934",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0935...935",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0936...936",0.04,0.04,-0.04,0.04,0.12,0.04,"L1 speakers (linear)"
"fitted.Predictor.0937...937",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0938...938",0.04,0.04,-0.04,0.04,0.13,0.04,"L1 speakers (linear)"
"fitted.Predictor.0939...939",0.04,0.05,-0.05,0.04,0.13,0.04,"L1 speakers (linear)"
"fitted.Predictor.0940...940",0.06,0.08,-0.1,0.06,0.22,0.06,"L1 speakers (linear)"
"fitted.Predictor.0941...941",0.04,0.04,-0.04,0.04,0.12,0.04,"L1 speakers (linear)"
"fitted.Predictor.0942...942",0.04,0.04,-0.04,0.04,0.13,0.04,"L1 speakers (linear)"
"fitted.Predictor.0943...943",0.04,0.04,-0.04,0.04,0.12,0.04,"L1 speakers (linear)"
"fitted.Predictor.0944...944",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0945...945",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0946...946",0.04,0.04,-0.03,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0947...947",0.05,0.07,-0.08,0.05,0.19,0.05,"L1 speakers (linear)"
"fitted.Predictor.0948...948",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0949...949",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0950...950",0.04,0.04,-0.04,0.04,0.12,0.04,"L1 speakers (linear)"
"fitted.Predictor.0951...951",0.04,0.05,-0.05,0.04,0.14,0.04,"L1 speakers (linear)"
"fitted.Predictor.0952...952",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0953...953",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0954...954",0.05,0.05,-0.06,0.05,0.15,0.05,"L1 speakers (linear)"
"fitted.Predictor.0955...955",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0956...956",0.05,0.06,-0.07,0.05,0.17,0.05,"L1 speakers (linear)"
"fitted.Predictor.0957...957",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0958...958",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0959...959",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0960...960",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0961...961",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0962...962",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0963...963",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0964...964",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0965...965",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0966...966",0.04,0.04,-0.03,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.0967...967",0.01,0.05,-0.08,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.0968...968",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.0969...969",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0970...970",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0971...971",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0972...972",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0973...973",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0974...974",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0975...975",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0976...976",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0977...977",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0978...978",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0979...979",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0980...980",0.05,0.06,-0.07,0.05,0.17,0.05,"L1 speakers (linear)"
"fitted.Predictor.0981...981",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.0982...982",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0983...983",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0984...984",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0985...985",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.0986...986",0.05,0.06,-0.06,0.05,0.16,0.05,"L1 speakers (linear)"
"fitted.Predictor.0987...987",0.06,0.08,-0.09,0.06,0.2,0.06,"L1 speakers (linear)"
"fitted.Predictor.0988...988",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0989...989",0.04,0.04,-0.04,0.04,0.12,0.04,"L1 speakers (linear)"
"fitted.Predictor.0990...990",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0991...991",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0992...992",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0993...993",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.0994...994",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0995...995",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.0996...996",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.0997...997",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.0998...998",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.0999...999",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1000...1000",0.01,0.05,-0.08,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1001...1001",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.1002...1002",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1003...1003",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1004...1004",0.04,0.04,-0.04,0.04,0.12,0.04,"L1 speakers (linear)"
"fitted.Predictor.1005...1005",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1006...1006",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1007...1007",0,0.07,-0.14,0,0.14,0,"L1 speakers (linear)"
"fitted.Predictor.1008...1008",0,0.07,-0.14,0,0.14,0,"L1 speakers (linear)"
"fitted.Predictor.1009...1009",0,0.07,-0.14,0,0.14,0,"L1 speakers (linear)"
"fitted.Predictor.1010...1010",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1011...1011",0,0.08,-0.16,0,0.15,0,"L1 speakers (linear)"
"fitted.Predictor.1012...1012",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1013...1013",0,0.07,-0.15,0,0.14,0,"L1 speakers (linear)"
"fitted.Predictor.1014...1014",0,0.07,-0.14,0,0.14,0,"L1 speakers (linear)"
"fitted.Predictor.1015...1015",0.01,0.06,-0.11,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1016...1016",0.01,0.05,-0.1,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1017...1017",0.01,0.06,-0.1,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1018...1018",0.01,0.06,-0.1,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1019...1019",0,0.07,-0.15,0,0.14,0,"L1 speakers (linear)"
"fitted.Predictor.1020...1020",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1021...1021",0,0.06,-0.12,0,0.13,0,"L1 speakers (linear)"
"fitted.Predictor.1022...1022",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1023...1023",0.01,0.05,-0.1,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1024...1024",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1025...1025",0.01,0.05,-0.1,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1026...1026",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1027...1027",0,0.07,-0.15,0,0.14,0,"L1 speakers (linear)"
"fitted.Predictor.1028...1028",0.01,0.06,-0.1,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1029...1029",0.01,0.04,-0.07,0.01,0.09,0.01,"L1 speakers (linear)"
"fitted.Predictor.1030...1030",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1031...1031",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1032...1032",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1033...1033",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1034...1034",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1035...1035",0,0.07,-0.13,0,0.13,0,"L1 speakers (linear)"
"fitted.Predictor.1036...1036",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1037...1037",0,0.06,-0.11,0,0.12,0,"L1 speakers (linear)"
"fitted.Predictor.1038...1038",0.01,0.06,-0.1,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1039...1039",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1040...1040",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1041...1041",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1042...1042",0,0.07,-0.13,0,0.13,0,"L1 speakers (linear)"
"fitted.Predictor.1043...1043",0,0.06,-0.12,0,0.12,0,"L1 speakers (linear)"
"fitted.Predictor.1044...1044",0.01,0.05,-0.08,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1045...1045",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1046...1046",0.01,0.05,-0.1,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1047...1047",0,0.06,-0.12,0,0.13,0,"L1 speakers (linear)"
"fitted.Predictor.1048...1048",0.01,0.05,-0.1,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1049...1049",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1050...1050",0.01,0.05,-0.1,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1051...1051",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1052...1052",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.1053...1053",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1054...1054",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1055...1055",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1056...1056",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.1057...1057",0.01,0.04,-0.06,0.01,0.09,0.01,"L1 speakers (linear)"
"fitted.Predictor.1058...1058",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1059...1059",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1060...1060",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1061...1061",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1062...1062",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1063...1063",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1064...1064",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1065...1065",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1066...1066",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1067...1067",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1068...1068",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1069...1069",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1070...1070",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1071...1071",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1072...1072",0.06,0.08,-0.1,0.06,0.22,0.06,"L1 speakers (linear)"
"fitted.Predictor.1073...1073",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1074...1074",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1075...1075",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1076...1076",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.1077...1077",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1078...1078",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1079...1079",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1080...1080",0.01,0.05,-0.1,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1081...1081",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1082...1082",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1083...1083",0.02,0.03,-0.05,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1084...1084",0.01,0.04,-0.07,0.01,0.09,0.01,"L1 speakers (linear)"
"fitted.Predictor.1085...1085",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1086...1086",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1087...1087",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1088...1088",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1089...1089",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1090...1090",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1091...1091",0.05,0.06,-0.07,0.05,0.17,0.05,"L1 speakers (linear)"
"fitted.Predictor.1092...1092",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1093...1093",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1094...1094",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1095...1095",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1096...1096",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1097...1097",0.02,0.03,-0.05,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1098...1098",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1099...1099",0.03,0.03,-0.03,0.03,0.1,0.03,"L1 speakers (linear)"
"fitted.Predictor.1100...1100",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1101...1101",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1102...1102",0.04,0.04,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.1103...1103",0.04,0.03,-0.03,0.04,0.1,0.04,"L1 speakers (linear)"
"fitted.Predictor.1104...1104",0.04,0.05,-0.05,0.04,0.14,0.04,"L1 speakers (linear)"
"fitted.Predictor.1105...1105",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1106...1106",0.01,0.06,-0.11,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1107...1107",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1108...1108",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1109...1109",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1110...1110",0.04,0.04,-0.03,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.1111...1111",0.04,0.04,-0.04,0.04,0.11,0.04,"L1 speakers (linear)"
"fitted.Predictor.1112...1112",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1113...1113",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1114...1114",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1115...1115",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1116...1116",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1117...1117",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1118...1118",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1119...1119",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1120...1120",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.1121...1121",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1122...1122",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1123...1123",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1124...1124",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (linear)"
"fitted.Predictor.1125...1125",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1126...1126",0.01,0.06,-0.11,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1127...1127",0.01,0.04,-0.06,0.01,0.09,0.01,"L1 speakers (linear)"
"fitted.Predictor.1128...1128",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1129...1129",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1130...1130",0.01,0.05,-0.08,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1131...1131",0.01,0.06,-0.11,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1132...1132",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1133...1133",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1134...1134",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1135...1135",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1136...1136",0.02,0.03,-0.03,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1137...1137",0,0.06,-0.12,0,0.13,0,"L1 speakers (linear)"
"fitted.Predictor.1138...1138",0.02,0.03,-0.05,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1139...1139",0.01,0.04,-0.07,0.01,0.1,0.01,"L1 speakers (linear)"
"fitted.Predictor.1140...1140",0.02,0.03,-0.05,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1141...1141",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1142...1142",0.02,0.04,-0.06,0.02,0.09,0.02,"L1 speakers (linear)"
"fitted.Predictor.1143...1143",0.01,0.05,-0.09,0.01,0.11,0.01,"L1 speakers (linear)"
"fitted.Predictor.1144...1144",0.01,0.06,-0.1,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1145...1145",0.01,0.06,-0.11,0.01,0.12,0.01,"L1 speakers (linear)"
"fitted.Predictor.1146...1146",0.03,0.03,-0.03,0.03,0.08,0.03,"L1 speakers (linear)"
"fitted.Predictor.1147...1147",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1148...1148",0.02,0.03,-0.04,0.02,0.08,0.02,"L1 speakers (linear)"
"fitted.Predictor.1149...1149",0.01,0.05,-0.1,0.01,0.11,0.01,"L1 speakers (linear)"
