ISO_639	L1_st	L1_log10_scaled	All_Users_scaled	All_Users_log10_scaled
tlp	-0.09031863552192423	0.047106715665990076	-0.08127614172010007	0.03541864498406426
ebk; obk	-0.09057245216395146	-0.10928388202211693	-0.0814360703870288	-0.12035130617035802
fse	-0.09073412143512927	-0.2819491338825217	-0.08153793743095586	-0.29233132444486215
fin; fin; fin; fin; fin	0.11589689613432459	1.7764706063580202	0.0656630514877222	1.7942892835336162
fip	-0.061608970291647754	1.194869172698109	-0.0631863173036398	1.1786261300358911
foi	-0.09065184699687084	-0.18177987647492921	-0.08148609669613292	-0.19255959542651327
fon; fon	-0.005872152093479529	1.511920574929053	-0.0280668114978481	1.4944192925983162
enf	-0.09093816204201015	-1.7123105763045057	-0.0816665024533167	-1.7170162819356614
for	-0.08969787488526444	0.25338624323891923	-0.08088500337586109	0.24087953847252247
zos	-0.0901170631481911	0.13078219631755741	-0.0811491319197839	0.1187620539012146
fun	-0.09089867031164611	-0.7609291543097203	-0.0816416189006017	-0.7694104806655356
fvr; fvr	-0.06025966950420963	1.2082609943966116	-0.0623361292525438	1.1919648053954206
fuu; fuu	-0.09028161202470794	0.06434382435167346	-0.08125281338942976	0.052587347052504244
fut	-0.0908781017020815	-0.640299086267308	-0.08162865871689598	-0.6492591411061361
fuy	-0.09036388646296636	0.024586851523015704	-0.08130465412425268	0.01298815242624913
