Language_ID	L1_log10_st	Vehicularity	Education	Official	neighboring_languages_st	ISO_639
ngba1287	NA	NA	0	0	-0.12066823408877893	ngg
nngg1234	NA	NA	0	0	-0.346890771420204	ngh
ngiz1242	NA	NA	0	0	-0.346890771420204	ngi
ngie1242	NA	NA	0	0	0.10555430324264616	ngj
ngal1292	-2.2845397620027494	0	0	0	0.7842219152369214	ngk
lomw1241	NA	NA	0	0	1.0104444525683465	ngl
ngwo1241	NA	NA	0	0	1.6891120645626216	ngn
NA	NA	NA	0	0	1.4628895272311966	NA
ngul1246	NA	NA	0	0	0.7842219152369214	ngp
ngur1263	NA	NA	0	0	-0.12066823408877893	ngq
nang1262	-1.2245028144235155	0	0	0	-0.7993358460830542	ngr
gvok1239	NA	NA	0	0	-0.346890771420204	ngs
ngeq1245	0.07887045040785956	0	0	0	0.5579993779054964	ngt
guer1241	0.6764298662176406	0	0	0	0.10555430324264616	ngu
nagu1244	NA	NA	0	0	-0.7993358460830542	ngv
ngwa1251	NA	NA	0	0	-0.5731133087516291	ngw
nggw1242	NA	NA	0	0	-0.346890771420204	ngx
tibe1274	-0.6608278852327916	0	0	0	0.10555430324264616	ngy
ngun1272	NA	NA	0	0	-0.5731133087516291	ngz
nhan1238	NA	NA	0	0	-0.7993358460830542	nha
beng1286	NA	NA	0	0	-0.12066823408877893	nhb
taba1265	NA	NA	0	0	-1.0255583834144792	nhc
chir1286	NA	NA	0	0	0.5579993779054964	nhd
east2538	NA	NA	0	0	-0.12066823408877893	nhe
tete1251	-0.3881253430976451	0	0	0	-0.7993358460830542	nhg
naha1262	NA	NA	0	0	-0.7993358460830542	nhh
zaca1241	0.0841402759222543	0	0	0	-0.346890771420204	nhi
isth1240	-0.2737282032995993	0	0	0	-0.7993358460830542	nhk
more1259	0.11077149432176632	0	0	0	-0.7993358460830542	nhm
cent2132	NA	NA	0	0	-0.7993358460830542	nhn
taku1257	-0.5944283006316957	0	0	0	-1.0255583834144792	nho
isth1241	-0.19040980775247637	0	0	0	-0.5731133087516291	nhp
huax1236	NA	NA	0	0	-0.7993358460830542	nhq
naro1249	NA	NA	0	0	1.0104444525683465	nhr
omet1237	NA	NA	0	0	-0.346890771420204	nht
noon1243	0.3371627466524369	0	0	0	0.33177684057407125	nhu
tema1239	-1.1089933194743935	0	0	0	-0.7993358460830542	nhv
west2624	1.022762122739122	0	0	0	-0.12066823408877893	nhw
isth1242	0.21569194003240635	0	0	0	-0.346890771420204	nhx
nort2958	NA	NA	0	0	-0.12066823408877893	nhy
sant1423	NA	NA	0	0	-0.7993358460830542	nhz
nias1242	1.217769204224396	0	0	0	-1.0255583834144792	nia
naka1264	NA	NA	0	0	-0.12066823408877893	nib
ngan1295	-2.6116569929794835	0	0	0	-1.0255583834144792	nid
niel1243	NA	NA	0	0	-0.12066823408877893	nie
nekk1240	NA	NA	0	0	-0.12066823408877893	nif
ngal1293	NA	NA	0	0	-0.5731133087516291	nig
nyih1240	NA	NA	0	0	1.0104444525683465	nih
niii1240	NA	NA	0	0	-0.346890771420204	nii
ngaj1237	NA	NA	0	0	0.33177684057407125	nij
sout2689	NA	NA	0	0	-0.7993358460830542	nik
nila1242	1.1816334599902378	0	0	0	0.10555430324264616	nim
ninz1246	NA	NA	0	0	0.5579993779054964	nin
ngan1291	-1.366430923166309	0	0	0	-0.5731133087516291	nio
nand1266	1.276533880522437	0	0	0	1.0104444525683465	niq
nucl1633	-0.554689926276937	0	0	0	0.33177684057407125	nir
nimi1240	NA	NA	0	0	0.10555430324264616	nis
sout1549	-0.07559091098129814	0	0	0	-0.5731133087516291	nit
niue1239	-0.673860816180645	1	0	0	-1.0255583834144792	niu
gily1242	-1.238959776918128	0	0	0	-0.5731133087516291	niv
nimo1247	NA	NA	0	0	0.33177684057407125	niw
hema1238	NA	NA	0	0	1.6891120645626216	nix
ngit1239	0.6099883680289231	0	0	0	0.10555430324264616	niy
ning1273	NA	NA	0	0	-0.5731133087516291	niz
nzan1240	NA	NA	0	0	-0.12066823408877893	nja
noct1238	0.2593423216380513	0	0	0	0.10555430324264616	njb
loth1237	0.7833446281687061	0	0	0	-0.346890771420204	njh
ngar1283	NA	NA	0	0	-0.5731133087516291	nji
njen1238	NA	NA	0	0	0.10555430324264616	njj
njal1239	NA	NA	0	0	-0.12066823408877893	njl
anga1288	0.736612903656539	1	0	0	-0.12066823408877893	njm
lian1251	0.40240996736799745	0	0	0	-0.5731133087516291	njn
aona1235	0.894494784234868	0	0	0	-0.346890771420204	njo
njer1242	NA	NA	0	0	-0.7993358460830542	njr
nisa1239	NA	NA	0	0	-0.5731133087516291	njs
kuny1238	NA	NA	0	0	-0.12066823408877893	njx
njye1238	NA	NA	0	0	-0.346890771420204	njy
nkoy1244	NA	NA	0	0	1.0104444525683465	nka
khoi1251	NA	NA	0	0	-0.346890771420204	nkb
nkon1247	NA	NA	0	0	-0.12066823408877893	nkc
koir1240	-0.4340102943831886	0	0	0	-0.12066823408877893	nkd
duke1237	NA	NA	0	0	-0.7993358460830542	nke
nekg1240	NA	NA	0	0	-0.346890771420204	nkg
khez1235	0.3488406212656004	0	0	0	-0.12066823408877893	nkh
than1255	NA	NA	0	0	0.5579993779054964	nki
naka1265	NA	NA	0	0	0.5579993779054964	nkj
noku1237	-1.305031758773348	0	0	0	-0.12066823408877893	nkk
nama1267	NA	NA	0	0	-0.7993358460830542	nkm
nkan1238	NA	NA	0	0	-0.5731133087516291	nkn
nkon1248	0.13667823442555338	0	0	0	-0.12066823408877893	nko
nuku1260	-0.9128317659055508	0	0	0	-1.0255583834144792	nkr
nort2917	NA	NA	0	0	0.33177684057407125	nks
nyik1247	NA	NA	0	0	-0.5731133087516291	nkt
boun1243	0.25051232985267274	0	0	0	0.5579993779054964	nku
nyik1246	NA	NA	0	0	-0.12066823408877893	nkv
nkut1238	NA	NA	0	0	0.5579993779054964	nkw
nkor1239	-0.3100247157282665	0	0	0	-0.5731133087516291	nkx
nkar1238	NA	NA	0	0	-0.346890771420204	nkz
ngom1271	NA	NA	0	0	0.7842219152369214	nla
nalc1240	0.06434382435167346	0	0	0	0.5579993779054964	nlc
dutc1256	2.218403777049876	1	1	1	5.534895199196848	nld
east2409	NA	NA	0	0	0.5579993779054964	nle
gela1263	-0.02380020889946156	0	0	0	-1.0255583834144792	nlg
gran1245	NA	NA	0	0	-0.12066823408877893	nli
nyal1250	0.3586960612373925	0	0	0	0.10555430324264616	nlj
nini1235	NA	NA	0	0	0.5579993779054964	nlk
niha1238	-0.554689926276937	0	0	0	-1.0255583834144792	nll
ngul1247	NA	NA	0	0	-0.5731133087516291	nlo
nchu1238	NA	NA	0	0	-1.0255583834144792	nlu
oriz1235	NA	NA	0	0	-0.5731133087516291	nlv
naha1261	NA	NA	0	0	0.5579993779054964	nlx
nyam1271	NA	NA	0	0	-0.12066823408877893	nly
mara1379	0.275338818787768	0	0	0	0.10555430324264616	nma
bign1238	-0.4011639820558533	0	0	0	-0.12066823408877893	nmb
ngam1269	NA	NA	0	0	0.33177684057407125	nmc
ndum1239	NA	NA	0	0	-0.346890771420204	nmd
mzie1235	NA	NA	0	0	0.10555430324264616	nme
tang1336	0.7963632397724157	0	0	0	-0.346890771420204	nmf
kwas1243	NA	NA	0	0	1.0104444525683465	nmg
mons1234	NA	NA	0	0	-0.12066823408877893	nmh
nyam1285	NA	NA	0	0	-0.346890771420204	nmi
nama1268	-0.3675880450656771	0	0	0	-0.5731133087516291	nmk
ndem1249	NA	NA	0	0	-0.12066823408877893	nml
mana1288	-0.0213087297543154	0	0	0	-0.7993358460830542	nmm
huaa1248	-0.48827759468432175	0	0	0	0.5579993779054964	nmn
moyo1238	-0.371583742913978	0	0	0	-0.346890771420204	nmo
nima1245	NA	NA	0	0	0.10555430324264616	nmp
namb1291	NA	NA	1	1	1.6891120645626216	nmq
nimb1256	NA	NA	0	0	-1.0255583834144792	nmr
lete1241	NA	NA	0	0	1.0104444525683465	nms
namo1247	NA	NA	0	0	-1.0255583834144792	nmt
nort2952	NA	NA	0	0	-0.7993358460830542	nmu
ngam1265	NA	NA	0	0	0.7842219152369214	nmv
nimo1246	NA	NA	0	0	-0.7993358460830542	nmw
nama1266	-0.7066915913293388	0	0	0	-0.12066823408877893	nmx
namu1246	-0.2819491338825217	0	0	0	-0.5731133087516291	nmy
nawd1238	NA	NA	0	0	2.5940022138883223	nmz
nyan1301	-1.2245028144235155	0	0	0	0.33177684057407125	nna
nand1264	NA	NA	0	0	1.6891120645626216	nnb
nanc1253	NA	NA	0	0	0.33177684057407125	nnc
west2513	NA	NA	0	0	-0.7993358460830542	nnd
ngan1300	NA	NA	0	0	-1.0255583834144792	nne
ngai1241	NA	NA	0	0	0.33177684057407125	nnf
mari1416	0.20659982687508985	0	0	0	1.0104444525683465	nng
ngie1241	NA	NA	0	0	0.10555430324264616	nnh
nort2867	NA	NA	0	0	-0.346890771420204	nni
nyan1315	NA	NA	0	0	0.33177684057407125	nnj
nank1250	NA	NA	0	0	-0.12066823408877893	nnk
nort2725	NA	NA	0	0	-0.5731133087516291	nnl
nami1256	-0.1817798764749292	0	0	0	-0.7993358460830542	nnm
nget1241	NA	NA	0	0	-0.346890771420204	nnn
wanc1238	NA	NA	0	0	0.10555430324264616	nnp
ngin1244	NA	NA	0	0	-0.12066823408877893	nnq
nant1249	NA	NA	0	0	0.10555430324264616	nnt
dwan1238	NA	NA	0	0	-1.0255583834144792	nnu
nugu1241	NA	NA	0	0	-0.5731133087516291	nnv
sout2795	NA	NA	0	0	0.7842219152369214	nnw
nyan1300	NA	NA	0	0	-0.12066823408877893	nny
ndan1241	NA	NA	0	0	0.33177684057407125	nnz
woun1238	-0.05267758653381067	0	0	0	0.33177684057407125	noa
nukk1240	NA	NA	0	0	0.10555430324264616	noc
nort2740	NA	NA	0	0	6.213562811191124	nod
nima1243	NA	NA	0	0	0.7842219152369214	noe
noma1262	NA	NA	0	0	-0.346890771420204	nof
noga1249	NA	NA	0	0	-0.12066823408877893	nog
nomu1240	NA	NA	0	0	-0.12066823408877893	noh
noir1238	NA	NA	0	0	0.5579993779054964	noi
nook1247	NA	NA	0	0	-0.7993358460830542	nok
numa1254	NA	NA	0	0	0.10555430324264616	nop
ngon1267	NA	NA	0	0	-0.7993358460830542	noq
norw1258	NA	NA	1	1	1.0104444525683465	nor
east2349	NA	NA	0	0	2.3677796765568973	nos
