ISO_639	Language_ID	L1_scaled	L1_log10_st	Vehicularity	All_Users_scaled	All_Users_log10_scaled
gdg	gada1258	-0.09069298421600006	-0.22767191387337715	0	-0.08151201706354438	-0.23826950720899623
ged	gade1242	-0.0879738140315592	0.5125890745953636	0	-0.07979868077764667	0.49905370607819916
gag; gag; gag	gaga1249	-0.08506541263912397	0.7160700746749467	0	-0.0779661108016562	0.7017271782166079
bfu	gahr1239	-0.09078554295904077	-0.36758804506567716	0	-0.08157033789022018	-0.3776303718883805
gbi	gale1259	-0.08768996721956764	0.5398016713445212	0	-0.07961983024250757	0.5261583078193792
glg; glg; glg	gali1258	0.03605078792109958	1.6312208497727478	1	-0.001651365068825796	1.6132461163321368
car; car; car; car; car	gali1262	-0.09058775520946753	-0.12195186866485762	0	-0.08144571276370587	-0.1329690190618962
adl	galo1242	-0.08973860073220236	0.24345882230359403	0	-0.08091066453959844	0.23099151517032243
kld	gami1243	-0.09093980753077532	-2.818044986908612	0	-0.08166468802759791	-1.4216417162021289
gmv	gamo1243	-0.0238861403501611	1.4410687593677847	0	-0.038784883422488196	1.428255256052104
unn	gana1278	-0.0909396429818988	-2.3388269053571267	0	-0.08166743558654352	-2.341046239085677
lug	gand1255	0.13778313082763882	1.8064193233242225	1	0.20216048388751057	1.988749247954451
gnb	gang1266	-0.09026104341514334	0.07350567369322254	0	-0.08123985320572402	0.061712836982937606
gao	gant1244	-0.0908369644829523	-0.48827759468432175	0	-0.08160273834948452	-0.4978409569674038
pwg	gapa1238	-0.09081639587338769	-0.4340102943831886	0	-0.08158977816577878	-0.4437890200725254
wrk	gara1269	-0.09093445969228853	-1.366430923166309	0	-0.08166416962024968	-1.3725092753054116
cab; cab; cab	gari1256	-0.08644350947995254	0.6364663323496162	0	-0.07883444310994023	0.6224393486601582
grt; grt	garo1247	-0.03869553923667712	1.3667601621725822	1	-0.04874867265545471	1.3498349586364622
gaq	gata1239	-0.09081392764023993	-0.4281159098415981	0	-0.08158822294373409	-0.4379180277897281
gay	gayo1244	-0.07859864179201197	0.9371036139859882	0	-0.07389142904457416	0.9218835311620402
gyg	gbay1278	-0.09073412143512927	-0.2819491338825217	0	-0.08153793743095586	-0.29233132444486215
krs; krs	gbay1288	-0.08912976988909004	0.36554114637775836	0	-0.08042336163226294	0.3783940347420229
kvq	geba1237	-0.08929431876560687	0.3371627466524369	0	-0.08063072457155464	0.32432356923604416
gei	gebe1237	-0.09083079390008292	-0.47093447871536925	0	-0.08159885029437279	-0.4805666683126795
gdd	geda1237	-0.0906539038578273	-0.18391402362258547	0	-0.0814873927145035	-0.19468527306865485
nlg	gela1263	-0.0904502746231377	-0.02380020889946156	0	-0.08135908689581675	-0.03520688071472687
geq	geme1244	-0.09091718206025426	-0.9386947969224299	0	-0.08165328306593686	-0.9464706484509423
gea	geru1240	-0.09056833844203854	-0.10596846044662128	0	-0.08143347835028765	-0.11704904206685207
ges	gese1240	-0.08943829903255911	0.3098988766423141	0	-0.08072144585749476	0.2971678977152599
gha	ghad1239	-0.09042147856974726	-0.0067823990478818996	0	-0.08134094263862873	-0.018256607178318493
ghn	ghan1242	-0.090836553110761	-0.4870894249698392	0	-0.0816024791458104	-0.4966575025838019
gri	ghar1239	-0.09044204717931187	-0.018837925307186976	0	-0.08135390282233447	-0.030264290276364573
aln; aln; aln; aln	gheg1238	0.04870871024715786	1.6595122186632538	1	0.006324331983681478	1.6414252090353612
gdo	ghod1238	-0.09093445969228853	-1.366430923166309	0	-0.08166416962024968	-1.3725092753054116
gho	ghom1257	-0.09052843533948321	-0.07559091098129814	0	-0.08140833559389854	-0.08679204793577663
gid; gid	gida1247	-0.08823709223398615	0.4849116314906822	0	-0.07996457112908002	0.47148610275530844
kks	giiw1236	-0.09036388646296636	0.024586851523015704	0	-0.08130465412425268	0.01298815242624913
gil; gil; gil; gil	gilb1244	-0.08614732150222222	0.6554614037099298	1	-0.07864781646457769	0.6413590368109235
niv	gily1242	-0.09093158008694947	-1.238959776918128	0	-0.08166235519453088	-1.2455440068160812
bbr	gira1247	-0.09079047942533629	-0.37726936178347314	0	-0.08157344833430956	-0.38727326765407816
nyf	giry1241	-0.04322063334089036	1.339784511687489	0	-0.05159991307071568	1.3229663628222699
tof	gizr1240	-0.09089661345068965	-0.7464158071109253	0	-0.08164032288223114	-0.7549547306545784
glw; glw	glav1244	-0.08965221257203101	0.26413703629097507	0	-0.08085623176803437	0.25158766628420737
gox	gobu1238	-0.09044616090122479	-0.021308729754315407	0	-0.0813564948590756	-0.03272528917099693
ank	goem1240	-0.07608927142513008	0.992216540049946	0	-0.0723102866324749	0.9767777378974165
gof	gofa1235	-0.0761715458633885	0.9905623463050931	0	-0.07149638709575495	1.0015130011833342
ggw	gogo1265	-0.08987023983341583	0.2088990154378374	0	-0.08099360971531512	0.19656886120667838
gol; gol	gola1255	-0.0831237358962252	0.8011021199969299	0	-0.07674266945983513	0.7864217681866622
gvf	goli1247	-0.08883769563327262	0.4100828149933918	0	-0.08034300849328739	0.39695424941478913
gni	goon1238	-0.09093445969228853	-1.366430923166309	0	-0.08166416962024968	-1.3725092753054116
gow	goro1270	-0.08629130176917446	0.6463789288115129	0	-0.07873853775051781	0.6323126063208427
kbk	gras1249	-0.09086987425825566	-0.6030544814144083	0	-0.08162347464341368	-0.6121623439555032
guh; guh	guah1255	-0.08950000486125292	0.2974041788575852	0	-0.08076032640861196	0.28472278597332495
gum	guam1248	-0.09007592592906188	0.1453089995893615	0	-0.08112321155237244	0.13323120658385637
jiq	guan1266	-0.08888294657431477	0.40360335160448524	0	-0.08037152089744	0.3905005002091641
gvc; gvc	guan1269	-0.09088632914590734	-0.682877551654647	0	-0.08163384279037827	-0.69166863100938
gae; gae	guar1293	-0.09093240283133207	-1.2701668394958852	0	-0.08166287360187911	-1.2766272220813932
gta	guat1253	-0.09093960184467967	-2.2845397620027494	0	-0.08166740966617611	-2.286974537886037
gde; gde	gude1246	-0.08731973224740473	0.5719257567857496	0	-0.0793865469358044	0.5581549066816726
ngu	guer1241	-0.08579765513962392	0.6764298662176406	0	-0.07842749334158025	0.662244284574497
amu	guer1243	-0.08905160917274453	0.3781286000132953	0	-0.080477794403827	0.36512684687135566
kky	gugu1255	-0.09090772049985453	-0.834825863837056	0	-0.08164732138143223	-0.8430139261648745
ghs	guhu1244	-0.09044616090122479	-0.021308729754315407	0	-0.0813564948590756	-0.03272528917099693
gqi	guiq1238	-0.09069298421600006	-0.22767191387337715	0	-0.08151201706354438	-0.23826950720899623
afb; afb; afb; afb; afb; afb; afb; afb; afb; afb	gulf1241	0.3416345065005319	1.9961614692486072	1	0.1908954922104886	1.9767384445818816
gvs	guma1254	-0.09092458675969751	-1.0564666242951588	0	-0.08165794873207093	-1.0637750904596843
guk; guk	gumu1244	-0.08069663996760174	0.8816232657652983	0	-0.07509983657329658	0.8717948190155677
gup	gunw1252	-0.0908521852540301	-0.5359479510403349	0	-0.08161232888542676	-0.5453221303298788
hac; hac	gura1251	-0.07859864179201197	0.9371036139859882	0	-0.07389142904457416	0.9218835311620402
grx	guri1248	-0.0908781017020815	-0.640299086267308	0	-0.08162865871689598	-0.6492591411061361
goa	guro1248	-0.07037119796616974	1.0892040675552181	0	-0.0687073555622815	1.0733803639210993
gvr; gvr	guru1261	-0.0761715458633885	0.9905623463050931	0	-0.07177114299031646	0.9933914174819253
grd	guru1271	-0.09032274924383715	0.04512840172882354	0	-0.08127873375684122	0.03344818211790706
guz; guz	gusi1247	0.020191155830214795	1.5914992605503768	0	0.0013157393887644141	1.6240444448371545
gyi; gyi	gyel1242	-0.09076291748851971	-0.32684770141281955	0	-0.08155608168814388	-0.3370517090107297
haq	haaa1252	-0.04034102800184557	1.357231198671769	0	-0.049785487351913245	1.3403438114638286
hdy	hadi1240	-0.015247324333026757	1.4771523361492496	0	-0.030060087751789633	1.4831801869286132
hts	hadz1240	-0.09089867031164611	-0.7609291543097203	0	-0.0816416189006017	-0.7694104806655356
hgm; hgm	haio1238	-0.08880067213605634	0.4152812834756865	0	-0.08031968016261708	0.40213208742765855
hat; hat; hat	hait1244	0.21894686416957246	1.8968460719754743	1	0.11359058844254029	1.8778171870970117
cnh; cnh	haka1240	-0.08412748404297794	0.7601762833498196	1	-0.0763383117282163	0.8098237905802058
hak; hak; hak; hak; hak; hak; hak; hak; hak; hak; hak; hak; hak	hakk1236	1.706676450838451	2.4203022258451723	0	1.057430223014526	2.40087435743134
hal; hal	hala1252	-0.09021990619601412	0.09102469184774174	0	-0.08121393283831256	0.07916232974365502
khk; khk	halh1238	0.01802569261525312	1.5856400303359328	1	-0.013008892457506693	1.5678461874220166
hla	hali1244	-0.08991137705254504	0.19722131259541675	0	-0.08101953008272658	0.18493750210804855
hur; hur	halk1245	-0.0909280834233235	-1.1339455109911254	0	-0.0816601519633009	-1.1409464970182739
amf	hame1242	-0.087879198427562	0.5219390169041398	0	-0.07955451091663068	0.5354707517025149
wos	hang1263	-0.090643619553045	-0.1733930402259993	0	-0.08148091262265063	-0.18420604289747078
hni; hni; hni	hani1248	-0.06001531442258211	1.21062309655007	0	-0.06218216227011971	1.1943175333886966
lml	hano1246	-0.09063127838730624	-0.16123974385610915	1	-0.0814731365124272	-0.17210097769605445
hro	haro1237	-0.08950000486125292	0.2974041788575852	0	-0.08076032640861196	0.28472278597332495
tmd	haru1245	-0.0908575330925169	-0.554689926276937	0	-0.08161569853319024	-0.5639897267858064
mey; mey; mey; mey; mey; mey; mey	hass1238	0.30436829969137946	1.9693371297278415	1	0.16741423137244393	1.9500205592443474
had	hata1243	-0.09028161202470794	0.06434382435167346	0	-0.08125281338942976	0.052587347052504244
hau; hau; hau; hau; hau; hau; hau; hau	haus1257	1.9072594744515283	2.4518002100490395	1	1.8315406997395085	2.5546609515153658
yuf	hava1248	-0.09091142284957617	-0.8712815864350313	0	-0.08164965421449925	-0.8793249717925083
haw	hawa1245	-0.0908575330925169	-0.554689926276937	1	-0.08161569853319024	-0.5639897267858064
xed; xed	hdii1240	-0.08974682817602819	0.24141245889798266	0	-0.08091584861308074	0.22895327289458156
heb; heb	hebr1245	0.14782061229516635	1.8192076653095424	1	0.1543114856459492	1.9339942408713706
heh	hehe1240	-0.041163772384429795	1.352349864903299	0	-0.050303894700142515	1.335481849594488
hei	heil1246	-0.0909370924743128	-1.5660770078948623	0	-0.08166582852376401	-1.57136305121053
scp	hela1238	-0.09052020789565737	-0.06969516474655182	0	-0.08139070974405874	-0.06728305038169542
her; her; her	here1253	-0.0807089811333405	0.8812643100390987	0	-0.07522114389278223	0.8662658292228823
hrt	hert1241	-0.0909396429818988	-2.3388269053571267	0	-0.08166743558654352	-2.341046239085677
hid	hida1246	-0.09093158008694947	-1.238959776918128	0	-0.08166235519453088	-1.2455440068160812
tos	high1243	-0.08600334123526998	0.6642750151296233	0	-0.07855709517863757	0.6501376708249563
poi	high1276	-0.08938893436960406	0.31953034416978376	0	-0.080690341416601	0.30676114212047295
azz	high1278	-0.08579765513962392	0.6764298662176406	0	-0.07842749334158025	0.662244284574497
hil	hili1240	0.16575643983550242	1.840774899507033	1	0.08007555337951816	1.8219685368220182
hin; hin; hin; hin; hin	hind1269	13.906151208894107	3.031410887201491	1	15.432206316061482	3.17537492455338
gin	hinu1240	-0.0909151251992978	-0.9128317659055508	0	-0.0816519870475663	-0.9207102566002823
hix	hixk1239	-0.09089044286782026	-0.7066915913293388	0	-0.08163643482711941	-0.715388163076865
lic	hlai1239	-0.06350128237159147	1.1750115155970342	0	-0.0643786542045671	1.1588472793734965
hle	hler1235	-0.09032274924383715	0.04512840172882354	0	-0.08127873375684122	0.03344818211790706
huc	hoaa1235	-0.09093857341420145	-1.7955583488767757	0	-0.08166676165699083	-1.7999336801615977
hoa	hoav1238	-0.09092088440997588	-0.9917954491981361	0	-0.0816556158990039	-0.9993605672410139
hoo	holo1240	-0.09030218063427255	0.0548910930121155	0	-0.08126577357313548	0.04317212950870176
juh	hone1235	-0.09065184699687084	-0.18177987647492921	0	-0.08148609669613292	-0.19255959542651327
how	honi1244	-0.08518059685268575	0.7101737863668762	0	-0.07803868783040831	0.6958542897225551
hoc	hooo1248	-0.03252495636729545	1.4000014897954791	0	-0.04486061754373521	1.3829443658301952
hop	hopi1249	-0.09068969323846972	-0.22372873510210808	0	-0.08150994343415148	-0.23434197720608196
ero	horp1239	-0.08908863266996082	0.37223239974100547	0	-0.08050112273449732	0.3592540460637076
hot	hote1245	-0.09075469004469387	-0.3133141320299065	0	-0.08155089761466158	-0.3235718485019437
hoz	hozo1236	-0.09069298421600006	-0.22767191387337715	0	-0.08151201706354438	-0.23826950720899623
hru	hrus1242	-0.09081639587338769	-0.4340102943831886	0	-0.08158977816577878	-0.4437890200725254
nmn; nmn	huaa1248	-0.0908369644829523	-0.48827759468432175	0	-0.08160273834948452	-0.4978409569674038
qub	hual1241	-0.08995662799358717	0.1838236729578656	0	-0.08104804248687919	0.17159303189835
hub	huam1247	-0.09052020789565737	-0.06969516474655182	0	-0.08140315152041624	-0.08091969936379378
var	huar1255	-0.09085383074279527	-0.5415900892622588	0	-0.08161336570012322	-0.5509418773493788
hus	huas1242	-0.08378193140229258	0.7749091277996455	0	-0.07715739533841855	0.7603327246285825
hbb	huba1236	-0.07707656468423116	0.971732539681572	0	-0.07293237545035001	0.9563750296528184
hch	huic1243	-0.08878010352649174	0.41813058021141836	0	-0.08030671997891134	0.40497007653896405
hul	hula1239	-0.09073412143512927	-0.2819491338825217	0	-0.08153793743095586	-0.29233132444486215
huy	hula1244	-0.0909254095040801	-1.0729669638956008	0	-0.08165846713941916	-1.0802099473602131
hui	huli1244	-0.08271236370493308	0.81637487319454	0	-0.0764834657857205	0.8016339104430007
hmb; hmb	humb1243	-0.08991137705254504	0.19722131259541675	0	-0.08101953008272658	0.18493750210804855
hun; hun; hun; hun; hun; hun; hun; hun; hun	hung1274	0.404208330517975	2.036389006221	1	0.2303229630800655	2.0168063358866344
hnu; hnu	hung1275	-0.09076991081577168	-0.3388555759594289	0	-0.08156048815060382	-0.349011929505085
huz; huz	hunz1247	-0.09088139267961184	-0.6566073335573349	0	-0.0816307323462889	-0.6655026680274154
jup; jup	hupd1244	-0.0908682287694905	-0.5961336600204625	0	-0.08162243782871723	-0.6052689883035642
huo	huuu1240	-0.09089867031164611	-0.7609291543097203	0	-0.0816416189006017	-0.7694104806655356
jab	hyam1245	-0.07859864179201197	0.9371036139859882	0	-0.07389142904457416	0.9218835311620402
iai	iaai1238	-0.09077196767672814	-0.3424814723896098	0	-0.0815617841689744	-0.35262343632307597
yml	iama1237	-0.09079665000820566	-0.38983119099077046	0	-0.08157733638942127	-0.3997852444030468
ian	iatm1242	-0.09059260940132478	-0.12608547415369442	0	-0.08144877136706041	-0.13708622006122922
ibl	ibal1244	-0.08616789011178683	0.6541807463635231	0	-0.07866077664828341	0.6400834618387429
iba; iba; iba	iban1264	-0.05873759239642881	1.2226782003496648	1	-0.04323281847029531	1.395778660565417
ibg	iban1267	-0.07954479783198383	0.9133532833679263	0	-0.07448759749503782	0.8982274553175382
ivb	ibat1238	-0.0908887973790551	-0.6969362573626007	0	-0.08163539801242295	-0.7056715438046219
ibb	ibib1240	0.1509470409489864	1.8230812857084913	1	0.18738587446297647	1.9728948637323447
isl	icel1247	-0.07859864179201197	0.9371036139859882	1	-0.07389142904457416	0.9218835311620402
dbj	idaa1241	-0.09052843533948321	-0.07559091098129814	0	-0.08140833559389854	-0.08679204793577663
idi	idii1243	-0.09087357660797729	-0.6192407997504136	0	-0.08162580747648071	-0.6282844258059597
idu	idom1241	-0.05280560539799656	1.273021452900663	0	-0.05763935867758664	1.256468257693955
clk; clk	idum1241	-0.09077196767672814	-0.3424814723896098	0	-0.0815617841689744	-0.35262343632307597
viv	idun1242	-0.09069298421600006	-0.22767191387337715	0	-0.08151201706354438	-0.23826950720899623
ign	igna1246	-0.09089537933411578	-0.7380356591850332	0	-0.08163954527120879	-0.746607839905517
ikx	ikkk1242	-0.09036388646296636	0.024586851523015704	0	-0.08130465412425268	0.01298815242624913
ilb	ilaa1246	-0.08752953206496371	0.5541494735339435	0	-0.07951874080960286	0.5404491697973919
mbi	ilia1236	-0.09033920413148884	0.03708102493749725	0	-0.08128910190380581	0.025432741878935104
ilu	iliu1237	-0.09088221542399443	-0.6608278852327916	0	-0.08163125075363713	-0.6697064701616187
ilo	ilok1237	0.17110427832229988	1.8469143930610332	1	0.0834452011430084	1.8280836653857366
ilk	ilon1239	-0.09070491400954753	-0.24242030606774387	0	-0.08151953397009372	-0.25295936942375946
qvi	imba1240	-0.08476922466139364	0.7307166125683482	0	-0.07777948415629367	0.7163155903460031
imn	imon1245	-0.09092952322599301	-1.172814104290038	0	-0.0816610591761603	-1.1796608377082907
inp	inap1242	-0.0909396429818988	-2.3388269053571267	0	-0.08166743558654352	-2.341046239085677
ind	indo1316	1.669733171199463	2.414119232772384	1	5.050565208201731	2.8473073739758483
inb; inj	inga1252	-0.08973860073220236	0.24345882230359403	0	-0.08091066453959844	0.23099151517032243
izh	ingr1248	-0.09093487106447981	-1.3900746830975137	0	-0.0816644288239238	-1.396059203395946
inh; inh	ingu1240	-0.07752907409465248	0.9618514085019128	1	-0.07321749949187611	0.9465331124022968
iqu	iqui1243	-0.0909383677281058	-1.7510345370968872	0	-0.08166663205515377	-1.7555865641029107
ilm; ilp	iran1262	-0.08012071889979278	0.8979107352379342	0	-0.0748504826387983	0.8828461919713492
irk	iraq1241	-0.06613406439586098	1.144976174289317	0	-0.06603755771890077	1.1289311353240943
irh	irar1238	-0.09077525865425848	-0.3483763431779698	0	-0.08156385779836732	-0.3584949129229399
iry	iray1237	-0.09052843533948321	-0.07559091098129814	0	-0.08140833559389854	-0.08679204793577663
gle; gle	iris1253	-0.08490374336794616	0.7241538013070797	0	-0.0511662653239219	1.327213110562892
oss; oss; oss; oss	iron1242	-0.0668786480620997	1.1359017195600516	1	-0.06650671636904826	1.119892693174588
iru	irul1243	-0.0904502746231377	-0.02380020889946156	0	-0.08135908689581675	-0.03520688071472687
isc	isco1239	-0.09093643427880672	-1.5023133874538293	0	-0.08166541379788543	-1.5078524809565732
inn	isin1239	-0.09071931203624276	-0.2612514045143357	0	-0.08152860609868773	-0.2717157353982646
srl	isir1237	-0.09086576053634274	-0.5860450065890898	0	-0.08162088260667254	-0.5952203723672473
isd	isna1241	-0.08959873418716303	0.2762535531108932	0	-0.08082253529039947	0.26365609789775263
nhk	isth1240	-0.09072836222445117	-0.2737282032995993	0	-0.08153430857951825	-0.2841430191741093
nhp	isth1241	-0.09066007444069668	-0.19040980775247635	0	-0.08149128076961522	-0.20115527824531337
nhx	isth1242	-0.0898455575019383	0.21569194003240635	0	-0.08097805749486825	0.20333482762623217
ita; ita; ita; ita; ita; ita; ita; ita; ita; ita; ita; ita; ita; ita; ita; ita	ital1282	2.461037199947613	2.524637598601386	1	1.6055337585760843	2.5173786011517763
ito	iton1250	-0.09093976639355619	-2.6116569929794835	0	-0.08166751334764576	-2.6127935822804855
itz	itza1241	-0.09092294127093234	-1.0259791534850624	0	-0.08165691191737447	-1.033408611214035
ium; ium; ium; ium	iumi1238	-0.057602205148462586	1.2329956095179455	0	-0.06066167351776327	1.2166012595443942
ivv	ivat1242	-0.08950000486125292	0.2974041788575852	0	-0.08076032640861196	0.28472278597332495
ibd	iwai1244	-0.09093487106447981	-1.3900746830975137	0	-0.0816644288239238	-1.396059203395946
kbm	iwal1237	-0.09085341937060398	-0.5401695000440186	0	-0.0816131064964491	-0.5495269258343455
iwm	iwam1256	-0.09081639587338769	-0.4340102943831886	0	-0.08158977816577878	-0.4437890200725254
nca	iyoo1238	-0.09065596071878376	-0.18606357768345877	0	-0.08148868873287407	-0.19682629648064917
jah	jahh1242	-0.0908369644829523	-0.48827759468432175	0	-0.08160273834948452	-0.4978409569674038
bxl	jalk1242	-0.09091923892121072	-0.9670198392422642	0	-0.08165457908430744	-0.9746832809482416
jaa	jama1261	-0.09090772049985453	-0.834825863837056	0	-0.08164732138143223	-0.8430139261648745
jam; jam; jam	jama1262	0.03218800304486665	1.6220231713094697	0	-0.004085287568762205	1.6040849394702372
jax	jamb1236	-0.049802588401564145	1.2955917637298573	0	-0.055747171856549815	1.278948996736946
djm	jams1239	-0.08559196904397787	0.6881079355104227	0	-0.07829789150452293	0.6738760086692056
jsl	japa1238	-0.08575651792049471	0.6788024091513895	0	-0.07840157297416879	0.6646074119131294
jqr	jaqa1244	-0.0909093659886197	-0.850480187993097	0	-0.08164835819612869	-0.8586061250898067
jra; jra	jara1266	-0.08012894634361863	0.8976842203523305	0	-0.0748556667122806	0.8826205760251999
ddj	jaru1254	-0.09093075734256689	-1.2107154007602903	0	-0.08166183678718265	-1.217411720351726
jav; jav	java1254	2.716078908360514	2.5530001281394323	0	1.6870216912368945	2.5313672520585477
jhi	jeha1242	-0.0908883860068638	-0.694546558056062	0	-0.08163513880874884	-0.7032913281794113
jeh; jeh	jehh1245	-0.08984144378002538	0.21680917872770217	0	-0.0809754654581271	0.20444763248513514
xuj	jenn1240	-0.086784948398725	0.612951098668332	0	-0.07904958215945537	0.5990174367545358
jee	jeru1240	-0.09086740602510791	-0.5927326529094026	0	-0.0815280876913395	-0.27061138381502187
juo	jiba1237	-0.0908575330925169	-0.554689926276937	0	-0.08161569853319024	-0.5639897267858064
jia	jina1244	-0.0908781017020815	-0.640299086267308	0	-0.08162865871689598	-0.6492591411061361
jit	jita1239	-0.07592472254861324	0.9954976103310423	0	-0.07220660516282905	0.9800457870319296
kaj	jjuu1238	-0.06708022043583284	1.1333967744433173	0	-0.06663372616936443	1.1173976890998776
jun	juan1238	-0.0896892360692473	0.2554501720342513	0	-0.08087956009870469	0.24293527642856158
ktz; ktz	juho1239	-0.08906806406039622	0.37552247029004465	0	-0.08048816255079158	0.362531059747999
jbu	juku1254	-0.09083943271610005	-0.4955079362378155	0	-0.0816042935715292	-0.5050426044274618
bex	jurm1239	-0.08353510808751731	0.7850034250859299	0	-0.07700187313394977	0.7703869620217957
kbd; kbd; kbd; kbd	kaba1278	-0.01500050101825149	1.478121696008495	0	-0.03381854102645182	1.460754546786491
ksp; ksp; lak	kaba1281	-0.08489263631878127	0.7247011972679188	0	-0.07785724525852805	0.7103240476230182
kab	kaby1243	0.1649336954529182	1.8398190242477548	1	0.0795571460312889	1.821016455017558
kac; kac	kach1280	-0.052270821549316816	1.2771680759022213	1	-0.05730239390123762	1.2605984245451407
kcx	kach1284	-0.09082338920063965	-0.45137404027814104	0	-0.08159418462823873	-0.4610838567820102
kej	kada1242	-0.09085917858128206	-0.5607023453061875	0	-0.0816167353478867	-0.5699782851285146
zkd; zkn	kado1242	-0.08933545598473608	0.32962443523682516	0	-0.0806566449389661	0.31681517411283805
kbr	kafa1242	-0.04198651676701402	1.3473871719040154	0	-0.04961182089025644	1.3419549066257068
cgc	kaga1256	-0.08970569095689898	0.25150647098967305	0	-0.08088992824566928	0.23900722622501464
gel	kagf1238	-0.08945886764212371	0.3057919602005079	0	-0.0807344060412005	0.2930772798456916
kki	kagu1239	-0.07707656468423116	0.971732539681572	0	-0.07293237545035001	0.9563750296528184
kzq	kaik1246	-0.0908575330925169	-0.554689926276937	0	-0.08161569853319024	-0.5639897267858064
kgp	kain1272	-0.09017876897688491	0.10756996962999496	0	-0.0811880124709011	0.09564194648581882
kxa	kair1263	-0.0908369644829523	-0.48827759468432175	0	-0.08160273834948452	-0.4978409569674038
tbd	kaki1249	-0.09091389108272392	-0.8983278466867433	0	-0.08165120943654394	-0.9062638971537441
mwp	kala1377	-0.09090031580041127	-0.7730717108449392	0	-0.08164265571529816	-0.781504848654032
kck; kck	kala1384	-0.07703542746510195	0.9726147745584345	0	-0.07290645508293855	0.9572537633216395
kqe	kala1388	-0.0889281975153569	0.3969797457073309	0	-0.08040003330159261	0.38390318053446393
kal; kal	kala1399	-0.08859498604041029	0.44261693209090885	1	-0.08019007832555976	0.42935925269535324
fla	kali1308	-0.09093717474875106	-1.5751005752743172	0	-0.08166588036449883	-1.5803508079600732
xal; xal; xal	kalm1243	-0.07318909747652069	1.0453327748685208	1	-0.07048290072996673	1.0296831773899944
bco	kalu1248	-0.09081228215147477	-0.4242501634250071	0	-0.08158718612903763	-0.4340676228460199
kms	kama1367	-0.09090031580041127	-0.7730717108449392	0	-0.08164265571529816	-0.781504848654032
kbq	kama1370	-0.08764883000043842	0.5435470187146582	0	-0.0795939098750961	0.5298887915282918
kam	kamb1297	0.10075963361134876	1.7538409751193167	0	0.054673593316284075	1.7712992520620428
xbr	kamb1299	-0.08106687493976464	0.8706617684209418	0	-0.07544665108926196	0.8557053644993778
ktb	kamb1316	-0.06037485371777142	1.2071410136309753	0	-0.060353221145566856	1.2209245034288208
kdx	kamm1249	-0.09073412143512927	-0.2819491338825217	0	-0.08153793743095586	-0.29233132444486215
kgq	kamo1255	-0.09061070977774163	-0.14202556163848457	0	-0.08146017632872146	-0.15296304824405163
xla	kamu1260	-0.0908945565897332	-0.7325771207016911	0	-0.08163902686386056	-0.7411709639967717
xnb	kana1286	-0.0909396429818988	-2.3388269053571267	0	-0.08166743558654352	-2.341046239085677
soq	kana1288	-0.09083860997171746	-0.4930782619211023	0	-0.08160377516418096	-0.5026225724355747
knm	kana1291	-0.09088509502933347	-0.6760895311919645	0	-0.08163306517935592	-0.6849075492593377
kmu	kani1286	-0.09055723139287365	-0.09719695200030228	0	-0.08142647985108656	-0.1083123439377316
kne	kank1243	-0.08406989193619706	0.7626829391811893	0	-0.07733883791029879	0.7481550564563577
kqn; kqn	kaon1241	-0.08098460050150622	0.8731327676632086	0	-0.07539481035443904	0.858166557416091
kpg	kapi1249	-0.09081639587338769	-0.4340102943831886	0	-0.08158977816577878	-0.4437890200725254
cak	kaqc1270	-0.07403241046866953	1.0308397974204606	0	-0.07101426826190173	1.0152477162910554
gbd	kara1476	-0.09093812090479102	-1.7051354113922161	0	-0.0816664765329493	-1.7098695921446212
kah	kara1482	-0.0907423488789551	-0.2941016034367392	0	-0.08154312150443814	-0.30443556611187905
leu	kara1486	-0.09069833205448685	-0.2341930878645025	0	-0.08151538671130788	-0.2447648014855289
kyj	kara1487	-0.0908575330925169	-0.554689926276937	0	-0.08161569853319024	-0.5639897267858064
kgv	kara1499	-0.09092993459818431	-1.1849196306209182	0	-0.08166131837983442	-1.191718322449288
kpj	kara1500	-0.09081392764023993	-0.4281159098415981	0	-0.08158822294373409	-0.4379180277897281
mjw	karb1241	-0.0691782186114226	1.105991557445931	0	-0.06795566490734906	1.0901012315367906
krl; krl	kare1335	-0.08968100862542146	0.2574026063951749	0	-0.08087437602522239	0.24487996242330293
kbn; kbn	kare1338	-0.0869305741544424	0.6023277624142448	0	-0.07914134026009195	0.5884362599200027
kbj	kari1306	-0.09089867031164611	-0.7609291543097203	0	-0.0816416189006017	-0.7694104806655356
ktn	kari1311	-0.09093116871475819	-1.2245028144235157	0	-0.08166209599085676	-1.2311444177428417
yuj	kark1258	-0.09088591777371606	-0.6805976405511754	0	-0.08163358358670415	-0.6893977678854186
bbv	karn1252	-0.09091841617682814	-0.9553645377195391	0	-0.08165406067695921	-0.9630742342681736
kyh	karo1304	-0.09093931388414576	-2.054318656825803	0	-0.08166722822360423	-2.0576670805435597
kas; kas	kash1277	0.20240970207962958	1.8805166302576508	0	0.103170600743132	1.8615525498594383
kkz	kask1239	-0.09093914933526925	-1.9744417308430993	0	-0.08166712454213458	-1.9781071514773294
tmb	katb1237	-0.09091101147738487	-0.8670034246860203	0	-0.08164939501082515	-0.875063788214176
kaf	kats1235	-0.09077525865425848	-0.3483763431779698	0	-0.08156385779836732	-0.3584949129229399
pss	kaul1240	-0.09077525865425848	-0.3483763431779698	0	-0.08156385779836732	-0.3584949129229399
