ISO_639	Language_ID	L1_scaled	L1_log10_st	Vehicularity	All_Users_scaled	All_Users_log10_scaled
arh	arhu1242	-0.09061070977774163	-0.14202556163848457	0	-0.08146017632872146	-0.15296304824405163
aqg	arig1246	-0.08896522101257319	0.3914486493896807	0	-0.08042336163226294	0.3783940347420229
rup; rup; rup; rup; rup; rup	arom1237	-0.08308259867709598	0.8026651334145558	0	-0.07671674909242367	0.7879785786811323
aps	arop1242	-0.0908781017020815	-0.640299086267308	0	-0.08162865871689598	-0.6492591411061361
apr	arop1243	-0.09075469004469387	-0.3133141320299065	0	-0.08155089761466158	-0.3235718485019437
aia	aros1241	-0.09066213130165314	-0.19260694681977358	0	-0.0814925767879858	-0.203343697819455
atz	arta1239	-0.0909393550213649	-2.0781517680736212	0	-0.08166725414397165	-2.0814056084973593
cni	asha1243	-0.08949177741742709	0.2991007444306801	0	-0.08075514233512966	0.28641261861261386
prq	ashe1272	-0.090927466365036555	-1.1187247390467787	0	-0.08165976315778974	-1.1257861297241232
asv	asoa1238	-0.08989080844298043	0.2031174090815308	0	-0.08100656989902086	0.1908101995414032
asb	assi1247	-0.09093363694790593	-1.3241251535122138	0	-0.08166365121290145	-1.3303713989241783
asr	asur1254	-0.09065184699687084	-0.18177987647492921	0	-0.08148609669613292	-0.19255959542651327
asa	asut1235	-0.0691370813922934	1.1065538888179978	0	-0.0679297445399376	1.0906613312592441
atd	atam1240	-0.09046261578887647	-0.031402228536347054	0	-0.0813668630060402	-0.04277873122887491
tay	atay1247	-0.09052843533948321	-0.07559091098129814	0	-0.08140833559389854	-0.08679204793577663
aph	athp1241	-0.09071231870899078	-0.25195605933108356	0	-0.08152419963622778	-0.2624572794132934
atk	atii1237	-0.0908781017020815	-0.640299086267308	0	-0.08162865871689598	-0.6492591411061361
aot; aot	aton1241	-0.09052843533948321	-0.07559091098129814	0	-0.08140833559389854	-0.08679204793577663
aul	aulu1238	-0.09090895461642841	-0.8464887752038645	0	-0.08164809899245458	-0.8546305524888512
avt	auuu1241	-0.09061070977774163	-0.14202556163848457	0	-0.08146017632872146	-0.15296304824405163
auu	auye1238	-0.0909254095040801	-1.0729669638956008	0	-0.08165846713941916	-1.0802099473602131
avn	avat1244	-0.08982087517046078	0.22233334250604	0	-0.08096250527442136	0.20994987325050918
avu; avu	avok1242	-0.08686722283698342	0.606995861002666	0	-0.0791014228942783	0.5930858328473508
kwi; kwi	awac1239	-0.09035977274105345	0.026705961850691035	0	-0.08130206208751153	0.015098852923034308
awa; awa	awad1243	0.08808937011955172	1.7334805154497153	0	0.03231468438715578	1.7181777789059902
bcu	awad1244	-0.09088015856303797	-0.6503866002922286	0	-0.08162995473526655	-0.6593066221578114
awb	awap1236	-0.09085547623156044	-0.5473412083768967	0	-0.08161440251481968	-0.5566701727636404
awx	awar1248	-0.09086576053634274	-0.5860450065890898	0	-0.08162088260667254	-0.5952203723672473
aya	awar1249	-0.09090278403355903	-0.7922677188401798	0	-0.08164421093734285	-0.8006246760092665
awe	awet1244	-0.09093281420352335	-1.2870892870991721	0	-0.08166313280555322	-1.2934825118209612
auj	awji1241	-0.0908369644829523	-0.48827759468432175	0	-0.08160273834948452	-0.4978409569674038
kmn	awtu1239	-0.09091101147738487	-0.8670034246860203	0	-0.08164939501082515	-0.875063788214176
ahb	axam1237	-0.09090072717260257	-0.776186330618326	0	-0.08164291491897228	-0.7846071078507942
yix	axiy1235	-0.08682608561785421	0.6099883680289231	0	-0.07907550252686683	0.5960664639095773
quy	ayac1239	-0.05391631031448526	1.2642201832865587	1	-0.05833920859769615	1.2477019165062317
nfl	ayiw1239	-0.09059425489008995	-0.1274998215955222	0	-0.08144980818175687	-0.1384949545707569
aza	azha1235	-0.08875953491692713	0.4209528695007976	0	-0.08029375979520562	0.4077811653847718
bbw	baba1264	-0.08993194566210964	0.19120609983981574	0	-0.08103249026643232	0.17894616112607925
bbk	baba1266	-0.08933545598473608	0.32962443523682516	0	-0.0806566449389661	0.31681517411283805
mbf; mbf	baba1267	-0.09044616090122479	-0.021308729754315407	0	-0.0813564948590756	-0.03272528917099693
baa	baba1268	-0.0906489673915318	-0.17881753744793497	0	-0.08148428227041413	-0.1896090126398294
bcr	babi1235	-0.09092211852654976	-1.0118313647708321	0	-0.08165639351002624	-1.0193169689443773
bfq	bada1257	-0.08542742016746102	0.6971314345195728	0	-0.07819421003487709	0.6828636973197758
bwt	bafa1247	-0.09059425489008995	-0.1274998215955222	0	-0.08144980818175687	-0.1384949545707569
ksf	bafi1243	-0.08847157438302265	0.45788950246060683	0	-0.08011231722332537	0.44457121284934425
bfd	bafu1246	-0.08682608561785421	0.6099883680289231	0	-0.07907550252686683	0.5960664639095773
bsp	baga1272	-0.08929431876560687	0.3371627466524369	0	-0.08063072457155464	0.32432356923604416
bmi	bagi1246	-0.08909686011378666	0.3709061244792637	1	-0.08050630680797961	0.3579330342139361
kva	bagv1239	-0.09088015856303797	-0.6503866002922286	0	-0.08162995473526655	-0.6593066221578114
abv; abv	baha1259	-0.05433179622769029	1.2608598241539215	1	-0.05860100430855193	1.2443548931832815
bah	baha1260	-0.07744679965639406	0.9636725397127742	0	-0.07316565875705319	0.9483470163322979
bhj	bahi1252	-0.09045850206696356	-0.028846595858842326	0	-0.08127225366498836	0.038350007228506296
bdq	bahn1262	-0.08156052156931518	0.8553890021640274	0	-0.07575769549819952	0.8404932092355618
bkx	baik1238	-0.08757889672791877	0.5498079436288361	0	-0.07954984525049662	0.5361248695437234
bqh	baim1244	-0.09052843533948321	-0.07559091098129814	0	-0.08140833559389854	-0.08679204793577663
bkc; bkc	baka1272	-0.0891626796643934	0.36007772509491376	0	-0.08054777939583796	0.34714760805587086
bdh; bdh	baka1274	-0.08837695877902546	0.4690899260346968	0	-0.08005270037827901	0.45572718679430163
bki	baki1244	-0.0909254095040801	-1.0729669638956008	0	-0.08165846713941916	-1.0802099473602131
sse; sse	bala1311	-0.08744314390479237	0.5615980801288613	0	-0.07946430803803879	0.5478682160994771
blz	bala1315	-0.0901376317577557	0.12324407575599594	0	-0.08113617173607818	0.12608486122833454
ban	bali1278	0.044813015595621564	1.651087863605495	0	0.0038696731898158984	1.6330342865933891
biz	balo1261	-0.0901170631481911	0.13078219631755741	0	-0.0811491319197839	0.1187620539012146
blq	balu1257	-0.0908369644829523	-0.48827759468432175	0	-0.08160273834948452	-0.4978409569674038
myf	bamb1262	-0.09084519192677813	-0.5130945278901481	0	-0.0816079224229668	-0.5225594025160527
baw	bamb1266	-0.09042559229166018	-0.009154771850865776	0	-0.08134353467536988	-0.020619565061361235
bam; bam; bam	bamb1269	0.07731964615152423	1.7150073150427076	1	0.2835556216329878	2.063527246458381
ptu	bamb1270	-0.08920793060543553	0.3523979852123374	0	-0.08057629179999057	0.3394983457340186
bax	bamu1253	-0.07366217549650662	1.0372895994697173	1	-0.07078098495519856	1.0216719218700383
bmg	bamw1238	-0.0901170631481911	0.13078219631755741	0	-0.0811491319197839	0.1187620539012146
bjx	bana1288	-0.09079582726382308	-0.3881253430976451	0	-0.08157681798207304	-0.3980861662812345
bqj	band1340	-0.09029395319044671	0.058708271568696124	0	-0.0812605894996532	0.04697415933719631
liy	band1344	-0.08341169643012968	0.7899250792018512	0	-0.07692411203171538	0.7752890842245956
bni; bni	bang1354	-0.08448537784940209	0.744107566852015	0	-0.07760063362115457	0.7296534017330908
dba	bang1363	-0.0908575330925169	-0.554689926276937	0	-0.08161569853319024	-0.5639897267858064
bwi; bwi	bani1255	-0.09067570658396579	-0.20752946339765718	0	-0.08150113050923158	-0.2182069933934878
abb	bank1256	-0.09044616090122479	-0.021308729754315407	0	-0.0813564948590756	-0.03272528917099693
bcm	bann1247	-0.09075469004469387	-0.3133141320299065	0	-0.08155089761466158	-0.3235718485019437
bap; bap	bant1281	-0.0848761814311296	0.7255103089412419	0	-0.07710814664033677	0.7635535965350435
bno	bant1288	-0.08785451609608448	0.5243306036522721	0	-0.07972351171215342	0.5107486380927212
brd	bara1357	-0.09093322557571465	-1.305031758773348	0	-0.08166196638901971	-1.2241985903197845
brm	bara1361	-0.08988669472106751	0.2042827463106409	0	-0.08100397786227971	0.19197091205187602
bhr	bara1369	-0.06115646088122643	1.1994277860676517	0	-0.0629011932621137	1.1831666522437652
kys	bara1370	-0.0907690880713891	-0.33741749088750955	0	-0.08155996974325559	-0.34757955156983644
bsn	bara1380	-0.09086205818662112	-0.5715253672565918	0	-0.0816185497736055	-0.5807583551933401
bcj	bard1255	-0.09093857341420145	-1.7955583488767757	0	-0.08166676165699083	-1.7999336801615977
bae	bare1276	-0.09093972525633706	-2.4909277559318777	0	-0.08166748742727835	-2.492543467274714
bva	bare1279	-0.09077114493234556	-0.3410258110433592	0	-0.08156126576162617	-0.3511735518661149
mlp	barg1252	-0.09077525865425848	-0.3483763431779698	0	-0.08156385779836732	-0.3584949129229399
bch	bari1286	-0.09088221542399443	-0.6608278852327916	0	-0.08163125075363713	-0.6697064701616187
bjk	baro1253	-0.09082709155036128	-0.4609936651930344	0	-0.08159651746130576	-0.470665305572846
bzw	basa1282	-0.07822840681984906	0.9459048643280128	0	-0.073658145737871	0.9306498531541665
bak	bash1264	-0.043632005532182466	1.337206533007282	1	-0.05185911674483031	1.320398615022662
eus; eus; eus	basq1248	-0.0688137428499378	1.1109372193561904	1	-0.06772601045208348	1.0950272662573932
bnm; bnm	bata1285	-0.09037417076774866	0.019222139248983153	0	-0.08131113421610554	0.007644730371234313
bbc	bata1289	-0.008665369272352967	1.5019796087816297	0	-0.029826804445086463	1.4845177778390972
btx	bata1293	-0.06625747605324861	1.1434911116581312	0	-0.06611531882113515	1.1274519662631615
bbl	bats1242	-0.0909151251992978	-0.9128317659055508	0	-0.0816519870475663	-0.9207102566002823
brg	baur1253	-0.09093705133709366	-1.5616657429848424	0	-0.0816658026033966	-1.5669692926999745
bvz	bauz1241	-0.0908781017020815	-0.640299086267308	0	-0.08162865871689598	-0.6492591411061361
bgr; bgr; bgr	bawm1236	-0.09031699003315906	0.047894375500592466	0	-0.08127510490540361	0.036203178937998015
bvy	bayb1234	-0.09052843533948321	-0.07559091098129814	0	-0.08140833559389854	-0.08679204793577663
bda; bda	bayo1255	-0.08977397874065347	0.23455790425745443	0	-0.0809329560555723	0.22212592101202272
beb	bebe1248	-0.08995251427167425	0.18506685849452714	0	-0.08104545045013804	0.17283128377016554
bxq	beel1236	-0.09093487106447981	-1.3900746830975137	0	-0.0816644288239238	-1.396059203395946
beq	beem1239	-0.08682608561785421	0.6099883680289231	0	-0.07907550252686683	0.5960664639095773
bej; bej; bej	beja1238	0.011820965853994198	1.5681833735140374	0	-0.01691846147417771	1.550458808508809
bei	beka1241	-0.09077525865425848	-0.3483763431779698	0	-0.08156385779836732	-0.3584949129229399
bkv	bekw1241	-0.08682608561785421	0.6099883680289231	0	-0.07907550252686683	0.5960664639095773
bkw; bkw; bkw	bekw1242	-0.09012940431392986	0.12628226277420018	0	-0.08115690803000734	0.11427997864471592
bel; bel; bel; bel	bela1254	0.004498952221185901	1.5461736606971819	1	0.011646042616929019	1.658840351952642
bxb	bela1256	-0.08987023983341583	0.2088990154378374	0	-0.08099360971531512	0.19656886120667838
beg	bela1260	-0.09089332247315932	-0.7245724737188587	0	-0.08163824925283822	-0.7331980839901944
byw	belh1239	-0.0909151251992978	-0.9128317659055508	0	-0.08165167600315736	-0.9148470025382318
blm	beli1257	-0.0882658882873766	0.481722231977446	0	-0.07998271538626806	0.4683093605870897
bzj	beli1260	-0.08559196904397787	0.6881079355104227	1	-0.07829789150452293	0.6738760086692056
blc	bell1243	-0.09093910819805012	-1.9574225310260156	0	-0.08166709862176717	-1.961155493491588
bem; bem	bemb1257	0.07813416309028261	1.71644522088384	1	0.024865170793101216	1.6981322688335587
bez	bena1262	-0.0665865738062823	1.139494347813241	0	-0.06632268176042687	1.1234710638425702
bcq	benc1235	-0.07662405527380983	0.9812962661148316	0	-0.07206145110532484	0.9845613876559031
bng; bng	beng1282	-0.09071355282556466	-0.25357547015035126	0	-0.08152497724725012	-0.2640702634925496
dbt	bent1238	-0.09081639587338769	-0.4340102943831886	0	-0.08158977816577878	-0.4437890200725254
bve	bera1262	-0.09047907067652816	-0.04184992554502481	0	-0.08137723115300478	-0.05318496585407642
wti; wti	bert1248	-0.0754310759190627	1.0051293115460906	0	-0.07146787469160235	1.0023432085514914
bew	beta1252	0.11474628811528056	1.7748096070775379	0	0.0479342977893036	1.7562650320619553
kap; kap	bezh1248	-0.09066007444069668	-0.19040980775247635	0	-0.08149128076961522	-0.20115527824531337
bho; bho; bho	bhoj1244	2.0583153430939918	2.4734990780686656	0	1.2767152352971354	2.453088555819799
bif	biaf1240	-0.08869782908823332	0.42926269428057	0	-0.08025487924408842	0.41605801206981646
bhw	biak1248	-0.08806020219173054	0.503787919235927	0	-0.07985311354921074	0.49028747869171624
big	bian1252	-0.09068352265560034	-0.2164731388862916	0	-0.08150605537903975	-0.2271151753085156
byk	biao1253	-0.08764883000043842	0.5435470187146582	0	-0.0795939098750961	0.5298887915282918
bje	biao1254	-0.08917090710821925	0.3586960612373925	0	-0.08055296346932024	0.3457714274236622
bmt	biao1256	-0.0901170631481911	0.13078219631755741	0	-0.0811491319197839	0.1187620539012146
bth; bth	biat1246	-0.08796229561020301	0.513743148961273	0	-0.07979142307477145	0.5002032004228963
bjg	bidy1244	-0.08945886764212371	0.3057919602005079	0	-0.0807344060412005	0.2930772798456916
bnk	bier1244	-0.09090689775547195	-0.8272968929181976	0	-0.081646802974084	-0.8355148344700365
nmb	bign1238	-0.09080199784669246	-0.40116398205585324	0	-0.08158070603718477	-0.4110730605297669
ibh	biha1246	-0.09093939615858403	-2.1040598350030626	0	-0.08166728006433906	-2.1072108575325545
bip	bila1255	-0.08929431876560687	0.3371627466524369	0	-0.08063072457155464	0.32432356923604416
brz	bilb1241	-0.0908883860068638	-0.694546558056062	0	-0.08163513880874884	-0.7032913281794113
byn	bili1260	-0.08616789011178683	0.6541807463635231	0	-0.07866077664828341	0.6400834618387429
blb	bilu1245	-0.09056957255861242	-0.10695921646945523	0	-0.08143425596131	-0.11803586620822774
bhl	bimi1240	-0.09084724878773459	-0.5196359802439253	0	-0.08160921844133738	-0.5290748946792005
bhg	bina1277	-0.09065184699687084	-0.18177987647492921	0	-0.08148609669613292	-0.19255959542651327
bon	bine1240	-0.09085547623156044	-0.5473412083768967	0	-0.08161440251481968	-0.5566701727636404
bin	bini1246	-0.01154497461139775	1.4913714462058245	0	-0.031641230163888895	1.4739517144650904
bkd	binu1244	-0.08592106679701156	0.6691966556867635	0	-0.07850525444381463	0.655039779522784
bxe	bira1253	-0.09093939615858403	-2.1040598350030626	0	-0.08166728006433906	-2.1072108575325545
bvq	birr1240	-0.09093158008694947	-1.238959776918128	0	-0.08166235519453088	-1.2455440068160812
bis; bis	bisl1239	-0.09042271268632114	-0.007492128293829516	1	-0.08134172024965107	-0.018963519816344254
bzi	bisu1244	-0.09091101147738487	-0.8670034246860203	0	-0.08164939501082515	-0.875063788214176
bgk; bgk	bitt1240	-0.09083408487761324	-0.4800582851532089	0	-0.08160092392376571	-0.4896542663152081
bwm	biwa1243	-0.09081475038462251	-0.43006776825905685	0	-0.08158874135108232	-0.4398621401266747
blp	blab1237	-0.09086699465291662	-0.5910466068677986	0	-0.08162166021769487	-0.6002021234611477
blr; blr; blr	blan1242	-0.08866903303484286	0.4330626484037536	0	-0.0802367349869004	0.4198428858212285
bgb	bobo1255	-0.09085547623156044	-0.5473412083768967	0	-0.08161440251481968	-0.5566701727636404
gbj	bodo1267	-0.09061070977774163	-0.14202556163848457	0	-0.08146017632872146	-0.15296304824405163
brx; brx	bodo1269	-0.030287914391048946	1.4111913182292066	0	-0.04345106796389983	1.3940897866823125
boy	bodo1272	-0.09093919047248838	-1.9924930111920984	0	-0.081667150462502	-1.9960867941144536
bhn	boht1238	-0.09090278403355903	-0.7922677188401798	0	-0.08164421093734285	-0.8006246760092665
bnp	bola1250	-0.09037622762870513	0.018137499643146683	0	-0.08131243023447612	0.006564395230126614
bvo	bolg1251	-0.09086576053634274	-0.5860450065890898	0	-0.08162088260667254	-0.5952203723672473
smk	boli1256	-0.0888335819113597	0.41066492488406	0	-0.08021081461948892	0.42516740856032487
bkt	bolo1262	-0.09076703121043263	-0.333852374837191	0	-0.08155867372488503	-0.3440285839207103
ply	boly1239	-0.09091923892121072	-0.9670198392422642	0	-0.08165457908430744	-0.9746832809482416
bws	bomb1262	-0.08999365149080346	0.17239506264329021	0	-0.08107137081754952	0.1602097767872295
peh	bona1250	-0.09052843533948321	-0.07559091098129814	0	-0.08140833559389854	-0.08679204793577663
bfw	bond1245	-0.09056957255861242	-0.10695921646945523	0	-0.08143425596131	-0.11803586620822774
bou	bond1247	-0.08592106679701156	0.6691966556867635	0	-0.07850525444381463	0.655039779522784
bui	bong1284	-0.09046261578887647	-0.031402228536347054	0	-0.0813668630060402	-0.04277873122887491
bot	bong1285	-0.09007592592906188	0.1453089995893615	0	-0.08112321155237244	0.13323120658385637
boa; boa	bora1263	-0.09088427228495088	-0.6716486593832262	0	-0.0816325467720077	-0.6804843013470188
gax; gax; gax	bora1271	0.2566121020042782	1.9310007557082776	0	0.13732327684447612	1.9118363256859174
kvn; kvn	bord1248	-0.09079582726382308	-0.3881253430976451	0	-0.08157681798207304	-0.3980861662812345
adi; adi	bori1243	-0.0847243850925428	0.7328724605971556	0	-0.07775123095581517	0.7184628827478994
