Language_ID	L1_log10_st	Vehicularity	Education	Official	neighboring_languages_st
yane1238	-0.16044689307386528	0	0	0	0.33177684057407125
hame1242	0.5219390169041398	0	0	0	1.0104444525683465
amar1271	NA	NA	0	0	-0.346890771420204
amha1245	2.326392216700849	1	1	1	1.6891120645626216
amis1246	0.6329036772990667	0	0	0	-0.346890771420204
amda1238	NA	NA	0	0	-0.12066823408877893
amba1265	NA	NA	0	0	-0.346890771420204
warj1242	0.4934002167027188	0	0	0	0.5579993779054964
amap1240	-0.9730231662956692	0	0	0	-0.346890771420204
aman1265	NA	NA	0	0	0.33177684057407125
amoo1242	NA	NA	0	0	0.10555430324264616
alam1246	-0.7609291543097203	0	0	0	0.10555430324264616
amah1245	NA	NA	0	0	-0.7993358460830542
amar1274	-0.568392724628002	0	0	0	-0.7993358460830542
sout2954	-0.5860450065890898	0	0	0	-0.7993358460830542
amto1250	NA	NA	0	0	-0.5731133087516291
guer1243	0.3781286000132953	0	0	0	-0.5731133087516291
ambe1248	NA	NA	0	0	-0.7993358460830542
west2763	0.15780346431521294	0	0	0	-0.7993358460830542
anma1239	NA	NA	0	0	-0.12066823408877893
amii1238	-1.7955583488767757	0	0	0	-0.346890771420204
atam1239	NA	NA	0	0	-0.346890771420204
anda1286	NA	NA	0	0	-0.346890771420204
ando1255	NA	NA	0	0	-0.7993358460830542
ngas1240	1.171418657690659	0	0	0	1.6891120645626216
ansu1237	NA	NA	0	0	0.7842219152369214
xara1244	-0.24137938581399	0	0	0	-0.346890771420204
anim1239	NA	NA	0	0	-0.7993358460830542
nend1239	-0.554689926276937	0	0	0	0.5579993779054964
andi1255	NA	NA	0	0	0.33177684057407125
anor1241	NA	NA	0	0	0.10555430324264616
goem1240	0.992216540049946	0	0	0	-0.12066823408877893
anuu1241	-0.3483763431779698	0	0	0	-1.0255583834144792
anal1239	NA	NA	0	0	1.0104444525683465
obol1243	NA	NA	0	0	0.7842219152369214
ando1256	-1.0564666242951588	0	0	0	-0.12066823408877893
angi1238	NA	NA	0	0	0.5579993779054964
jara1245	NA	NA	0	0	-0.7993358460830542
andh1242	NA	NA	0	0	-0.7993358460830542
anse1238	NA	NA	0	0	-0.5731133087516291
anta1253	NA	NA	0	0	-1.0255583834144792
anua1242	0.8469114584054972	0	0	0	0.5579993779054964
deny1238	NA	NA	0	0	1.2366669898997715
anaa1238	NA	NA	0	0	-0.346890771420204
andr1248	NA	NA	0	0	-1.0255583834144792
anyi1245	NA	NA	0	0	2.3677796765568973
anem1249	-0.8163487870228056	0	0	0	-0.346890771420204
abom1238	NA	NA	0	0	-0.5731133087516291
pemo1248	0.18605768320265245	0	0	0	0.5579993779054964
anda1284	NA	NA	0	0	-0.346890771420204
anga1294	NA	NA	0	0	-0.346890771420204
brag1240	NA	NA	0	0	0.10555430324264616
ango1255	NA	NA	0	0	0.10555430324264616
anin1240	-0.6442931761406783	0	0	0	-0.7993358460830542
mufi1238	NA	NA	0	0	0.33177684057407125
arho1237	NA	NA	0	0	-0.12066823408877893
alor1247	0.19722131259541675	0	0	0	0.5579993779054964
omie1241	-0.7091811955937432	0	0	0	-0.12066823408877893
bumb1241	NA	NA	0	0	-0.12066823408877893
taik1255	NA	NA	0	0	0.33177684057407125
aton1241	-0.07559091098129814	0	0	0	0.33177684057407125
ator1244	NA	NA	0	0	-0.7993358460830542
uabm1237	NA	NA	0	0	0.10555430324264616
saaa1240	-0.03397998626332275	0	0	0	-0.5731133087516291
buki1249	0.06804246125570194	0	0	0	-0.12066823408877893
ampa1239	NA	NA	0	0	0.10555430324264616
athp1241	-0.25195605933108356	0	0	0	0.33177684057407125
apia1248	NA	NA	0	0	-0.5731133087516291
jica1244	NA	NA	0	0	-0.5731133087516291
kiow1264	NA	NA	0	0	-0.7993358460830542
mesc1238	-1.3241251535122138	0	0	0	-0.7993358460830542
apin1244	-0.640299086267308	0	0	0	-0.7993358460830542
apal1255	NA	NA	0	0	-1.0255583834144792
apma1240	-0.07559091098129814	0	0	0	-0.346890771420204
arop1243	-0.3133141320299065	0	0	0	-1.0255583834144792
arop1242	-0.640299086267308	0	0	0	-0.5731133087516291
apat1240	0.3709061244792637	0	0	0	-1.0255583834144792
apur1254	-0.554689926276937	0	0	0	-0.7993358460830542
west2615	0.0245868515230157	0	0	0	-0.7993358460830542
aput1237	NA	NA	0	0	-0.5731133087516291
apal1257	NA	NA	0	0	-0.5731133087516291
safe1240	NA	NA	0	0	0.10555430324264616
arch1244	-0.7699893340911634	0	0	0	-0.5731133087516291
arig1246	0.3914486493896807	0	0	0	0.10555430324264616
atoh1238	NA	NA	0	0	-0.346890771420204
nort2875	NA	NA	0	0	-0.7993358460830542
arha1237	NA	NA	0	0	-0.346890771420204
arab1267	-1.9924930111920984	0	0	0	-0.346890771420204
west2441	-1.0050018237340772	0	0	0	-0.7993358460830542
arag1245	NA	NA	1	0	0.10555430324264616
arhu1242	-0.14202556163848457	0	0	0	-0.346890771420204
arik1262	NA	NA	0	0	-0.5731133087516291
arap1275	NA	NA	0	0	-0.7993358460830542
arik1265	NA	NA	0	0	-0.346890771420204
arab1268	NA	NA	0	0	-0.5731133087516291
mapu1245	0.8926683148178957	0	0	0	-0.5731133087516291
arao1248	-1.415759126332373	0	1	1	-1.0255583834144792
arap1274	-0.7408029182790977	0	0	0	-0.5731133087516291
karo1305	NA	NA	0	0	-0.7993358460830542
arbo1245	-0.1729798359752009	0	0	0	-0.346890771420204
araw1276	-0.4870894249698392	0	0	0	0.33177684057407125
arua1261	NA	NA	0	0	-0.7993358460830542
asut1235	1.1065538888179978	0	0	0	0.7842219152369214
assi1247	-1.3241251535122138	0	0	0	0.10555430324264616
casu1237	NA	NA	0	0	0.33177684057407125
cish1238	NA	NA	0	0	2.5940022138883223
abis1238	NA	NA	0	0	-0.7993358460830542
buru1308	NA	NA	0	0	-0.346890771420204
nsar1238	NA	NA	0	0	0.10555430324264616
ashk1246	NA	NA	0	0	-0.12066823408877893
asil1242	NA	NA	0	0	-0.7993358460830542
assa1263	NA	NA	1	0	3.2726698258825975
xing1248	NA	NA	0	0	-0.346890771420204
dano1240	NA	NA	0	0	-0.12066823408877893
asur1254	-0.1817798764749292	0	0	0	-0.346890771420204
ipul1238	NA	NA	0	0	0.7842219152369214
astu1245	NA	NA	1	0	-0.12066823408877893
toca1235	NA	NA	0	0	-0.7993358460830542
asoa1238	0.2031174090815308	0	0	0	-0.7993358460830542
mura1271	NA	NA	0	0	1.0104444525683465
yaos1235	NA	NA	0	0	-0.7993358460830542
asss1237	NA	NA	0	0	-0.5731133087516291
pele1245	-0.554689926276937	0	0	0	-0.5731133087516291
zaiw1241	0.638367173770137	0	0	0	1.0104444525683465
atam1240	-0.03140222853634705	0	0	0	0.10555430324264616
atem1241	NA	NA	0	0	-0.346890771420204
ivbi1241	NA	NA	0	0	0.10555430324264616
atti1239	NA	NA	0	0	0.33177684057407125
atik1240	NA	NA	0	0	-0.7993358460830542
atii1237	-0.640299086267308	0	0	0	-0.346890771420204
mtir1236	NA	NA	0	0	-0.12066823408877893
ataa1240	NA	NA	0	0	-0.5731133087516291
asht1244	NA	NA	0	0	-0.346890771420204
aton1242	NA	NA	0	0	0.33177684057407125
pudt1235	NA	NA	0	0	-0.7993358460830542
aral1243	NA	NA	0	0	-0.12066823408877893
waim1253	-0.5532056014914913	0	0	0	-0.7993358460830542
gros1243	NA	NA	0	0	-0.346890771420204
pamp1244	NA	NA	0	0	-0.5731133087516291
reel1238	NA	NA	0	0	-0.346890771420204
nort2686	NA	NA	0	0	-0.7993358460830542
arut1244	NA	NA	0	0	-0.12066823408877893
anei1239	-0.7922677188401798	0	0	0	-1.0255583834144792
arta1239	-2.0781517680736212	0	0	0	-0.7993358460830542
asum1237	NA	NA	0	0	-0.7993358460830542
alug1235	NA	NA	0	0	-0.12066823408877893
waor1240	-0.6119380441196768	0	0	0	-0.346890771420204
anut1237	-1.1499864596273586	0	0	0	-1.0255583834144792
agun1238	NA	NA	0	0	0.10555430324264616
aush1241	NA	NA	0	0	-0.12066823408877893
anuk1239	NA	NA	0	0	-0.12066823408877893
awji1241	-0.48827759468432175	0	0	0	-0.7993358460830542
heyo1240	NA	NA	0	0	-0.12066823408877893
aulu1238	-0.8464887752038645	0	0	0	-0.12066823408877893
asun1235	NA	NA	0	0	-0.12066823408877893
molm1235	NA	NA	0	0	0.10555430324264616
maka1315	NA	NA	0	0	-0.12066823408877893
anus1237	NA	NA	0	0	-0.346890771420204
arue1240	NA	NA	0	0	-0.12066823408877893
aust1304	NA	NA	0	0	-1.0255583834144792
auye1238	-1.0729669638956008	0	0	0	-0.12066823408877893
awyi1241	NA	NA	0	0	-0.5731133087516291
aura1243	NA	NA	0	0	-0.7993358460830542
awiy1238	NA	NA	0	0	0.5579993779054964
avar1256	NA	NA	0	0	3.4988923632140225
avau1237	NA	NA	0	0	-0.346890771420204
alvi1241	NA	NA	0	0	-0.7993358460830542
aves1237	NA	NA	0	0	-0.12066823408877893
avik1243	NA	NA	0	0	-0.5731133087516291
avat1244	0.22233334250604	0	0	0	-0.12066823408877893
aush1242	NA	NA	0	0	-0.5731133087516291
auuu1241	-0.14202556163848457	0	0	0	0.10555430324264616
avok1242	0.606995861002666	0	0	0	0.5579993779054964
avac1239	NA	NA	0	0	-0.7993358460830542
awad1243	1.7334805154497153	0	0	0	0.33177684057407125
awap1236	-0.5473412083768967	0	0	0	0.10555430324264616
cici1237	0.1307821963175574	0	0	0	-0.12066823408877893
awet1244	-1.287089287099172	0	0	0	-0.7993358460830542
awbo1238	NA	NA	0	0	0.33177684057407125
aeky1238	0.14672344781163432	0	0	0	0.33177684057407125
awab1243	NA	NA	0	0	-0.12066823408877893
araw1272	NA	NA	0	0	-0.5731133087516291
awng1244	NA	NA	0	0	-0.12066823408877893
awak1250	NA	NA	0	0	-0.346890771420204
awer1241	NA	NA	0	0	-0.12066823408877893
sout2941	NA	NA	0	0	0.33177684057407125
araw1273	-1.0815731969712266	0	0	0	-0.346890771420204
cent2118	NA	NA	0	0	1.0104444525683465
jair1235	NA	NA	0	0	-0.12066823408877893
awun1245	NA	NA	0	0	-1.0255583834144792
awar1248	-0.5860450065890898	0	0	0	-0.12066823408877893
eder1237	NA	NA	0	0	0.33177684057407125
mato1253	NA	NA	0	0	-0.7993358460830542
yaka1272	0.25150647098967305	0	0	0	4.630005049871148
xara1243	NA	NA	0	0	-0.5731133087516291
awar1249	-0.7922677188401798	0	0	0	-0.5731133087516291
ayiz1245	NA	NA	0	0	0.7842219152369214
sout2996	0.8351258395831833	0	0	0	-0.5731133087516291
ayab1239	NA	NA	0	0	0.10555430324264616
ayer1245	NA	NA	0	0	0.10555430324264616
giny1241	NA	NA	0	0	0.33177684057407125
leyi1238	NA	NA	0	0	-0.12066823408877893
akuk1235	NA	NA	0	0	0.10555430324264616
ayor1240	NA	NA	1	1	1.4628895272311966
ayip1235	NA	NA	0	0	-0.5731133087516291
cent2142	1.4082729863651369	0	0	0	0.7842219152369214
bata1297	NA	NA	0	0	-0.7993358460830542
ayuu1242	NA	NA	0	0	-1.0255583834144792
maib1239	0.19722131259541675	0	0	0	1.4628895272311966
azha1235	0.4209528695007976	0	0	0	-0.12066823408877893
sout2697	NA	NA	0	0	1.6891120645626216
sanp1260	NA	NA	0	0	-0.346890771420204
nort2697	1.9490640578597664	1	0	0	2.3677796765568973
ipal1235	NA	NA	0	0	-0.346890771420204
awin1248	NA	NA	0	0	0.5579993779054964
fair1238	NA	NA	0	0	-0.346890771420204
high1278	0.6764298662176406	0	0	0	-0.5731133087516291
baba1268	-0.17881753744793497	0	0	0	-0.5731133087516291
bain1259	NA	NA	0	0	-1.0255583834144792
badu1237	NA	NA	0	0	-0.7993358460830542
bare1276	-2.4909277559318777	0	0	0	-0.7993358460830542
nuba1241	NA	NA	0	0	-0.5731133087516291
tuki1240	0.2088990154378374	0	0	0	1.0104444525683465
bara1367	NA	NA	0	0	-1.0255583834144792
bash1264	1.337206533007282	1	0	0	-0.346890771420204
bamb1269	1.7150073150427076	1	1	1	2.8202247512197474
bali1278	1.651087863605495	0	0	0	-0.5731133087516291
waim1255	NA	NA	0	0	0.5579993779054964
bant1281	0.7255103089412419	0	0	0	2.8202247512197474
bava1246	NA	NA	0	0	-0.346890771420204
basa1284	NA	NA	0	0	2.8202247512197474
bada1258	NA	NA	0	0	0.10555430324264616
veng1238	NA	NA	0	0	0.33177684057407125
bamb1266	-0.00915477185086577	0	0	0	-0.12066823408877893
bamu1253	1.037289599469717	1	0	0	1.4628895272311966
batu1258	NA	NA	0	0	-1.0255583834144792
baat1238	NA	NA	0	0	2.8202247512197474
nucl1630	-0.3881253430976451	0	0	0	0.10555430324264616
bata1289	1.5019796087816295	0	0	0	0.10555430324264616
bauu1244	NA	NA	0	0	0.10555430324264616
bang1345	NA	NA	0	0	0.10555430324264616
baib1251	NA	NA	0	0	-0.12066823408877893
bara1362	NA	NA	0	0	-0.12066823408877893
buga1247	-0.4653708838286086	0	0	0	-0.7993358460830542
baro1252	NA	NA	0	0	-0.346890771420204
ghom1247	NA	NA	0	0	0.7842219152369214
baba1266	0.32962443523682516	0	0	0	0.7842219152369214
bats1242	-0.9128317659055508	0	0	0	-0.7993358460830542
baba1263	NA	NA	0	0	0.10555430324264616
unea1237	-0.0213087297543154	0	0	0	-1.0255583834144792
nort2819	NA	NA	0	0	-0.12066823408877893
west2458	NA	NA	0	0	0.7842219152369214
bama1251	NA	NA	0	0	-0.12066823408877893
gira1247	-0.37726936178347314	0	0	0	1.0104444525683465
bakp1238	NA	NA	0	0	0.10555430324264616
mbur1239	NA	NA	0	0	-0.346890771420204
kulu1255	NA	NA	0	0	0.7842219152369214
karn1252	-0.9553645377195392	0	0	0	-0.7993358460830542
baba1264	0.19120609983981576	0	0	0	0.10555430324264616
befa1241	NA	NA	0	0	0.5579993779054964
cent2004	1.229149744475279	0	0	0	0.7842219152369214
sout2642	NA	NA	0	0	0.7842219152369214
nort2860	NA	NA	0	0	-0.7993358460830542
bame1260	NA	NA	0	0	-0.12066823408877893
bamu1257	NA	NA	0	0	0.10555430324264616
baga1275	NA	NA	0	0	-0.7993358460830542
bari1286	-0.6608278852327916	0	0	0	-0.7993358460830542
baou1238	NA	NA	0	0	2.3677796765568973
bard1255	-1.7955583488767757	0	0	0	-0.7993358460830542
buna1275	NA	NA	0	0	-0.12066823408877893
cent2087	1.5684216726993787	1	0	0	2.141557139225472
bann1247	-0.3133141320299065	0	0	0	0.10555430324264616
bali1245	NA	NA	0	0	-0.12066823408877893
kalu1248	-0.4242501634250071	0	0	0	0.10555430324264616
bali1274	NA	NA	0	0	0.7842219152369214
benc1235	0.9812962661148316	0	0	0	0.10555430324264616
babi1235	-1.011831364770832	0	0	0	-0.7993358460830542
kohu1244	NA	NA	0	0	-0.12066823408877893
bend1260	NA	NA	0	0	0.33177684057407125
awad1244	-0.6503866002922286	0	0	0	-0.346890771420204
shoo1247	NA	NA	0	0	0.7842219152369214
bana1305	NA	NA	0	0	0.5579993779054964
baca1246	NA	NA	0	0	2.3677796765568973
bain1261	NA	NA	0	0	1.915334601894047
bayo1255	0.23455790425745443	0	0	0	1.2366669898997715
basa1286	NA	NA	0	0	1.0104444525683465
embe1259	NA	NA	0	0	-0.346890771420204
buna1276	-0.3483763431779698	0	0	0	-0.12066823408877893
bade1248	NA	NA	0	0	-0.12066823408877893
bong1289	NA	NA	0	0	-0.12066823408877893
baka1274	0.4690899260346968	0	0	0	0.33177684057407125
buru1301	NA	NA	0	0	0.5579993779054964
baii1251	NA	NA	0	0	-0.5731133087516291
budu1248	-1.238959776918128	0	0	0	-0.346890771420204
indo1317	NA	NA	0	0	-0.7993358460830542
budu1265	0.43089718779233416	0	1	1	0.5579993779054964
bald1241	NA	NA	0	0	-0.7993358460830542
moro1281	NA	NA	0	0	-0.12066823408877893
bend1258	NA	NA	0	0	-0.346890771420204
bahn1262	0.8553890021640274	0	0	0	0.10555430324264616
west2560	-0.05544716222082731	0	0	0	2.8202247512197474
buru1320	0.23096421191696265	0	0	0	-0.12066823408877893
boko1261	NA	NA	0	0	0.5579993779054964
orok1266	0.6273380544608514	0	0	0	1.4628895272311966
bodo1266	NA	NA	0	0	-0.7993358460830542
baha1258	NA	NA	0	0	0.33177684057407125
budo1241	NA	NA	0	0	-0.5731133087516291
midd1357	-1.415759126332373	0	0	0	-0.7993358460830542
beav1236	NA	NA	0	0	-0.346890771420204
bebe1248	0.18506685849452711	0	0	0	0.10555430324264616
icev1238	NA	NA	0	0	0.33177684057407125
bedo1237	NA	NA	0	0	-0.12066823408877893
