Glottocode	L2_prop	L1_scaled	L1_log10_scaled	All_users_scaled	All_Users_log10_scaled	number_of_lgs_in_ethnologue	ISO_639
sira1267	NA	-0.08865458919036623	-2.222888343492784	NA	NA	2	fos, tvx
siri1273	0	-0.08864647405913277	-0.9078785996168834	-0.07964256715901148	-1.0770228922213982	1	srq
siri1274	0	-0.08864532085627327	-0.8747743181244025	-0.07964191056348152	-1.0413329078981803	1	sri
siro1249	0	-0.08859863749607233	-0.4255985817683306	-0.0796153306036943	-0.557073039803494	1	ssd
sius1254	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	sis
siwa1245	0	-0.08797120971807418	0.20079142977304004	-0.07925809399868587	0.11824292188592396	1	siw
siwi1239	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	siz
siwu1238	0	-0.08558365268675383	0.5770065852099893	-0.07789869806812284	0.5238434180861371	1	akp
siyi1240	0	-0.08819757916827092	0.10006421696916327	-0.07938698126938326	0.00964812738152269	1	csy
skol1241	0	-0.0886409216009204	-0.7778947769745518	-0.07963940577312645	-0.9368863182428788	1	sms
slov1268	0.08250899078948548	-0.00126487649799903	1.415339637382858	-0.025415801440146	1.450900770545739	1	slv
sobe1238	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	sob
soch1239	0	-0.0885012559212707	-0.1733160020940804	-0.07955988475894146	-0.2850852210785922	1	cso
soga1242	0	0.03777061318366332	1.5077944122414582	-0.0076648628792305	1.52733304109882	1	xog
soli1239	0	-0.0871981366900438	0.3902399904261633	-0.0788179318100778	0.3224888941569715	1	sby
soma1255	0.00436463314025766	0.8427800995151052	2.0078013203261236	0.45300572233208486	2.06757509633591	1	som
soni1259	0	0.00485094266684464	1.432275388832046	-0.0264082334245159	1.445915392381724	1	snk
sons1242	0	-0.08863921315223966	-0.7484921602415631	-0.07963843303900799	-0.9051871275958834	1	sov
sooo1254	0	-0.07870287562511323	0.8713793193207265	-0.07398101140598146	0.841208960908185	1	sss
sooo1256	0	-0.08865245362951532	-1.2384786228099005	-0.07964597172842613	-1.4334453582306454	1	teu
sora1254	0	-0.07114299021288241	1.0128674156131074	-0.06967666293174789	0.9937483821230514	1	srb
sout1528	0.037342240149131865	0.07196902336903488	1.2942233870939905	0.017934804645414405	1.3082374945980497	5	bos, ckm, cnr, hrv, srp
sout1549	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	nit
sout2649	0	0.6328958977508984	1.943876018206934	0.33117977178420543	1.9974760249931136	1	pbt
sout2674	0	-0.08862896246015528	-0.6208745105689896	-0.07963259663429716	-0.7676015431688475	1	sma
sout2679	0	-0.08492974395420437	0.6253380125199983	-0.07752638408427813	0.5759499071940423	1	vro
sout2715	0	-0.08788578728403768	0.23027898600941168	-0.07920945729276234	0.15003368647464202	1	ghe
sout2728	0	-0.08518216724678225	0.6077690366467576	-0.0776701055502822	0.5570086571435501	1	qxs
sout2729	0	-0.08784307606701942	0.24381504404578835	-0.07918513893980056	0.16462701632009366	1	pmj
sout2730	0	-0.05961096161795404	1.1395380906985506	-0.06311070763206958	1.1303130258546412	1	bfs
sout2741	0	-0.04594337217211301	1.2360961446984875	-0.05532883468430269	1.2344130177037604	1	kmc
sout2782	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	fal
sout2797	0	-0.08782172045851029	0.2503181790482395	-0.07917297976331968	0.17163809693641724	1	wib
sout2807	0.5841164683874689	0.1515831931722027	1.6685262515350654	0.24925124065599716	1.937438365940711	1	sot
sout2826	0	-0.08066759160795288	0.8163158322624424	-0.07509965564222294	0.7818445856282608	1	grj
sout2856	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	erk
sout2857	0	-0.08862896246015528	-0.6208745105689896	-0.07963259663429716	-0.7676015431688475	1	sns
sout2859	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	tvk
sout2869	0	-0.08846238871378409	-0.11676529488505012	-0.07953775505774625	-0.2241174621433737	1	nwi
sout2895	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	nxl
sout2896	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	lmf
sout2912	0	-0.08288857489290205	0.7347374510883474	-0.07636420999623507	0.6938942959994624	1	bln
sout2918	0	-0.0775496727656204	0.8988305292748102	-0.07332441587601363	0.8708043246721483	1	ssb
sout2949	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	kjd
sout2954	0	-0.08857770899973338	-0.3460932403835523	-0.07960341461074304	-0.4713577105558453	1	ams
sout2956	0	-0.0886542902118471	-1.702259338436151	-0.0796470174176035	-1.9334509684980472	1	hax
sout2959	0	-0.0886140135341989	-0.5059750992470504	-0.07962408521076053	-0.6437275907993203	1	xsl
sout2976	0	-0.08820185028997275	0.0977135318964236	-0.07938941310467944	0.00711383545272919	1	stp
sout2985	0	-0.08865446105671518	-1.8758023401216952	-0.07964711469101533	-2.120549033470945	1	skd
sout2989	0	-0.08849057811701615	-0.1564656168537313	-0.07955380517070101	-0.26691868919948036	1	enx
sout2994	0	-0.08862383711411309	-0.5752961712628692	-0.07962967843194174	-0.7184631797313801	1	nab
sout2996	0	-0.0795570999654783	0.8489096755196529	-0.07446737846521688	0.8169842625050264	1	ayc
sril1245	0	-0.0862029653335185	0.5206162224739551	-0.07825131418606854	0.4630485277790703	1	sci
stan1289	0.5557183967851146	0.08549228307032783	1.5879748089602754	0.14352987617352125	1.8327657367708432	1	cat
stan1290	0.3509510852667995	1.611228143410667	1.2873314821511732	3.166587376336082	1.4530001494733369	2	fra, nrf
stan1293	0.725596943189436	15.711724603803184	2.7166135356859464	32.705019738735515	3.1796264262807346	1	eng
stan1306	NA	NA	NA	NA	NA	1	zsm
stan1318	1	-0.08865458919036623	-2.222888343492784	6.583331044843818	2.7495287345506236	1	arb
suab1238	0	-0.08860760685164616	-0.46930594497121286	-0.07962043745781627	-0.6041942892972907	1	szp
suba1238	0	-0.08190621690148223	0.7741253947227298	-0.07580488787811432	0.7363587455346139	1	sxb
suda1237	0.7640878701050621	-0.07810491858685768	0.8859882969264927	-0.05418587209509943	1.2468103932175665	1	pga
sude1239	0	-0.08854994670867151	-0.26894082846152073	-0.07958760768131788	-0.3881790929313787	1	tgo
suen1241	0	-0.08850082880910053	-0.17261975685142217	-0.07955964157541184	-0.28433459364687363	1	sue
suku1259	0	-0.08523769182890598	0.6037332830458175	-0.0777017194091325	0.5526576796791204	1	sub
suku1261	0	0.25858760516803253	1.760760733824838	0.1180610219331283	1.8000580073139492	1	suk
suku1272	0	-0.08802246317849609	0.18127349632626497	-0.07928727602224	0.09720048545983094	1	syk
sulk1246	0	-0.08850509993080236	-0.17967090233469862	-0.07956207341070802	-0.29193648864091015	1	sua
sumi1235	0	-0.0881933080465691	0.10239303692118636	-0.07938454943408708	0.01215884635296992	1	nsm
sund1252	0	1.2951888422010385	2.106921132193942	0.7082674483153232	2.1732562352808777	1	sun
sunw1242	0.03923541247484909	-0.08702302070026896	0.4186657021022056	-0.07868028993231418	0.3639385985596897	1	suz
supy1237	0	-0.07872850235532419	0.8337050391261871	-0.07399560241775852	0.8005920253061529	2	seb, spp
surs1246	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	sgz
suru1261	0	-0.08864348427394149	-0.8297014395986647	-0.07964086487430416	-0.9927394856741916	1	mdz
suru1262	0	-0.0886114508611778	-0.4906571958651143	-0.07962262610958283	-0.627213239575898	1	sru
susu1250	0	0.01424271217698834	1.4562384602647267	-0.02106087079175196	1.4717501667737551	1	sus
swah1253	0.7639235030184806	0.6090506524017778	1.935462190349096	1.6030712160684208	2.378069213667827	1	swh
swed1254	0.2412792857520369	0.33441752697440946	1.8102137745079645	0.2378388807945674	1.9279059396320068	1	swe
taba1263	0	-0.08801392093509244	0.18463398738920253	-0.07928241235164765	0.10082345711024414	1	tby
tabo1241	0	-0.08850509993080236	-0.17967090233469862	-0.07956207341070802	-0.29193648864091015	1	knv
tafi1243	0	-0.08846665983548592	-0.12239055123392374	-0.07954018689304243	-0.2301820949296489	1	tcd
taga1270	0.00630389931194106	1.0020352788502151	2.047319562576937	0.545295087739656	2.1107062865109065	1	tgl
taga1272	0	-0.08681800685858135	0.4482998713713602	-0.07860149846871804	0.38508370507931833	1	bgs
taga1273	0	-0.08771494241596467	0.28051830450683707	-0.07911218388091525	0.2041970879666676	1	mvv
tagb1258	0	-0.08791995625765228	0.2188972352409526	-0.07922891197513175	0.13776293211347743	1	tbw
tagi1241	0	-0.08596805363991811	0.5435251278162181	-0.0781175632447788	0.4877467974791137	1	tgj
tago1246	0	-0.0875013863308734	0.33179049799809435	-0.07899059211610639	0.25947404005323116	1	tag
tagw1240	0	-0.0827604412418473	0.7402402614685808	-0.07629125493734974	0.699826918831007	1	tgw
taha1241	0	-0.08383249278900545	0.6899786580629848	-0.07690164559669022	0.6456394918055037	1	thv
tahi1242	0	-0.08572417259074389	0.5652799475599639	-0.07797870544936708	0.5112008384854131	1	tah
taia1239	0	-0.08865373496602587	-1.4606323935880436	-0.07964670127901498	-1.6729510728680888	1	gpn
tain1253	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	ago
tain1254	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	tnq
taji1246	0	-0.08839405076655489	-0.04061459694561125	-0.07949884569300741	-0.14201880018395313	1	tdj
taki1248	0	-0.0875868087649099	0.3125225325724278	-0.07903922882202993	0.23870109610220344	1	tbc
taku1257	0	-0.08857984456058429	-0.3531424004847255	-0.07960463052839112	-0.4789574650939364	1	nho
tali1259	0	-0.08812069897763807	0.13898954507114977	-0.07934320823405208	0.0516138274995441	1	tlr
tama1331	0	-0.07627260737677462	0.9260842668109156	-0.07259729712245666	0.9001867918806162	1	tma
tama1365	0	-0.06729898068123961	1.062553393382196	-0.06748801116518846	1.0473152226559084	1	taq
tami1289	0.09361549355141374	3.2195828735024343	2.3251309861565046	1.998500523953896	2.4350414034760295	1	tam
tami1290	0	-0.08856489563462791	-0.3075184523926853	-0.07959611910485449	-0.42976993046829953	1	tmy
tane1237	0	-0.08865454647914922	-2.04934534180724	-0.07964716332772126	-2.3076470984438435	1	tnx
tang1336	0	-0.08066759160795288	0.8163158322624424	-0.07509965564222294	0.7818445856282608	1	nmf
tang1347	0	-0.08862042021675164	-0.5489518258990939	-0.0796277329637048	-0.690061135323555	1	tgp
tang1348	0	-0.08851962174458856	-0.2713176709759443	-0.07957034165071503	-0.39074158540226356	3	bjp, hrc, hrw
tani1257	0	-0.08857770899973338	-0.3460932403835523	-0.07960341461074304	-0.4713577105558453	1	tnc
tanz1241	0	-0.0776350951996569	0.8968971709323316	-0.07337305258193716	0.8687199559493324	1	xnj
tara1313	0	-0.08861743043156035	-0.5279756006458931	-0.07962603067899748	-0.6674465031160242	1	tro
tari1256	0	-0.08865031806866441	-1.0674023369188783	-0.07964475581077804	-1.2490066788135503	1	tae
tari1263	0	0.09923205447292972	1.6069878202137948	0.02732924703275872	1.6342742286398748	1	rif
taro1264	0	-0.08862682689930437	-0.6008662949440562	-0.07963138071664908	-0.7460305296988335	1	trv
tata1255	0	0.13708487055535665	1.6529413230492205	0.04888138734512874	1.6838170588071997	1	tat
tata1257	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	txx
tata1258	0	-0.08863152513317638	-0.6472073003492524	-0.07963405573547486	-0.7959911294118731	1	cta
taul1251	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	tuh
taus1251	0	-0.04824977789109868	1.22219746246052	-0.05664202574423836	1.2194287398755548	1	tsg
taus1253	0	-0.08865454647914922	-2.04934534180724	-0.07964716332772126	-2.3076470984438435	1	trr
tauy1241	0	-0.08863750470355894	-0.7221824512148428	-0.07963746030488951	-0.8768224248934443	1	tya
tawa1275	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	tbo
tawa1286	0	-0.05149583038448593	1.2012291901293548	-0.05849022056933299	1.196822681775359	1	ttq
taya1257	0	-0.07797678493580293	0.8890108924344049	-0.07356759940563133	0.8602176975322915	1	thz
tbol1240	0	-0.08493017106637456	0.6253093023821426	-0.07752662726780775	0.575918954570279	1	tbl
tean1237	0	-0.08862042021675164	-0.5489518258990939	-0.0796277329637048	-0.690061135323555	1	tkw
teda1241	0	-0.08619869421181668	0.5210520193985094	-0.07824888235077236	0.46351836384571254	1	tuq
tedi1235	0	-0.07110027899586416	1.0134773282606468	-0.06965234457878612	0.994405933709971	1	ctd
tega1236	0	-0.08442617870555917	0.6570847514840189	-0.07723967070285884	0.6101763143189498	1	ras
tehu1242	0	-0.08865454647914922	-2.04934534180724	-0.07964716332772126	-2.3076470984438435	1	teh
teiw1235	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	twe
teke1275	0	-0.08270491665972356	0.7425877591479858	-0.07625964107849945	0.7023577744061623	1	teg
tekt1235	0	-0.08852256881856281	-0.2107744492111052	-0.07957201961706939	-0.3254694653547401	1	ttc
tele1256	0	-0.08841412503855348	-0.06068563988028461	-0.07951027531889944	-0.1636575482670926	1	tlf
telu1262	0.06800514746654669	1.6752973180549828	1.285725623492775	1.082757924750124	1.3076497441344954	2	mju, tel
tema1239	0	-0.08864134871309058	-0.7858185277744022	-0.07963964895665607	-0.9454289758411712	1	nhv
temb1272	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	tmv
temi1246	0	-0.08728783024578213	0.37432660777444654	-0.07886900035129753	0.3053325520838731	1	tea
temo1245	0	-0.08707427416069087	0.41067471628546987	-0.07874740858648867	0.3445197316404422	1	ott
tene1248	0	-0.08323026462904808	0.7194430652009726	-0.07655875681992924	0.6774052991705284	1	dtk
teng1272	0	-0.08523769182890598	0.6037332830458175	-0.0777017194091325	0.5526576796791204	1	tes
tenn1246	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	tex
teop1238	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	tio
tepe1278	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	tep
tera1251	0	-0.08434075627152265	0.6620922608869417	-0.07719103399693529	0.6155749493000254	1	ttr
tere1278	0	-0.08752274193938253	0.32711073056571083	-0.07900275129258727	0.25442874624928585	1	buo
tere1279	0	-0.08831717057592203	-1.0126230303378456	-0.07926295766927823	0.11484780196722733	2	gqn, ter
teri1250	0	-0.088513642174206	-0.1943984423026739	-0.07956693708130037	-0.3078143644587555	1	tfr
term1237	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	twu
tern1247	0.3225806451612903	-0.0868607180755996	0.4424086881190368	-0.07813944976244439	0.48385675392419386	1	tft
tete1251	0	-0.08850509993080236	-0.17967090233469862	-0.07956207341070802	-0.29193648864091015	1	nhg
tetu1245	0	-0.06885794010240587	1.043574986031474	-0.06837563104829311	1.0268544535260675	1	tet
tetu1246	0.8820754716981132	-0.08651902833945357	0.4860605270156307	-0.06933620599028309	1.0028114570828808	1	tdt
teun1241	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	tve
tezo1238	0	-0.0884376162079135	-0.08641836826561936	-0.07952365041302842	-0.19140020363554777	1	mxb
thad1238	0	-0.0738722369803488	0.9704475502546568	-0.07123060568600509	0.948015194106873	1	tcz
thai1261	0.6588106787281726	0.796128345614748	1.994936395581851	1.396853042053776	2.3427802390636305	1	tha
thak1245	0.12666666666666668	-0.08843078241319059	-0.07865585143572232	-0.07950127752830359	-0.14647974208018175	1	ths
than1259	0.01558654634946677	-0.08762951998192815	0.30230236225941104	-0.07905430620086623	0.2319228135859125	1	thf
thao1240	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	ssf
thar1283	0	-0.07925812144635053	0.8570054353393148	-0.07429714999448449	0.8257123643704574	1	thk
thay1249	0	-0.0886456198347924	-0.8829456139727176	-0.07964208079195224	-1.0501424457458144	1	thd
thul1246	0.07174887892376682	-0.0877704669980884	0.26526931733978776	-0.07910488837502672	0.2078528539795869	1	tdh
thur1254	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	tbh
tibe1272	5.821605750734028e-4	-0.03806101707139437	1.2784994458747183	-0.05082410298166413	1.2802855333267045	1	bod
tibe1274	0	-0.08859479348654069	-0.408975024286982	-0.07961314195192774	-0.5391510527022121	1	ngy
ticu1245	0	-0.08657967826761949	0.47884725353584656	-0.07846580205919136	0.4180170762752315	1	tca
tido1248	0.43478260869565216	-0.08754409754789165	0.3223418227621536	-0.07852854340983273	0.4032874137978294	1	tvo
tief1242	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	tiq
tien1242	0	-0.08760816437341903	0.3074645926336218	-0.07905138799851082	0.2332480915666794	1	tii
tiga1245	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	tgc
tigo1236	0	-0.08609191616927105	0.5317074728004746	-0.07818808646836793	0.4750060913458336	1	nza
tika1246	0	-0.08395635531835838	0.683463571689774	-0.07697216882027935	0.6386155263230594	1	tik
tiko1237	0	-0.08857770899973338	-0.3460932403835523	-0.07960341461074304	-0.4713577105558453	1	tkp
tilu1238	0	-0.08865373496602587	-1.4606323935880436	-0.07964670127901498	-1.6729510728680888	1	tij
tima1241	NA	NA	NA	NA	NA	1	tms
