Glottocode	L2_prop	L1_scaled	L1_log10_scaled	All_users_scaled	All_Users_log10_scaled	number_of_lgs_in_ethnologue	ISO_639
desa1247	0	-0.08851962174458855	-0.2052487157841797	-0.07957034165071503	-0.3195121290075957	1	des
dhao1237	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	nfa
dhar1247	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	dhr
dhar1248	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	xgm
dhim1246	0.05411877394636015	-0.08781104265425574	0.25350748167547404	-0.07913942043623243	0.19009395493158224	1	dhi
dhuw1249	0.3333333333333333	-0.08863750470355894	-0.7302201285674828	-0.07962530112840863	-0.737395909840596	2	dwu, dwy
dibo1245	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	bvx
dido1241	0	-0.08812069897763807	0.13898954507114977	-0.07934320823405208	0.0516138274995441	1	ddo
dier1241	0	-0.08865437563428115	-1.7742861918730637	-0.0796470660543094	-2.0111036815043093	1	dif
diga1241	0	-0.08673471998539575	0.4594036733284111	-0.07855407768044259	0.39705480065694865	1	mhu
digo1243	0	-0.06405292818785238	1.097980520068835	-0.06563981634009382	1.0855094845174744	1	dig
dima1251	0	-0.08280315245886555	0.73841939666423	-0.07631557329031152	0.6978638302698872	1	dis
dime1235	0.4818181818181818	-0.08863024379666583	-0.6336948688539954	-0.07962043745781627	-0.6041942892972907	1	dim
diri1252	0	-0.08516508275997495	0.608997832025868	-0.07766037820909749	0.5583334310350135	1	diu
dizi1235	0.05702364394993046	-0.08720667893344745	0.3887672669779329	-0.07877294285709853	0.3367491072136471	1	mdx
djam1255	0	-0.0886533505650727	-1.3713318205883132	-0.07964648241383833	-1.5766754279446764	1	djd
djam1256	0	-0.08847178518152811	-0.12931205982349395	-0.07954310509539783	-0.2376442273765014	1	djr
djee1236	0.35714285714285715	-0.08864690117130294	-0.9213425760693802	-0.07964037850724492	-0.9728097392387948	1	djj
djeo1235	0	-0.08865288074168551	-1.2931226869249564	-0.07964621491195575	-1.4923575503610271	1	jbt
djin1251	0	-0.08865360683237482	-1.427200188501975	-0.0796466283239561	-1.6369075515585136	1	jig
djin1253	0	-0.08864903673215387	-1.0022870036818237	-0.0796440262601892	-1.178805329693212	1	dji
dobe1238	0	-0.08841198947770255	-0.05847231545989179	-0.07950905940125136	-0.16127134592997322	1	kvo
dobu1241	0.9090909090909092	-0.0882274770201837	0.08312618409942185	-0.07697216882027935	0.6386155263230594	1	dob
doma1260	0	-0.08864006737658003	-0.7627620976245988	-0.07963891940606722	-0.9205716584943876	1	dmk
domm1246	0	-0.08797120971807418	0.20079142977304004	-0.07925809399868587	0.11824292188592396	1	doa
dong1285	0	-0.08011234578671558	0.8331427748892445	-0.07478351705371991	0.7999858438426902	1	sce
doro1266	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	kqc
drun1238	0	-0.08804702212828158	0.17135298294991694	-0.07930125907519302	0.08650510253902788	1	duu
dual1243	0	-0.08490881545786542	0.6267407915015215	-0.07751446809132685	0.5774622541655624	1	dua
dumb1241	0	-0.08860290861777415	-0.4454638444820637	-0.07961776243899048	-0.5784899346239051	1	duf
dumi1241	0.2897727272727273	-0.08854781114782061	-0.26388472715575906	-0.07956158704364878	-0.29039888579046425	1	dus
duna1248	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	duc
dupa1235	0	-0.08859479348654069	-0.408975024286982	-0.07961314195192774	-0.5391510527022121	1	duo
dura1244	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	drq
duru1236	0	-0.0881420545861472	0.12876979198973415	-0.07935536741053296	0.04059583191653383	1	pci
dusn1237	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	dsn
dutc1256	0.06582562975236439	0.8842044275645985	2.0186956791930952	0.5132974852796162	2.096519493495802	1	nld
dyan1250	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	dyn
dyir1250	0	-0.08865236820708129	-1.2288478343918587	-0.07964592309172021	-1.4230623300492844	1	dbl
dyul1238	0.8219769673704415	0.00642057989226545	1.4364433485844108	0.22442949778791696	1.916257573838864	1	dyu
dzao1238	0	-0.08609191616927105	0.5317074728004746	-0.07818808646836793	0.4750060913458336	1	bpn
dzon1239	0	-0.075200555829616475	0.946874041364722	-0.07198690646311619	0.9226004101335032	1	dzo
east1236	0	-0.08600649373523453	0.5399169139348714	-0.07813944976244439	0.48385675392419386	1	ktv
east2328	0	-0.06825144082074666	1.0511302579117765	-0.06803031043623596	1.034999851124469	1	mhr
east2330	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	lwl
east2332	0	-0.08385384839751457	0.6888673938978155	-0.0769138047731711	0.6444414292333602	1	bru
east2333	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	mng
east2342	0	-0.08754409754789165	0.3223418227621536	-0.07901491046906817	0.24928734951525652	1	eky
east2379	0	-0.08857301076586137	-0.3312501773748644	-0.07960073959191724	-0.45535528844591566	1	aer
east2440	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	mky
east2443	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	omb
east2447	0	-0.0883842271866407	-0.031349541328347	-0.0794932524718262	-0.1320300713903978	1	fud
east2485	0	-0.0882251279032477	0.08449930710396318	-0.0794026666070436	-0.007132523459894	1	pez
east2516	0	-0.08651902833945357	0.4860605270156307	-0.07843126999798565	0.42579376272804137	1	kjs
east2545	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	peb
east2555	0	-0.08568487827108709	0.5686148270781953	-0.07795633256464224	0.5147961981295285	1	gui
east2556	0	-0.08654892619136635	0.48253065566221354	-0.07844829284505889	0.4219881808641049	1	otm
east2563	0	-0.08554094146973558	0.5804647364549307	-0.07787437971516108	0.5275716779412049	1	cjm
east2690	0	0.0153856643443968	1.4590041573925847	-0.02041011166649495	1.4747318864391838	1	avl
east2694	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	sfe
egaa1242	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	ega
egyp1253	0	2.900511716552765	2.299738238969532	1.6222851467435166	2.3811338634249024	1	arz
eipo1242	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	eip
ekar1243	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	ekg
elem1253	0	-0.08617733860330755	0.5232196978099221	-0.07823672317429148	0.46585535486419066	1	elm
elip1238	0	-0.08838123740144942	-0.02859647024051809	-0.07949155018711888	-0.12906196395729624	1	ekm
elmo1238	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	elo
elna1235	0	-0.08842522995497822	-0.07252134711399555	-0.07951659809066951	-0.17641771663749772	1	crn
emae1237	0	-0.08863750470355894	-0.7221824512148428	-0.07963746030488951	-0.8768224248934443	1	mmw
emai1241	0	-0.07925812144635053	0.8570054353393148	-0.07429714999448449	0.8257123643704574	1	ema
embe1260	0	-0.08801221248641171	0.1853007067177838	-0.07928143961752918	0.10154225242348652	1	cto
embe1262	0	-0.08841925038459567	-0.06607883986002373	-0.07951319352125485	-0.16947199927013246	1	cmi
enap1235	0	-0.08847605630322994	-0.13522984011054073	-0.07954553693069401	-0.24402423250426472	1	pbh
enuu1235	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	enu
epen1239	0	-0.0885028789475174	-0.17597953389426765	-0.07956080885635401	-0.28795679550665115	1	sja
ersu1241	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	ers
erzy1239	0	-0.07346818886735612	0.9771990636736352	-0.07100055406698673	0.9552940534331528	1	myv
esan1238	0	-0.06221634585606749	1.1160065051979682	-0.06459412716273764	1.1049434398146298	1	ish
esee1247	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	mcq
esee1248	0	-0.08860717973947597	-0.46704218969468025	-0.07962019427428665	-0.6017537170604517	1	ese
esim1238	0	-0.08716823883813102	0.3953273542050077	-0.07880090896300457	0.3279736207641539	1	ags
esse1238	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	esq
esto1258	0	-0.03910872322485213	1.273260288297833	-0.05143741184336001	1.274479971059861	1	ekk
eton1253	0	-0.08288857489290205	0.5728337803383944	-0.07636420999623506	0.5193446845768508	2	eto, mct
even1259	0	-0.08797975196147784	0.19764228281709295	-0.07926295766927823	0.11484780196722733	1	evn
even1260	0	-0.08841284370204293	-0.05935529866361387	-0.0795095457683106	-0.16222329701538385	1	eve
ewee1241	0.0915154221789456	0.12334509915275477	1.6372189405388715	0.05321759286174222	1.6927733644504963	1	ewe
eyak1241	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	eya
fait1240	0	-0.08865416207819606	-1.622528196268586	-0.0796469444625446	-1.8474922016636424	1	faj
fala1243	0	-0.08404604887409671	0.6786376178451208	-0.07702323736149908	0.6334126278067642	1	cfm
fare1241	0	-0.06033278118556252	1.1332370502116325	-0.06352168779712353	1.1235198249132723	1	gur
faro1244	0	-0.08570751521610677	0.5666990740359819	-0.07796922129171198	0.5127308098183735	1	fao
fass1245	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	fqs
fasu1242	0	-0.08860760685164616	-0.46930594497121286	-0.07962043745781627	-0.6041942892972907	1	faa
fefe1239	0	-0.08267501880781078	0.7438427383926023	-0.07624261823142621	0.7037107773274461	1	fmp
fiji1243	0.4891620043413128	-0.07438135468720637	0.9616726261771488	-0.06373860750554253	1.1198641584417943	1	fij
fili1244	0	1.8333501766310292	2.189168571045858	1.0146786956336444	2.2619278412154893	1	fil
filo1235	0	-0.08800964981339061	0.186297468546203	-0.07927998051635148	0.10261686913245642	1	tlp
fina1242	0	-0.08846388360637973	-0.13844046410521013	-0.07953860620009992	-0.24748563129836104	2	ebk, obk
finn1310	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	fse
finn1318	0.11369071964839066	0.12977228308966152	1.6446965968582314	0.06067068167746596	1.7075054666927847	1	fin
fipa1238	0	-0.05820149145635169	1.151402745376057	-0.06230820198433112	1.143104402690196	1	fip
foii1241	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	foi
fonn1241	0	-3.3206351832038467e-4	1.4179979623956234	-0.02935926555642688	1.4305227874762962	1	fon
fore1265	0	-0.08865288074168551	-1.2931226869249564	-0.07964621491195575	-1.4923575503610271	1	enf
fore1270	0	-0.08736513754858517	0.35974926542531294	-0.07891301657015834	0.28961660549149865	1	for
fran1266	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	zos
fuln1247	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	fun
furr1244	0	-0.05680056353815298	1.1626633661677577	-0.06151056000718501	1.1552445658777517	1	fvr
furu1242	0	-0.08797120971807418	0.20079142977304004	-0.07925809399868587	0.11824292188592396	1	fuu
futu1245	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	fut
fuyu1242	0	-0.0880566321521107	0.16736145998039242	-0.07930673070460942	0.08220181046363723	1	fuy
gaaa1244	0	-0.05484011867701515	1.177616688863785	-0.0603943476062397	1.1713658598174028	1	gaa
gaaa1245	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	ttb
gaam1241	0	-0.0842126226204679	0.6694206041060432	-0.07711807893804998	0.6234756933371464	1	tbi
gaan1243	0	-0.08681800685858135	0.4482998713713602	-0.07860149846871804	0.38508370507931833	1	gqa
gada1258	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	gdg
gade1242	0	-0.08557511044335017	0.5777020471866202	-0.07789383439753049	0.5245932010726366	1	ged
gaga1249	0	-0.08230257699541162	0.7589706977346038	-0.07603056219359956	0.7200203483985158	1	gag
gaga1251	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	gbu
gahr1239	0	-0.08849442212654779	-0.16240195040040045	-0.07955599382246757	-0.27331869674128845	1	bfu
gala1264	NA	NA	NA	NA	NA	1	glo
gale1259	0	-0.08528040304592423	0.6005839776400398	-0.07772603776209427	0.5492623889344243	1	gbi
gali1258	0	0.04494182652102804	1.5216079471600346	-0.00358181141694906	1.542225520937242	1	glg
gali1262	0	-0.08828906659512402	0.04414320062130245	-0.07943907118142737	-0.05064075692025246	1	car
galo1242	0	-0.08740742165343324	0.35140171382934243	-0.07893709173959049	0.28061704494628303	1	adl
gamb1251	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	gma
gami1243	1	-0.08865458919036623	-2.222888343492784	-0.07964451262724842	-1.22352310220148	1	kld
gamo1243	0.0147485493230174	-0.01903530545061347	1.3584216444456785	-0.0394149045061194	1.3703037492908774	1	gmv
gana1278	0	-0.08865441834549816	-1.819933972208034	-0.07964709037266238	-2.0603169098571086	1	unn
gand1255	0.4898463663669122	0.15110269198074736	1.6680249841994954	0.1879385932511307	1.881750379226066	1	lug
gang1266	0	-0.08794985410956506	0.20849524434797667	-0.07924593482220499	0.1265484645230876	1	gnb
gang1267	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	gcd
gant1244	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	gao
gapa1238	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	pwg
gara1269	0	-0.08864903673215387	-1.0022870036818237	-0.0796440262601892	-1.178805329693212	1	wrk
gari1256	0	-0.0812100240640847	0.7987072675573825	-0.07540849872483744	0.7628606545491131	1	cab
garo1247	0	-0.03441134357718464	1.2959386639059978	-0.04876287938462438	1.2989297048538204	1	grt
gata1239	0	-0.08852389286629038	-0.21329729144643575	-0.0795727734860112	-0.32818936126455917	1	gaq
gayo1244	0	-0.07584122408489026	0.934658505856902	-0.07235168175754277	0.90943074593545	1	gay
gbay1278	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	gyg
gbay1288	0.08333333333333333	-0.0867752956415631	0.4540556161675431	-0.07847990670390918	0.4147750924002866	1	krs
geba1237	0	-0.0869461405096361	0.430193410921943	-0.07867445352760336	0.3655629887110914	1	kvq
gebe1237	0	-0.08854140446526787	-0.24930162885370352	-0.07958274401072553	-0.3670059185103374	1	gei
geda1237	0	-0.08835774623208938	-0.00795817483933331	-0.0794781750929899	-0.10681165656145283	1	gdd
gela1263	0	-0.08814632570784903	0.1266748117476467	-0.07935779924582914	0.03833721736196217	1	nlg
geme1244	0	-0.0886310980210062	-0.6426216478414066	-0.07963381255194525	-0.7910473016428301	1	geq
geru1240	0	-0.0882689069006914	0.05758297774472676	-0.07942759291882942	-0.0361512282787229	1	gea
gese1240	0	-0.08709562976919999	0.4072683669353924	-0.07875956776296957	0.3408473198126463	1	ges
ghad1239	0	-0.08798402308317967	0.19605272997032255	-0.0792653895045744	0.11313409263343475	1	gha
ghan1242	0	-0.08854738403565042	-0.2628856451120915	-0.07958614858014017	-0.3816509524893508	1	ghn
ghar1239	0	-0.08813778346444537	0.1308473877460062	-0.07935293557523679	0.04283570412122663	1	gri
gheg1238	0	0.07799902715664549	1.576963171956976	0.01523986422487324	1.6019044209508182	1	aln
ghod1238	0	-0.08864903673215387	-1.0022870036818237	-0.0796440262601892	-1.178805329693212	1	gdo
ghom1257	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	gho
gida1247	0	-0.085848462232267	0.55442924694313	-0.07804947185648584	0.49950261343864094	1	gid
giiw1236	0	-0.0880566321521107	0.16736145998039242	-0.07930673070460942	0.08220181046363723	1	kks
gilb1244	0	-0.08361551980655271	0.7009979927349089	-0.07677810836364442	0.6575195225436	1	gil
gily1242	0	-0.08864604694696258	-0.8951018669543319	-0.07964232397548186	-1.0632481969895449	1	niv
gira1247	0	-0.08849954747258998	-0.17054256328920875	-0.07955891202482299	-0.2820951550507354	1	bbr
giry1241	0	-0.03910957744919249	1.2732559716210443	-0.05143789821041925	1.2744753172169152	1	nyf
gizr1240	0	-0.08860974241249707	-0.4809423155425947	-0.07962165337546435	-0.6167395512558111	1	tof
glav1244	0	-0.0873177280976949	0.3687891560760963	-0.07888602319837078	0.29936258217682093	1	glw
gobu1238	0	-0.0881420545861472	0.12876979198973415	-0.07935536741053296	0.04059583191653383	1	gox
goem1240	0	-0.07323583984677683	0.9810006522130368	-0.0708682622268747	0.9593925757166036	1	ank
gofa1235	0.08511722731906218	-0.07332126228081333	0.9796097101219488	-0.07010466594387507	0.9819053159013822	1	gof
gogo1265	0	-0.08754409754789165	0.3223418227621536	-0.07901491046906817	0.24928734951525652	1	ggw
gola1255	0	-0.08053945795689813	0.8203005577454221	-0.07502670058333763	0.7861405492803392	1	gol
goli1247	0	-0.0864720460007335	0.4915088358266973	-0.0784045198097277	0.43166762699237177	1	gvf
goon1238	0	-0.08864903673215387	-1.0022870036818237	-0.0796440262601892	-1.178805329693212	1	gni
goro1270	0	-0.08382822166730362	0.6902003202388545	-0.07689921376139404	0.6458784675278324	1	gow
gras1249	0	-0.0885819801214352	-0.3603957938513385	-0.07960584644603921	-0.48677740510995365	1	kbk
gros1243	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	ats
guah1255	0	-0.08715969659472737	0.396762099989166	-0.07879604529241221	0.32952043139516074	1	guh
guam1248	0	-0.08775765363298292	0.26887164740221786	-0.07913650223387701	0.19164073601635664	1	gum
guan1266	0	-0.08651902833945357	0.4860605270156307	-0.07843126999798565	0.42579376272804137	1	jiq
guan1269	0	-0.0885990646082425	-0.42751566332399776	-0.07961557378722392	-0.5591398603953751	1	gvc
guar1293	0	-0.08864690117130294	-0.9213425760693802	-0.0796428103425411	-1.0915385103485258	1	gae
guat1253	0	-0.08865437563428115	-1.7742861918730637	-0.0796470660543094	-2.0111036815043093	1	gta
gude1246	0	-0.08489600209275995	0.6275957727921747	-0.07750717258543832	0.5783840161698816	1	gde
guer1241	0	-0.08331568706308458	0.7154688922213635	-0.07660739352585277	0.6731207122547175	1	ngu
guer1243	0	-0.08669414432922841	0.4646398776156137	-0.0785309752451289	0.40269999337819445	1	amu
gugu1253	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	gdc
gugu1255	0	-0.088621274441092	-0.5552826215427131	-0.07962821933076404	-0.6968864155316631	1	kky
guhu1244	0	-0.0881420545861472	0.12876979198973415	-0.07935536741053296	0.04059583191653383	1	ghs
guiq1238	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	gqi
gulf1241	0	0.3604709422433738	1.8251758061221597	0.1760700210881381	1.869504399648202	1	afb
guma1254	0	-0.08863878604006949	-0.7416510344212943	-0.07963818985547837	-0.8978116564401656	1	gvs
gumu1244	0.01728628936774804	-0.07801949615282118	0.8880074096304228	-0.07348540337262055	0.8638426254570363	1	guk
gung1248	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	gyf
gunw1252	0	-0.08856361429811736	-0.30396872902014516	-0.07959538955426565	-0.4259429459875612	1	gup
guny1241	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	gyy
gura1251	0	-0.07584122408489026	0.934658505856902	-0.07235168175754277	0.90943074593545	1	hac
gure1255	NA	-0.08865458919036623	-2.222888343492784	NA	NA	2	dhx, gnr
guri1248	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	grx
guro1248	0	-0.06729898068123961	1.062553393382196	-0.06748801116518846	1.0473152226559084	1	goa
guru1261	0.05971712938711367	-0.07332126228081333	0.9796097101219488	-0.07036244048526985	0.974513476095786	1	gvr
guru1271	0	-0.08801392093509244	0.18463398738920253	-0.07928241235164765	0.10082345711024414	1	grd
gusi1247	0.1561782556138274	0.02672848224793431	1.4849123390994212	-0.00179271018955153	1.548500806955342	1	guz
gwen1239	NA	NA	NA	NA	NA	1	gwe
gyel1242	0	-0.08847093095718775	-0.1281451053552116	-0.07954261872833861	-0.2363861246537957	1	gyi
haaa1252	0	-0.03611979225791476	1.2879261584428603	-0.04973561350309524	1.2902913601601278	1	haq
hadi1240	0.07584128578603717	-0.01006594987678029	1.3887628096801086	-0.03122934689918711	1.4202935425749352	1	hdy
hadz1240	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	hts
haio1238	0	-0.08643360590541707	0.49588000978604546	-0.0783826332920621	0.4363802237638386	1	hgm
hait1244	0	0.25472821959826314	1.757962448608485	0.11586361555950264	1.7970411541758975	1	hat
haka1240	0.1901050330307495	-0.0813761706982857	0.7930562940014477	-0.07453036299938787	0.8136819676406348	1	cnh
hakk1236	0.00562852974632579	1.782662212722447	2.182477083619886	0.991849598607252	2.2562372715514516	1	hak
hala1252	0	-0.08790714289254681	0.22322625141500027	-0.07922161646924322	0.14243007824748463	1	hal
halh1238	0	0.02674898363210307	1.4849568210672242	-0.01394021386101564	1.5027116557600804	1	khk
hali1244	0	-0.0875868087649099	0.3125225325724278	-0.07903922882202993	0.23870109610220344	1	hla
halk1245	0	-0.08864241649351604	-0.8067997783404266	-0.07964025691548011	-0.96804902587769	1	hur
hame1242	0.0873405299313052	-0.0854768746442082	0.585564021243158	-0.0776647555126306	0.5577380872604543	1	amf
hang1263	0	-0.08834706842783481	8.884785176168919e-4	-0.07947209550474947	-0.09727401051122178	1	wos
hani1248	0	-0.05654685890906455	1.1646495587276786	-0.06136610899059209	1.1573858955828709	1	hni
hano1246	0	-0.08833425506272934	0.01110767534322787	-0.07946479999886093	-0.08625661463193719	1	lml
haro1237	0	-0.08715969659472737	0.396762099989166	-0.07879604529241221	0.32952043139516074	1	hro
haru1245	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	tmd
hass1238	0	0.3239528516927673	1.8039430131181935	0.15527782930582346	1.8466131597455384	1	mey
hata1243	0	-0.08797120971807418	0.20079142977304004	-0.07925809399868587	0.11824292188592396	1	had
haus1257	0.3508994358757405	1.9887036862915215	2.208629360275195	1.7425342952853549	2.3995617080867033	1	hau
hava1248	0	-0.08862511845062364	-0.5859367085747363	-0.0796304079825306	-0.729934826078316	1	yuf
hawa1245	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	haw
hdii1240	0	-0.0874159638968369	0.3496810127304636	-0.07894195541018284	0.27876194365801377	1	xed
hebr1245	0.3515518885260921	0.17132645323889026	1.688300321669599	0.14862797568842703	1.8388623515502645	1	heb
hehe1240	0	-0.03697401659827983	1.2838216497537542	-0.05022198056233067	1.2858662572983732	1	heh
heil1246	0	-0.08865177025004303	-1.1701610168885084	-0.07964558263477875	-1.3597916139290789	1	hei
hela1238	0.0449438202247191	-0.08821893477678006	0.0880836696550277	-0.0793874676364425	0.00914316895066205	1	scp
here1253	0	-0.07803230951792665	0.8877055788261644	-0.07359921326448164	0.8588104287406227	1	her
hert1241	0	-0.08865441834549816	-1.819933972208034	-0.07964709037266238	-2.0603169098571086	1	hrt
hida1246	0	-0.08864604694696258	-0.8951018669543319	-0.07964232397548186	-1.0632481969895449	1	hid
high1243	0	-0.08352924314817585	0.7052483880985332	-0.07672898529066163	0.6621019069680947	1	tos
high1276	0	-0.087044376308778093	0.4153670637322997	-0.07873038573941543	0.34957858805617453	1	poi
high1278	0	-0.08331568706308458	0.7154688922213635	-0.07660739352585277	0.6731207122547175	1	azz
hili1240	0	0.17815725817661948	1.6947936578817662	0.07226664510375709	1.7289383877326714	1	hil
hind1269	0.430097192940566	14.52789566614741	2.6971148809459993	14.523158261052714	2.961324955321704	1	hin
hinu1240	0	-0.08862896246015528	-0.6208745105689896	-0.07963259663429716	-0.7676015431688475	1	gin
hixk1239	0	-0.08860333572994433	-0.4475398897759676	-0.0796180056225201	-0.5807281352630141	1	hix
hlai1239	0	-0.06016620743919133	1.1347052749750115	-0.06342684622057261	1.1251027294931484	1	lic
hler1235	0	-0.08801392093509244	0.18463398738920253	-0.07928241235164765	0.10082345711024414	1	hle
hoaa1235	0	-0.08865330785385568	-1.363122244848797	-0.07964645809548537	-1.567824620247486	1	huc
hoav1238	0	-0.08863494203053784	-0.6872717576271088	-0.07963600120371181	-0.8391849335876173	1	hoa
holo1240	0	-0.08799256532658331	0.19284302473472553	-0.07927025317516675	0.10967368436066711	1	hoo
homa1239	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	hom
hone1235	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	juh
honi1244	0	-0.08267501880781078	0.7438427383926023	-0.07624261823142621	0.7037107773274461	1	how
hooo1248	0	-0.02800466102444665	1.3238899011163905	-0.04511512644035865	1.3290641519065391	1	hoc
hopi1249	0	-0.08839490499089525	-0.04143669464011657	-0.07949933206006665	-0.14290511012654208	1	hop
horp1239	0	-0.08673258442454485	0.4596820102788941	-0.0785528617627945	0.39735487789624974	1	ero
hote1245	0	-0.08846238871378409	-0.11676529488505012	-0.07953775505774625	-0.2241174621433737	1	hot
hozo1236	0	-0.08839832188825672	-0.04475234816782969	-0.07950127752830359	-0.14647974208018175	1	hoz
hrus1242	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	hru
huaa1248	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	nmn
hual1241	0	-0.08763379110362998	0.3012570197199686	-0.07906597901028788	0.22655565874575145	1	qub
huam1247	0	-0.08821893477678006	0.0880836696550277	-0.07939914044586414	-0.00326819421035935	1	hub
huar1255	0	-0.08856532274679808	-0.30871296624207223	-0.07959636228838411	-0.43105774517493106	1	var
huas1242	0	-0.08122283742919018	0.7982759699653611	-0.07541579423072597	0.7623956692480008	1	hus
huba1236	0	-0.0742609090552149	0.963776516047073	-0.07145190269795722	0.9408231000467012	1	hbb
huic1243	0	-0.08641225029690794	0.4982758638219229	-0.07837047411558122	0.4389632127044264	1	hch
hula1239	0	-0.08844103310527497	-0.09039178437829153	-0.07952559588126536	-0.19568397456720513	1	hul
hula1244	0	-0.08863964026440985	-0.7555254774476404	-0.0796386762225376	-0.9127698017850856	1	huy
huli1244	0	-0.08011234578671558	0.8331427748892445	-0.07478351705371991	0.7999858438426902	1	hui
humb1243	0	-0.0875868087649099	0.3125225325724278	-0.07903922882202993	0.23870109610220344	1	hmb
hung1274	0	0.4468744529347896	1.8692290126524191	0.22526531957921303	1.916998505533254	1	hun
hung1275	0	-0.08847819186408085	-0.1382420230731948	-0.0795467528483421	-0.2472716904725099	1	hnu
hunz1247	0	-0.08859393926220031	-0.40542613952588874	-0.0796126555848685	-0.5353249723350216	1	huz
hupd1244	0	-0.08858027167275448	-0.3545763656182829	-0.07960487371192074	-0.4805034340994358	1	jup
huuu1240	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	huo
hyam1245	0	-0.07584122408489026	0.934658505856902	-0.07235168175754277	0.90943074593545	1	jab
iaai1238	0	-0.08848032742493177	-0.1412908871970962	-0.0795479687659902	-0.2505586946870668	1	iai
iama1237	0	-0.08850595415514272	-0.18110527823106784	-0.07956255977776726	-0.2934829004930039	1	yml
iatm1242	0	-0.08829410651873218	0.04066742525927768	-0.07944194074707686	-0.05438801747353974	1	ian
