"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"2014",2014,-0.17,0.33,-0.82,-0.17,0.48,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2015",2015,-0.17,0.33,-0.82,-0.17,0.48,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2016",2016,0.18,0.33,-0.47,0.18,0.84,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2017",2017,-0.07,0.33,-0.72,-0.07,0.58,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2018",2018,-0.07,0.34,-0.74,-0.06,0.61,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2019",2019,0.4,0.34,-0.28,0.4,1.07,0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2020",2020,0.18,0.31,-0.44,0.18,0.8,0.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2021",2021,0.14,0.31,-0.47,0.14,0.75,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2022",2022,0.31,0.31,-0.3,0.31,0.92,0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2023",2023,0.12,0.32,-0.51,0.12,0.75,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2024",2024,0.15,0.32,-0.47,0.15,0.78,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2025",2025,0.06,0.32,-0.56,0.06,0.68,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2026",2026,0.13,0.31,-0.48,0.13,0.75,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2027",2027,0.12,0.31,-0.49,0.12,0.74,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2028",2028,0.36,0.33,-0.27,0.36,1,0.36,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2029",2029,-0.37,0.32,-1.01,-0.37,0.26,-0.37,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2030",2030,-0.32,0.32,-0.94,-0.32,0.32,-0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2031",2031,-0.33,0.32,-0.96,-0.33,0.3,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2032",2032,0.17,0.33,-0.48,0.17,0.82,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2033",2033,1.09,0.34,0.43,1.09,1.75,1.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2034",2034,1.05,0.34,0.38,1.05,1.73,1.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2035",2035,0.96,0.4,0.17,0.96,1.75,0.96,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2036",2036,0.58,0.39,-0.18,0.58,1.35,0.58,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2037",2037,0.64,0.41,-0.16,0.64,1.44,0.64,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2038",2038,1.86,0.32,1.23,1.86,2.49,1.86,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2039",2039,1.94,0.32,1.31,1.94,2.58,1.94,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2040",2040,1.97,0.33,1.32,1.97,2.63,1.97,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2041",2041,1.65,0.35,0.96,1.65,2.35,1.65,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2042",2042,1.54,0.35,0.85,1.54,2.22,1.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2043",2043,1.19,0.4,0.4,1.19,1.97,1.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2044",2044,0.98,0.38,0.22,0.98,1.73,0.98,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2045",2045,1.01,0.39,0.25,1.01,1.76,1.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2046",2046,1.39,0.26,0.89,1.39,1.89,1.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2047",2047,1.23,0.25,0.73,1.23,1.73,1.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2048",2048,1.28,0.25,0.78,1.28,1.77,1.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2049",2049,1.52,0.26,1.02,1.52,2.03,1.52,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2050",2050,1.59,0.27,1.05,1.59,2.12,1.58,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2051",2051,1.57,0.27,1.04,1.57,2.1,1.57,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2052",2052,1.56,0.27,1.03,1.56,2.09,1.56,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2053",2053,1.58,0.27,1.06,1.58,2.1,1.58,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2054",2054,1.53,0.27,1.01,1.53,2.05,1.53,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2055",2055,1.55,0.28,1,1.55,2.11,1.55,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2056",2056,0.99,0.35,0.31,0.99,1.66,0.99,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2057",2057,1.16,0.33,0.52,1.16,1.81,1.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2058",2058,1.12,0.33,0.48,1.12,1.77,1.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2059",2059,1.15,0.35,0.46,1.15,1.84,1.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2060",2060,0.39,0.31,-0.21,0.39,1,0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2061",2061,0.38,0.31,-0.23,0.38,0.98,0.38,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2062",2062,0.34,0.32,-0.3,0.34,0.97,0.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2063",2063,0.5,0.32,-0.12,0.5,1.13,0.5,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2064",2064,0.52,0.32,-0.1,0.52,1.14,0.52,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2065",2065,0.41,0.32,-0.22,0.41,1.04,0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2066",2066,0.46,0.32,-0.17,0.46,1.09,0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2067",2067,0.52,0.32,-0.11,0.52,1.14,0.52,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2068",2068,0.55,0.31,-0.07,0.55,1.16,0.55,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2069",2069,0.63,0.31,0.02,0.63,1.25,0.63,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2070",2070,0.55,0.31,-0.07,0.55,1.16,0.55,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2071",2071,0.64,0.31,0.04,0.64,1.24,0.64,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2072",2072,0.6,0.3,0,0.6,1.19,0.6,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2073",2073,0.54,0.31,-0.07,0.54,1.14,0.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2074",2074,0.45,0.35,-0.24,0.45,1.12,0.45,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2075",2075,1.11,0.4,0.33,1.11,1.9,1.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2076",2076,1.34,0.29,0.77,1.34,1.92,1.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2077",2077,1.41,0.29,0.84,1.41,1.99,1.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2078",2078,1.44,0.29,0.86,1.44,2.01,1.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2079",2079,1.31,0.29,0.74,1.31,1.87,1.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2080",2080,1.34,0.29,0.78,1.34,1.91,1.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2081",2081,1.14,0.4,0.36,1.14,1.91,1.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2082",2082,0.95,0.28,0.41,0.95,1.49,0.95,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2083",2083,0.83,0.27,0.3,0.83,1.36,0.83,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2084",2084,0.87,0.27,0.34,0.87,1.4,0.87,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2085",2085,0.83,0.27,0.29,0.83,1.37,0.83,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2086",2086,0.74,0.25,0.25,0.74,1.24,0.74,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2087",2087,0.74,0.25,0.25,0.74,1.24,0.74,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2088",2088,0.76,0.26,0.24,0.76,1.27,0.76,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2089",2089,0.75,0.26,0.24,0.75,1.27,0.75,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2090",2090,1.19,0.35,0.51,1.19,1.87,1.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2091",2091,1.41,0.32,0.79,1.41,2.04,1.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2092",2092,1.47,0.32,0.83,1.47,2.1,1.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2093",2093,0.14,0.4,-0.65,0.14,0.93,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2094",2094,1.3,0.33,0.66,1.3,1.95,1.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2095",2095,1.02,0.27,0.49,1.02,1.55,1.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2096",2096,1.05,0.27,0.52,1.05,1.58,1.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2097",2097,1.05,0.28,0.51,1.05,1.59,1.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2098",2098,0.99,0.27,0.46,0.99,1.53,0.99,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2099",2099,1.15,0.29,0.58,1.15,1.72,1.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2100",2100,1.24,0.31,0.62,1.24,1.85,1.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2101",2101,1.11,0.31,0.5,1.11,1.72,1.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2102",2102,1,0.38,0.26,1,1.75,1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2103",2103,0.69,0.38,-0.06,0.69,1.44,0.69,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2104",2104,1.45,0.36,0.76,1.45,2.15,1.45,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2105",2105,1.31,0.34,0.64,1.31,1.99,1.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2106",2106,1.2,0.34,0.53,1.2,1.87,1.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2107",2107,0.81,0.36,0.11,0.81,1.51,0.81,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2108",2108,0.78,0.36,0.07,0.78,1.48,0.78,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2109",2109,1,0.4,0.23,1,1.78,1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2110",2110,1.12,0.27,0.6,1.12,1.65,1.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2111",2111,1.06,0.26,0.54,1.06,1.58,1.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2112",2112,0.99,0.26,0.48,0.99,1.49,0.99,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2113",2113,1.04,0.26,0.54,1.04,1.55,1.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2114",2114,0.92,0.25,0.42,0.92,1.42,0.92,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2115",2115,0.88,0.24,0.4,0.88,1.36,0.88,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2116",2116,0.88,0.24,0.4,0.88,1.36,0.88,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2117",2117,0.68,0.27,0.13,0.68,1.21,0.68,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2118",2118,0.75,0.27,0.22,0.75,1.29,0.75,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2119",2119,0.87,0.28,0.33,0.87,1.42,0.87,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2120",2120,1.11,0.25,0.62,1.11,1.59,1.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2121",2121,1.12,0.25,0.63,1.12,1.61,1.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2122",2122,1.1,0.25,0.6,1.1,1.59,1.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2123",2123,1.08,0.26,0.58,1.08,1.58,1.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2124",2124,0.8,0.25,0.3,0.8,1.29,0.8,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2125",2125,1.1,0.26,0.6,1.1,1.61,1.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2126",2126,1.08,0.27,0.56,1.08,1.6,1.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2127",2127,1.06,0.27,0.55,1.06,1.59,1.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2128",2128,0.91,0.25,0.41,0.91,1.41,0.91,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2129",2129,0.86,0.25,0.37,0.86,1.36,0.86,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2130",2130,0.7,0.25,0.2,0.7,1.19,0.7,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2131",2131,0.68,0.25,0.18,0.68,1.17,0.68,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2132",2132,0.95,0.27,0.42,0.95,1.49,0.95,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2133",2133,1,0.27,0.47,1,1.54,1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2134",2134,0.67,0.4,-0.11,0.67,1.45,0.67,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2135",2135,-0.02,0.4,-0.82,-0.02,0.77,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2136",2136,0.7,0.41,-0.09,0.7,1.5,0.7,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2137",2137,1.77,0.35,1.09,1.76,2.45,1.76,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2138",2138,1.17,0.29,0.6,1.17,1.73,1.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2139",2139,1.18,0.29,0.61,1.18,1.74,1.18,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2140",2140,1.12,0.3,0.53,1.12,1.72,1.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2141",2141,1.08,0.31,0.48,1.08,1.68,1.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2142",2142,0.2,0.33,-0.44,0.2,0.84,0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2143",2143,0.15,0.33,-0.49,0.15,0.79,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2144",2144,0.93,0.3,0.34,0.93,1.53,0.93,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2145",2145,0.96,0.3,0.37,0.96,1.56,0.96,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2146",2146,0.92,0.31,0.32,0.92,1.52,0.92,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2147",2147,0.96,0.31,0.35,0.96,1.57,0.96,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2148",2148,0.71,0.29,0.15,0.71,1.27,0.71,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2149",2149,0.93,0.28,0.38,0.93,1.49,0.93,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2150",2150,0.93,0.28,0.38,0.93,1.49,0.93,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2151",2151,0.62,0.3,0.04,0.62,1.21,0.62,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2152",2152,0.26,0.25,-0.23,0.26,0.76,0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2153",2153,0.29,0.25,-0.21,0.29,0.78,0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2154",2154,0.2,0.26,-0.31,0.2,0.71,0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2155",2155,0.24,0.26,-0.27,0.24,0.75,0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2156",2156,0.42,0.28,-0.13,0.42,0.96,0.42,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2157",2157,0.26,0.28,-0.29,0.26,0.81,0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2158",2158,1.11,0.29,0.54,1.11,1.68,1.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2159",2159,1.11,0.29,0.55,1.11,1.68,1.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2160",2160,1.04,0.29,0.47,1.04,1.61,1.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2161",2161,1.09,0.29,0.53,1.09,1.66,1.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2162",2162,1.09,0.31,0.47,1.09,1.7,1.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2163",2163,0.9,0.39,0.13,0.9,1.67,0.9,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2164",2164,0.26,0.4,-0.52,0.26,1.04,0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2165",2165,0.9,0.25,0.4,0.9,1.4,0.9,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2166",2166,0.91,0.25,0.42,0.91,1.4,0.91,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2167",2167,0.91,0.25,0.42,0.91,1.4,0.91,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2168",2168,0.92,0.25,0.43,0.92,1.41,0.92,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2169",2169,1.07,0.26,0.55,1.07,1.58,1.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2170",2170,0.9,0.27,0.36,0.9,1.43,0.9,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2171",2171,0.92,0.27,0.4,0.92,1.44,0.92,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2172",2172,0.94,0.27,0.42,0.94,1.46,0.94,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2173",2173,0.87,0.28,0.32,0.87,1.43,0.87,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2174",2174,0.9,0.3,0.31,0.9,1.48,0.9,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2175",2175,0.83,0.29,0.25,0.83,1.41,0.83,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2176",2176,0.74,0.29,0.16,0.74,1.32,0.74,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2177",2177,0.71,0.3,0.12,0.71,1.3,0.72,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2178",2178,1.05,0.26,0.54,1.05,1.56,1.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2179",2179,1.11,0.26,0.6,1.11,1.62,1.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2180",2180,1.15,0.26,0.65,1.15,1.65,1.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2181",2181,1.19,0.26,0.69,1.19,1.7,1.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2182",2182,1.06,0.24,0.6,1.06,1.53,1.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2183",2183,1.08,0.24,0.61,1.08,1.55,1.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2184",2184,1.07,0.24,0.6,1.07,1.55,1.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2185",2185,1.08,0.24,0.6,1.08,1.56,1.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2186",2186,0.39,0.38,-0.36,0.39,1.13,0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2187",2187,0.68,0.4,-0.1,0.68,1.46,0.68,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2188",2188,1.62,0.41,0.82,1.62,2.42,1.62,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2189",2189,-0.16,0.39,-0.92,-0.16,0.6,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2190",2190,0.92,0.41,0.12,0.92,1.72,0.92,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2191",2191,0.69,0.4,-0.1,0.69,1.47,0.69,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2192",2192,0.65,0.4,-0.13,0.65,1.43,0.65,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2193",2193,0.57,0.4,-0.21,0.57,1.35,0.57,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2194",2194,0.13,0.39,-0.64,0.13,0.9,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2195",2195,0.66,0.4,-0.13,0.66,1.45,0.66,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2196",2196,0.48,0.4,-0.32,0.48,1.27,0.48,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2197",2197,0.53,0.4,-0.26,0.53,1.33,0.53,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2198",2198,0.52,0.35,-0.16,0.52,1.2,0.52,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2199",2199,0.43,0.35,-0.25,0.43,1.11,0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2200",2200,0.34,0.4,-0.44,0.34,1.12,0.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2201",2201,0.73,0.41,-0.07,0.73,1.53,0.73,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2202",2202,0.54,0.26,0.03,0.54,1.04,0.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2203",2203,0.54,0.26,0.03,0.54,1.04,0.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2204",2204,0.51,0.25,0.03,0.51,0.99,0.51,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2205",2205,0.44,0.25,-0.05,0.44,0.92,0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2206",2206,0.69,0.24,0.21,0.69,1.17,0.69,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2207",2207,0.74,0.24,0.26,0.74,1.22,0.73,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2208",2208,0.49,0.29,-0.09,0.49,1.06,0.49,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2209",2209,0.54,0.29,-0.04,0.54,1.11,0.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2210",2210,0.6,0.32,-0.03,0.6,1.24,0.61,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2211",2211,0.87,0.33,0.23,0.87,1.51,0.87,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2212",2212,0.4,0.38,-0.34,0.4,1.15,0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2213",2213,0.19,0.37,-0.53,0.19,0.92,0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2214",2214,0.27,0.37,-0.46,0.27,0.99,0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2215",2215,-0.12,0.29,-0.68,-0.12,0.45,-0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2216",2216,-0.17,0.29,-0.74,-0.17,0.4,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2217",2217,0.08,0.29,-0.48,0.08,0.65,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2218",2218,0.06,0.3,-0.53,0.06,0.64,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2219",2219,0.06,0.3,-0.52,0.06,0.65,0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2220",2220,0.15,0.33,-0.5,0.15,0.79,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2221",2221,0.64,0.34,-0.02,0.63,1.3,0.63,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2222",2222,-0.34,0.34,-1,-0.34,0.32,-0.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2223",2223,-0.29,0.34,-0.95,-0.29,0.37,-0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2224",2224,-0.02,0.4,-0.81,-0.02,0.76,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2225",2225,1.07,0.3,0.47,1.07,1.66,1.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2226",2226,1.2,0.3,0.62,1.2,1.78,1.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2227",2227,1.19,0.28,0.64,1.19,1.74,1.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2228",2228,1.13,0.28,0.58,1.13,1.68,1.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2229",2229,1,0.29,0.43,1,1.57,1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2230",2230,1.03,0.28,0.48,1.03,1.57,1.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2231",2231,1.02,0.28,0.48,1.02,1.57,1.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2232",2232,0.11,0.38,-0.63,0.11,0.86,0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2233",2233,0.77,0.31,0.17,0.77,1.37,0.77,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2234",2234,0.76,0.3,0.17,0.76,1.35,0.76,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2235",2235,0.74,0.3,0.16,0.74,1.33,0.75,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2236",2236,1.46,0.4,0.67,1.46,2.25,1.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2237",2237,0.35,0.39,-0.41,0.35,1.11,0.35,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2238",2238,0.97,0.4,0.19,0.97,1.75,0.97,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2239",2239,0.59,0.39,-0.18,0.59,1.36,0.59,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"2240",2240,0.3,0.35,-0.4,0.3,0.99,0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
