"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"16944",1464,-0.63,0.25,-1.12,-0.63,-0.13,-0.63,0,"Phylogenetic+Spatial: local+Education"
"16945",1465,-0.34,0.2,-0.74,-0.34,0.06,-0.35,0,"Phylogenetic+Spatial: local+Education"
"16946",1466,-0.39,0.2,-0.79,-0.39,0.01,-0.39,0,"Phylogenetic+Spatial: local+Education"
"16947",1467,-0.43,0.2,-0.82,-0.43,-0.03,-0.43,0,"Phylogenetic+Spatial: local+Education"
"16948",1468,-0.41,0.2,-0.81,-0.41,-0.02,-0.41,0,"Phylogenetic+Spatial: local+Education"
"16949",1469,-0.41,0.22,-0.85,-0.41,0.02,-0.41,0,"Phylogenetic+Spatial: local+Education"
"16950",1470,-0.38,0.21,-0.8,-0.38,0.05,-0.38,0,"Phylogenetic+Spatial: local+Education"
"16951",1471,-0.38,0.21,-0.8,-0.39,0.04,-0.39,0,"Phylogenetic+Spatial: local+Education"
"16952",1472,-0.44,0.23,-0.89,-0.44,0,-0.45,0,"Phylogenetic+Spatial: local+Education"
"16953",1473,-0.54,0.24,-1.01,-0.54,-0.07,-0.54,0,"Phylogenetic+Spatial: local+Education"
"16954",1474,-0.46,0.25,-0.95,-0.46,0.04,-0.46,0,"Phylogenetic+Spatial: local+Education"
"16955",1475,-0.5,0.26,-1,-0.5,0,-0.5,0,"Phylogenetic+Spatial: local+Education"
"16956",1476,-0.94,0.27,-1.48,-0.94,-0.42,-0.94,0,"Phylogenetic+Spatial: local+Education"
"16957",1477,-0.89,0.27,-1.42,-0.89,-0.37,-0.88,0,"Phylogenetic+Spatial: local+Education"
"16958",1478,-0.26,0.27,-0.78,-0.26,0.27,-0.26,0,"Phylogenetic+Spatial: local+Education"
"16959",1479,-0.14,0.27,-0.67,-0.14,0.4,-0.15,0,"Phylogenetic+Spatial: local+Education"
"16960",1480,-0.51,0.26,-1.03,-0.51,0,-0.52,0,"Phylogenetic+Spatial: local+Education"
"16961",1481,-0.62,0.26,-1.14,-0.62,-0.11,-0.62,0,"Phylogenetic+Spatial: local+Education"
"16962",1482,-0.65,0.27,-1.18,-0.65,-0.12,-0.65,0,"Phylogenetic+Spatial: local+Education"
"16963",1483,-0.36,0.27,-0.9,-0.36,0.18,-0.37,0,"Phylogenetic+Spatial: local+Education"
"16964",1484,-0.76,0.27,-1.3,-0.76,-0.23,-0.76,0,"Phylogenetic+Spatial: local+Education"
"16965",1485,-0.76,0.27,-1.29,-0.75,-0.22,-0.75,0,"Phylogenetic+Spatial: local+Education"
"16966",1486,-0.59,0.27,-1.13,-0.59,-0.06,-0.59,0,"Phylogenetic+Spatial: local+Education"
"16967",1487,-0.96,0.26,-1.47,-0.95,-0.45,-0.95,0,"Phylogenetic+Spatial: local+Education"
"16968",1488,-1.03,0.26,-1.53,-1.02,-0.53,-1.02,0,"Phylogenetic+Spatial: local+Education"
"16969",1489,-0.92,0.25,-1.42,-0.92,-0.42,-0.91,0,"Phylogenetic+Spatial: local+Education"
"16970",1490,-0.95,0.25,-1.45,-0.95,-0.45,-0.95,0,"Phylogenetic+Spatial: local+Education"
"16971",1491,-0.62,0.27,-1.15,-0.62,-0.1,-0.62,0,"Phylogenetic+Spatial: local+Education"
"16972",1492,-0.6,0.27,-1.13,-0.6,-0.08,-0.6,0,"Phylogenetic+Spatial: local+Education"
"16973",1493,-0.93,0.26,-1.44,-0.93,-0.42,-0.92,0,"Phylogenetic+Spatial: local+Education"
"16974",1494,-0.89,0.26,-1.41,-0.89,-0.38,-0.89,0,"Phylogenetic+Spatial: local+Education"
"16975",1495,-1.06,0.28,-1.61,-1.06,-0.52,-1.06,0,"Phylogenetic+Spatial: local+Education"
"16976",1496,-0.94,0.27,-1.48,-0.94,-0.42,-0.94,0,"Phylogenetic+Spatial: local+Education"
"16977",1497,-0.99,0.27,-1.53,-0.99,-0.46,-0.99,0,"Phylogenetic+Spatial: local+Education"
"16978",1498,-0.61,0.27,-1.15,-0.61,-0.08,-0.61,0,"Phylogenetic+Spatial: local+Education"
"16979",1499,-0.49,0.27,-1.02,-0.49,0.05,-0.49,0,"Phylogenetic+Spatial: local+Education"
"16980",1500,-0.48,0.26,-0.99,-0.48,0.04,-0.48,0,"Phylogenetic+Spatial: local+Education"
"16981",1501,-0.81,0.27,-1.34,-0.81,-0.29,-0.81,0,"Phylogenetic+Spatial: local+Education"
"16982",1502,-0.39,0.26,-0.91,-0.39,0.13,-0.4,0,"Phylogenetic+Spatial: local+Education"
"16983",1503,-0.38,0.26,-0.9,-0.38,0.14,-0.38,0,"Phylogenetic+Spatial: local+Education"
"16984",1504,-0.55,0.26,-1.06,-0.55,-0.04,-0.55,0,"Phylogenetic+Spatial: local+Education"
"16985",1505,-0.58,0.26,-1.09,-0.58,-0.07,-0.58,0,"Phylogenetic+Spatial: local+Education"
"16986",1506,-0.61,0.27,-1.15,-0.61,-0.08,-0.61,0,"Phylogenetic+Spatial: local+Education"
"16987",1507,-0.77,0.27,-1.3,-0.76,-0.23,-0.76,0,"Phylogenetic+Spatial: local+Education"
"16988",1508,-0.88,0.27,-1.43,-0.88,-0.35,-0.88,0,"Phylogenetic+Spatial: local+Education"
"16989",1509,-0.66,0.27,-1.19,-0.66,-0.12,-0.66,0,"Phylogenetic+Spatial: local+Education"
"16990",1510,-0.51,0.28,-1.05,-0.51,0.04,-0.51,0,"Phylogenetic+Spatial: local+Education"
"16991",1511,-0.98,0.28,-1.54,-0.98,-0.43,-0.98,0,"Phylogenetic+Spatial: local+Education"
"16992",1512,-0.94,0.25,-1.44,-0.94,-0.45,-0.94,0,"Phylogenetic+Spatial: local+Education"
"16993",1513,-1.1,0.25,-1.59,-1.1,-0.62,-1.1,0,"Phylogenetic+Spatial: local+Education"
"16994",1514,-1.19,0.25,-1.68,-1.19,-0.7,-1.18,0,"Phylogenetic+Spatial: local+Education"
"16995",1515,-1.23,0.26,-1.74,-1.23,-0.73,-1.22,0,"Phylogenetic+Spatial: local+Education"
"16996",1516,-1.17,0.25,-1.68,-1.17,-0.68,-1.17,0,"Phylogenetic+Spatial: local+Education"
"16997",1517,-0.72,0.25,-1.22,-0.72,-0.23,-0.72,0,"Phylogenetic+Spatial: local+Education"
"16998",1518,-0.78,0.25,-1.28,-0.78,-0.29,-0.78,0,"Phylogenetic+Spatial: local+Education"
"16999",1519,-0.99,0.25,-1.48,-0.99,-0.51,-0.99,0,"Phylogenetic+Spatial: local+Education"
"17000",1520,-0.97,0.24,-1.45,-0.97,-0.5,-0.97,0,"Phylogenetic+Spatial: local+Education"
"17001",1521,-0.81,0.27,-1.34,-0.81,-0.29,-0.81,0,"Phylogenetic+Spatial: local+Education"
"17002",1522,-0.59,0.26,-1.11,-0.59,-0.07,-0.59,0,"Phylogenetic+Spatial: local+Education"
"17003",1523,-0.74,0.26,-1.26,-0.74,-0.23,-0.74,0,"Phylogenetic+Spatial: local+Education"
"17004",1524,-0.91,0.27,-1.45,-0.91,-0.38,-0.91,0,"Phylogenetic+Spatial: local+Education"
"17005",1525,-0.91,0.27,-1.45,-0.91,-0.38,-0.91,0,"Phylogenetic+Spatial: local+Education"
"17006",1526,-1.26,0.27,-1.8,-1.26,-0.74,-1.26,0,"Phylogenetic+Spatial: local+Education"
"17007",1527,-1.26,0.27,-1.8,-1.26,-0.74,-1.26,0,"Phylogenetic+Spatial: local+Education"
"17008",1528,-0.35,0.28,-0.9,-0.35,0.21,-0.36,0,"Phylogenetic+Spatial: local+Education"
"17009",1529,-0.29,0.29,-0.84,-0.29,0.28,-0.29,0,"Phylogenetic+Spatial: local+Education"
"17010",1530,-0.76,0.27,-1.3,-0.76,-0.22,-0.75,0,"Phylogenetic+Spatial: local+Education"
"17011",1531,-0.82,0.24,-1.29,-0.82,-0.34,-0.82,0,"Phylogenetic+Spatial: local+Education"
"17012",1532,-0.83,0.24,-1.3,-0.83,-0.35,-0.83,0,"Phylogenetic+Spatial: local+Education"
"17013",1533,-0.79,0.25,-1.28,-0.79,-0.3,-0.79,0,"Phylogenetic+Spatial: local+Education"
"17014",1534,-0.88,0.26,-1.39,-0.88,-0.37,-0.88,0,"Phylogenetic+Spatial: local+Education"
"17015",1535,-0.32,0.27,-0.85,-0.32,0.22,-0.32,0,"Phylogenetic+Spatial: local+Education"
"17016",1536,-0.3,0.27,-0.83,-0.3,0.24,-0.3,0,"Phylogenetic+Spatial: local+Education"
"17017",1537,-0.43,0.27,-0.96,-0.43,0.1,-0.43,0,"Phylogenetic+Spatial: local+Education"
"17018",1538,-0.39,0.26,-0.89,-0.39,0.12,-0.39,0,"Phylogenetic+Spatial: local+Education"
"17019",1539,-0.44,0.26,-0.94,-0.44,0.06,-0.44,0,"Phylogenetic+Spatial: local+Education"
"17020",1540,-0.51,0.26,-1.03,-0.51,0,-0.51,0,"Phylogenetic+Spatial: local+Education"
"17021",1541,-0.4,0.26,-0.91,-0.4,0.12,-0.4,0,"Phylogenetic+Spatial: local+Education"
"17022",1542,-0.45,0.26,-0.96,-0.45,0.06,-0.45,0,"Phylogenetic+Spatial: local+Education"
"17023",1543,-0.48,0.26,-0.99,-0.48,0.03,-0.48,0,"Phylogenetic+Spatial: local+Education"
"17024",1544,-0.32,0.26,-0.83,-0.32,0.2,-0.32,0,"Phylogenetic+Spatial: local+Education"
"17025",1545,-0.39,0.25,-0.88,-0.39,0.1,-0.39,0,"Phylogenetic+Spatial: local+Education"
"17026",1546,-0.39,0.25,-0.88,-0.39,0.1,-0.39,0,"Phylogenetic+Spatial: local+Education"
"17027",1547,-0.36,0.25,-0.85,-0.36,0.14,-0.36,0,"Phylogenetic+Spatial: local+Education"
"17028",1548,-0.37,0.25,-0.87,-0.37,0.13,-0.37,0,"Phylogenetic+Spatial: local+Education"
"17029",1549,-0.35,0.26,-0.86,-0.36,0.15,-0.36,0,"Phylogenetic+Spatial: local+Education"
"17030",1550,-0.3,0.26,-0.8,-0.3,0.21,-0.3,0,"Phylogenetic+Spatial: local+Education"
"17031",1551,-0.21,0.26,-0.72,-0.21,0.31,-0.21,0,"Phylogenetic+Spatial: local+Education"
"17032",1552,-0.14,0.26,-0.65,-0.14,0.38,-0.15,0,"Phylogenetic+Spatial: local+Education"
"17033",1553,-0.2,0.26,-0.71,-0.2,0.32,-0.2,0,"Phylogenetic+Spatial: local+Education"
"17034",1554,-0.25,0.26,-0.75,-0.25,0.26,-0.25,0,"Phylogenetic+Spatial: local+Education"
"17035",1555,-0.13,0.26,-0.64,-0.13,0.39,-0.13,0,"Phylogenetic+Spatial: local+Education"
"17036",1556,-0.15,0.26,-0.65,-0.15,0.36,-0.16,0,"Phylogenetic+Spatial: local+Education"
"17037",1557,-0.23,0.26,-0.73,-0.23,0.27,-0.23,0,"Phylogenetic+Spatial: local+Education"
"17038",1558,-0.39,0.26,-0.9,-0.39,0.11,-0.4,0,"Phylogenetic+Spatial: local+Education"
"17039",1559,-0.13,0.24,-0.61,-0.13,0.35,-0.14,0,"Phylogenetic+Spatial: local+Education"
"17040",1560,-0.12,0.24,-0.59,-0.12,0.36,-0.12,0,"Phylogenetic+Spatial: local+Education"
"17041",1561,-0.1,0.24,-0.57,-0.1,0.38,-0.1,0,"Phylogenetic+Spatial: local+Education"
"17042",1562,-0.46,0.26,-0.98,-0.46,0.06,-0.46,0,"Phylogenetic+Spatial: local+Education"
"17043",1563,-0.28,0.27,-0.81,-0.28,0.25,-0.29,0,"Phylogenetic+Spatial: local+Education"
"17044",1564,-0.4,0.24,-0.87,-0.4,0.07,-0.4,0,"Phylogenetic+Spatial: local+Education"
"17045",1565,-0.41,0.24,-0.88,-0.41,0.06,-0.41,0,"Phylogenetic+Spatial: local+Education"
"17046",1566,-0.5,0.24,-0.98,-0.5,-0.03,-0.5,0,"Phylogenetic+Spatial: local+Education"
"17047",1567,-0.46,0.24,-0.94,-0.46,0.01,-0.46,0,"Phylogenetic+Spatial: local+Education"
"17048",1568,-0.17,0.25,-0.66,-0.17,0.32,-0.18,0,"Phylogenetic+Spatial: local+Education"
"17049",1569,-0.18,0.25,-0.67,-0.18,0.31,-0.19,0,"Phylogenetic+Spatial: local+Education"
"17050",1570,-0.29,0.23,-0.75,-0.29,0.17,-0.29,0,"Phylogenetic+Spatial: local+Education"
"17051",1571,-0.27,0.23,-0.73,-0.27,0.19,-0.28,0,"Phylogenetic+Spatial: local+Education"
"17052",1572,-0.23,0.23,-0.68,-0.23,0.23,-0.23,0,"Phylogenetic+Spatial: local+Education"
"17053",1573,-0.23,0.23,-0.69,-0.23,0.22,-0.24,0,"Phylogenetic+Spatial: local+Education"
"17054",1574,-0.33,0.23,-0.79,-0.33,0.13,-0.33,0,"Phylogenetic+Spatial: local+Education"
"17055",1575,-0.26,0.24,-0.73,-0.26,0.21,-0.26,0,"Phylogenetic+Spatial: local+Education"
"17056",1576,-0.48,0.26,-0.99,-0.48,0.03,-0.48,0,"Phylogenetic+Spatial: local+Education"
"17057",1577,-0.46,0.28,-1.01,-0.46,0.09,-0.46,0,"Phylogenetic+Spatial: local+Education"
"17058",1578,-0.41,0.28,-0.96,-0.41,0.14,-0.41,0,"Phylogenetic+Spatial: local+Education"
"17059",1579,-0.51,0.29,-1.08,-0.51,0.07,-0.51,0,"Phylogenetic+Spatial: local+Education"
"17060",1580,-0.41,0.3,-0.99,-0.41,0.17,-0.41,0,"Phylogenetic+Spatial: local+Education"
"17061",1581,-0.25,0.33,-0.89,-0.25,0.39,-0.26,0,"Phylogenetic+Spatial: local+Education"
"17062",1582,-0.62,0.32,-1.24,-0.62,0.01,-0.62,0,"Phylogenetic+Spatial: local+Education"
"17063",1583,-0.72,0.32,-1.35,-0.72,-0.09,-0.72,0,"Phylogenetic+Spatial: local+Education"
"17064",1584,-0.11,0.33,-0.75,-0.11,0.54,-0.12,0,"Phylogenetic+Spatial: local+Education"
"17065",1585,-0.25,0.3,-0.85,-0.25,0.34,-0.25,0,"Phylogenetic+Spatial: local+Education"
"17066",1586,-0.26,0.3,-0.84,-0.26,0.33,-0.26,0,"Phylogenetic+Spatial: local+Education"
"17067",1587,-0.27,0.3,-0.85,-0.27,0.31,-0.27,0,"Phylogenetic+Spatial: local+Education"
"17068",1588,-0.22,0.3,-0.82,-0.22,0.38,-0.22,0,"Phylogenetic+Spatial: local+Education"
"17069",1589,-0.26,0.32,-0.9,-0.26,0.38,-0.26,0,"Phylogenetic+Spatial: local+Education"
"17070",1590,-0.99,0.25,-1.48,-0.98,-0.5,-0.98,0,"Phylogenetic+Spatial: local+Education"
"17071",1591,-0.86,0.25,-1.35,-0.86,-0.37,-0.86,0,"Phylogenetic+Spatial: local+Education"
"17072",1592,-0.92,0.25,-1.41,-0.92,-0.44,-0.92,0,"Phylogenetic+Spatial: local+Education"
"17073",1593,-1,0.25,-1.49,-1,-0.52,-1,0,"Phylogenetic+Spatial: local+Education"
"17074",1594,-1.02,0.25,-1.51,-1.02,-0.54,-1.02,0,"Phylogenetic+Spatial: local+Education"
"17075",1595,-0.53,0.26,-1.04,-0.53,-0.03,-0.54,0,"Phylogenetic+Spatial: local+Education"
"17076",1596,-1.12,0.26,-1.63,-1.12,-0.62,-1.12,0,"Phylogenetic+Spatial: local+Education"
"17077",1597,-1.15,0.25,-1.64,-1.14,-0.66,-1.14,0,"Phylogenetic+Spatial: local+Education"
"17078",1598,-1.08,0.26,-1.59,-1.08,-0.57,-1.08,0,"Phylogenetic+Spatial: local+Education"
"17079",1599,-1.14,0.26,-1.65,-1.14,-0.63,-1.13,0,"Phylogenetic+Spatial: local+Education"
"17080",1600,-1.09,0.27,-1.61,-1.09,-0.57,-1.09,0,"Phylogenetic+Spatial: local+Education"
"17081",1601,-1.06,0.25,-1.55,-1.06,-0.58,-1.06,0,"Phylogenetic+Spatial: local+Education"
"17082",1602,-1.14,0.25,-1.64,-1.14,-0.66,-1.14,0,"Phylogenetic+Spatial: local+Education"
"17083",1603,-1.07,0.24,-1.55,-1.07,-0.59,-1.06,0,"Phylogenetic+Spatial: local+Education"
"17084",1604,-1.15,0.25,-1.65,-1.15,-0.66,-1.15,0,"Phylogenetic+Spatial: local+Education"
"17085",1605,-1.17,0.25,-1.66,-1.17,-0.68,-1.16,0,"Phylogenetic+Spatial: local+Education"
"17086",1606,-1.2,0.25,-1.7,-1.2,-0.71,-1.2,0,"Phylogenetic+Spatial: local+Education"
"17087",1607,-1.27,0.24,-1.74,-1.27,-0.81,-1.26,0,"Phylogenetic+Spatial: local+Education"
"17088",1608,-1.24,0.24,-1.71,-1.24,-0.77,-1.23,0,"Phylogenetic+Spatial: local+Education"
"17089",1609,-1.21,0.24,-1.68,-1.21,-0.75,-1.21,0,"Phylogenetic+Spatial: local+Education"
"17090",1610,-1.25,0.24,-1.73,-1.25,-0.78,-1.24,0,"Phylogenetic+Spatial: local+Education"
"17091",1611,-1.2,0.24,-1.69,-1.2,-0.73,-1.2,0,"Phylogenetic+Spatial: local+Education"
"17092",1612,-1.13,0.25,-1.62,-1.13,-0.65,-1.13,0,"Phylogenetic+Spatial: local+Education"
"17093",1613,-0.85,0.25,-1.33,-0.85,-0.36,-0.84,0,"Phylogenetic+Spatial: local+Education"
"17094",1614,-1.07,0.24,-1.55,-1.06,-0.59,-1.06,0,"Phylogenetic+Spatial: local+Education"
"17095",1615,-1.03,0.24,-1.5,-1.02,-0.55,-1.02,0,"Phylogenetic+Spatial: local+Education"
"17096",1616,-1.11,0.25,-1.61,-1.11,-0.63,-1.11,0,"Phylogenetic+Spatial: local+Education"
"17097",1617,-0.28,0.27,-0.81,-0.28,0.26,-0.28,0,"Phylogenetic+Spatial: local+Education"
"17098",1618,-0.26,0.27,-0.79,-0.26,0.28,-0.26,0,"Phylogenetic+Spatial: local+Education"
"17099",1619,-0.01,0.29,-0.58,-0.01,0.57,-0.02,0,"Phylogenetic+Spatial: local+Education"
"17100",1620,-0.19,0.29,-0.75,-0.19,0.38,-0.19,0,"Phylogenetic+Spatial: local+Education"
"17101",1621,-0.64,0.26,-1.15,-0.63,-0.12,-0.63,0,"Phylogenetic+Spatial: local+Education"
"17102",1622,-0.63,0.26,-1.14,-0.63,-0.11,-0.62,0,"Phylogenetic+Spatial: local+Education"
"17103",1623,-0.48,0.28,-1.03,-0.48,0.07,-0.48,0,"Phylogenetic+Spatial: local+Education"
"17104",1624,-0.57,0.28,-1.12,-0.57,-0.02,-0.57,0,"Phylogenetic+Spatial: local+Education"
"17105",1625,-0.33,0.26,-0.84,-0.33,0.2,-0.33,0,"Phylogenetic+Spatial: local+Education"
"17106",1626,-0.27,0.27,-0.79,-0.27,0.26,-0.27,0,"Phylogenetic+Spatial: local+Education"
"17107",1627,-0.29,0.27,-0.83,-0.29,0.24,-0.29,0,"Phylogenetic+Spatial: local+Education"
"17108",1628,-0.12,0.27,-0.65,-0.12,0.41,-0.12,0,"Phylogenetic+Spatial: local+Education"
"17109",1629,-0.11,0.27,-0.64,-0.11,0.42,-0.11,0,"Phylogenetic+Spatial: local+Education"
"17110",1630,-0.12,0.27,-0.66,-0.13,0.41,-0.13,0,"Phylogenetic+Spatial: local+Education"
"17111",1631,-0.01,0.27,-0.54,-0.01,0.53,-0.01,0,"Phylogenetic+Spatial: local+Education"
"17112",1632,-0.17,0.27,-0.71,-0.17,0.36,-0.18,0,"Phylogenetic+Spatial: local+Education"
"17113",1633,-0.08,0.27,-0.62,-0.08,0.46,-0.08,0,"Phylogenetic+Spatial: local+Education"
"17114",1634,-0.37,0.27,-0.91,-0.37,0.16,-0.37,0,"Phylogenetic+Spatial: local+Education"
"17115",1635,-0.13,0.27,-0.66,-0.13,0.41,-0.13,0,"Phylogenetic+Spatial: local+Education"
"17116",1636,-0.36,0.28,-0.9,-0.36,0.18,-0.36,0,"Phylogenetic+Spatial: local+Education"
"17117",1637,-0.51,0.28,-1.06,-0.51,0.04,-0.51,0,"Phylogenetic+Spatial: local+Education"
"17118",1638,-0.16,0.25,-0.65,-0.16,0.32,-0.16,0,"Phylogenetic+Spatial: local+Education"
"17119",1639,-0.14,0.25,-0.63,-0.14,0.35,-0.14,0,"Phylogenetic+Spatial: local+Education"
"17120",1640,-0.01,0.26,-0.52,-0.01,0.5,-0.01,0,"Phylogenetic+Spatial: local+Education"
"17121",1641,0.1,0.25,-0.39,0.1,0.59,0.1,0,"Phylogenetic+Spatial: local+Education"
"17122",1642,0.13,0.25,-0.37,0.13,0.63,0.13,0,"Phylogenetic+Spatial: local+Education"
"17123",1643,0.19,0.26,-0.32,0.19,0.7,0.19,0,"Phylogenetic+Spatial: local+Education"
"17124",1644,0.13,0.26,-0.38,0.13,0.63,0.12,0,"Phylogenetic+Spatial: local+Education"
"17125",1645,-0.13,0.25,-0.62,-0.13,0.37,-0.13,0,"Phylogenetic+Spatial: local+Education"
"17126",1646,-0.13,0.26,-0.63,-0.13,0.38,-0.13,0,"Phylogenetic+Spatial: local+Education"
"17127",1647,-0.44,0.27,-0.96,-0.44,0.09,-0.44,0,"Phylogenetic+Spatial: local+Education"
"17128",1648,-0.33,0.26,-0.85,-0.33,0.19,-0.33,0,"Phylogenetic+Spatial: local+Education"
"17129",1649,-0.29,0.27,-0.8,-0.29,0.24,-0.29,0,"Phylogenetic+Spatial: local+Education"
"17130",1650,-0.28,0.26,-0.8,-0.28,0.24,-0.28,0,"Phylogenetic+Spatial: local+Education"
"17131",1651,-0.5,0.26,-1.02,-0.5,0.02,-0.49,0,"Phylogenetic+Spatial: local+Education"
"17132",1652,-0.34,0.27,-0.86,-0.34,0.19,-0.34,0,"Phylogenetic+Spatial: local+Education"
"17133",1653,-0.33,0.26,-0.84,-0.33,0.19,-0.33,0,"Phylogenetic+Spatial: local+Education"
"17134",1654,-0.38,0.26,-0.9,-0.38,0.14,-0.38,0,"Phylogenetic+Spatial: local+Education"
"17135",1655,-0.44,0.27,-0.96,-0.44,0.08,-0.44,0,"Phylogenetic+Spatial: local+Education"
"17136",1656,-0.33,0.27,-0.87,-0.34,0.2,-0.34,0,"Phylogenetic+Spatial: local+Education"
"17137",1657,-0.29,0.27,-0.82,-0.29,0.25,-0.29,0,"Phylogenetic+Spatial: local+Education"
"17138",1658,0.13,0.26,-0.39,0.13,0.65,0.13,0,"Phylogenetic+Spatial: local+Education"
"17139",1659,0.14,0.26,-0.38,0.13,0.66,0.13,0,"Phylogenetic+Spatial: local+Education"
"17140",1660,0.05,0.27,-0.47,0.05,0.58,0.05,0,"Phylogenetic+Spatial: local+Education"
"17141",1661,-0.03,0.26,-0.55,-0.03,0.49,-0.03,0,"Phylogenetic+Spatial: local+Education"
"17142",1662,-0.04,0.25,-0.53,-0.04,0.45,-0.04,0,"Phylogenetic+Spatial: local+Education"
"17143",1663,-0.11,0.25,-0.6,-0.11,0.38,-0.11,0,"Phylogenetic+Spatial: local+Education"
"17144",1664,-0.07,0.25,-0.57,-0.07,0.42,-0.07,0,"Phylogenetic+Spatial: local+Education"
"17145",1665,-0.03,0.26,-0.55,-0.03,0.49,-0.03,0,"Phylogenetic+Spatial: local+Education"
"17146",1666,-0.03,0.27,-0.55,-0.03,0.5,-0.03,0,"Phylogenetic+Spatial: local+Education"
"17147",1667,0.08,0.26,-0.43,0.08,0.6,0.08,0,"Phylogenetic+Spatial: local+Education"
"17148",1668,0.1,0.26,-0.42,0.1,0.62,0.1,0,"Phylogenetic+Spatial: local+Education"
"17149",1669,0.22,0.27,-0.31,0.22,0.76,0.22,0,"Phylogenetic+Spatial: local+Education"
"17150",1670,0.2,0.27,-0.32,0.2,0.73,0.2,0,"Phylogenetic+Spatial: local+Education"
"17151",1671,0.19,0.27,-0.34,0.19,0.72,0.19,0,"Phylogenetic+Spatial: local+Education"
"17152",1672,0.14,0.28,-0.4,0.14,0.69,0.14,0,"Phylogenetic+Spatial: local+Education"
"17153",1673,-0.05,0.25,-0.54,-0.05,0.44,-0.05,0,"Phylogenetic+Spatial: local+Education"
"17154",1674,-0.03,0.25,-0.52,-0.03,0.46,-0.03,0,"Phylogenetic+Spatial: local+Education"
"17155",1675,0.01,0.26,-0.5,0.01,0.51,0.01,0,"Phylogenetic+Spatial: local+Education"
"17156",1676,0.2,0.25,-0.29,0.2,0.7,0.2,0,"Phylogenetic+Spatial: local+Education"
"17157",1677,0.22,0.25,-0.27,0.22,0.72,0.22,0,"Phylogenetic+Spatial: local+Education"
"17158",1678,0.21,0.26,-0.29,0.21,0.72,0.21,0,"Phylogenetic+Spatial: local+Education"
"17159",1679,-0.33,0.29,-0.89,-0.32,0.24,-0.32,0,"Phylogenetic+Spatial: local+Education"
"17160",1680,-0.51,0.22,-0.93,-0.51,-0.08,-0.51,0,"Phylogenetic+Spatial: local+Education"
"17161",1681,-0.56,0.21,-0.97,-0.56,-0.14,-0.56,0,"Phylogenetic+Spatial: local+Education"
"17162",1682,-0.5,0.21,-0.92,-0.5,-0.08,-0.5,0,"Phylogenetic+Spatial: local+Education"
"17163",1683,-0.5,0.21,-0.91,-0.5,-0.08,-0.5,0,"Phylogenetic+Spatial: local+Education"
"17164",1684,-0.49,0.21,-0.9,-0.49,-0.09,-0.49,0,"Phylogenetic+Spatial: local+Education"
"17165",1685,-0.47,0.21,-0.87,-0.47,-0.06,-0.47,0,"Phylogenetic+Spatial: local+Education"
"17166",1686,-0.45,0.21,-0.87,-0.45,-0.04,-0.45,0,"Phylogenetic+Spatial: local+Education"
"17167",1687,-0.45,0.24,-0.91,-0.45,0.02,-0.45,0,"Phylogenetic+Spatial: local+Education"
"17168",1688,-0.57,0.26,-1.08,-0.57,-0.07,-0.57,0,"Phylogenetic+Spatial: local+Education"
"17169",1689,-0.56,0.25,-1.06,-0.56,-0.06,-0.56,0,"Phylogenetic+Spatial: local+Education"
"17170",1690,-0.67,0.23,-1.13,-0.67,-0.22,-0.67,0,"Phylogenetic+Spatial: local+Education"
"17171",1691,-0.66,0.23,-1.11,-0.66,-0.2,-0.66,0,"Phylogenetic+Spatial: local+Education"
"17172",1692,-0.66,0.23,-1.12,-0.66,-0.2,-0.66,0,"Phylogenetic+Spatial: local+Education"
"17173",1693,-0.53,0.24,-0.99,-0.53,-0.06,-0.53,0,"Phylogenetic+Spatial: local+Education"
"17174",1694,-0.44,0.26,-0.95,-0.44,0.07,-0.44,0,"Phylogenetic+Spatial: local+Education"
"17175",1695,-0.22,0.27,-0.76,-0.22,0.31,-0.23,0,"Phylogenetic+Spatial: local+Education"
"17176",1696,-0.29,0.27,-0.82,-0.29,0.24,-0.29,0,"Phylogenetic+Spatial: local+Education"
"17177",1697,-0.22,0.27,-0.75,-0.22,0.32,-0.22,0,"Phylogenetic+Spatial: local+Education"
"17178",1698,-0.26,0.27,-0.79,-0.26,0.28,-0.26,0,"Phylogenetic+Spatial: local+Education"
"17179",1699,-0.11,0.28,-0.66,-0.11,0.45,-0.11,0,"Phylogenetic+Spatial: local+Education"
"17180",1700,-0.23,0.28,-0.77,-0.23,0.31,-0.24,0,"Phylogenetic+Spatial: local+Education"
"17181",1701,-0.73,0.31,-1.34,-0.73,-0.12,-0.72,0,"Phylogenetic+Spatial: local+Education"
"17182",1702,-0.3,0.29,-0.87,-0.3,0.26,-0.3,0,"Phylogenetic+Spatial: local+Education"
"17183",1703,-0.34,0.29,-0.9,-0.34,0.23,-0.34,0,"Phylogenetic+Spatial: local+Education"
"17184",1704,0.12,0.28,-0.43,0.12,0.68,0.12,0,"Phylogenetic+Spatial: local+Education"
"17185",1705,0.14,0.28,-0.42,0.14,0.69,0.13,0,"Phylogenetic+Spatial: local+Education"
"17186",1706,0.15,0.32,-0.47,0.14,0.77,0.14,0,"Phylogenetic+Spatial: local+Education"
"17187",1707,-0.37,0.28,-0.92,-0.37,0.17,-0.37,0,"Phylogenetic+Spatial: local+Education"
