"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.0838...2129",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0839...2130",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0840...2131",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0841...2132",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0842...2133",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0843...2134",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0844...2135",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0845...2136",0.22,0.09,0.05,0.21,0.42,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.0846...2137",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0847...2138",0.31,0.11,0.09,0.31,0.54,0.31,"L1 speakers (nonlinear)"
"fitted.Predictor.0848...2139",0.16,0.09,0.01,0.16,0.36,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.0849...2140",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0850...2141",0.09,0.07,-0.04,0.08,0.24,0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0851...2142",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0852...2143",0.22,0.09,0.05,0.21,0.42,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.0853...2144",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0854...2145",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0855...2146",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0856...2147",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0857...2148",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0858...2149",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0859...2150",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0860...2151",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0861...2152",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0862...2153",0.09,0.07,-0.04,0.08,0.24,0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0863...2154",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0864...2155",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0865...2156",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0866...2157",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.0867...2158",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0868...2159",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0869...2160",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0870...2161",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0871...2162",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0872...2163",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0873...2164",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0874...2165",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0875...2166",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0876...2167",0.01,0.05,-0.1,0.01,0.12,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0877...2168",0.31,0.11,0.09,0.31,0.54,0.31,"L1 speakers (nonlinear)"
"fitted.Predictor.0878...2169",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0879...2170",0.01,0.05,-0.1,0.01,0.12,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0880...2171",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0881...2172",0.16,0.09,0.01,0.16,0.36,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.0882...2173",0.16,0.09,0.01,0.16,0.36,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.0883...2174",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0884...2175",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0885...2176",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0886...2177",0.16,0.09,0.01,0.16,0.36,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.0887...2178",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0888...2179",0.01,0.05,-0.1,0.01,0.12,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0889...2180",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0890...2181",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0891...2182",0.18,0.06,0.06,0.18,0.31,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.0892...2183",0.18,0.06,0.06,0.18,0.31,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.0893...2184",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0894...2185",0.09,0.06,-0.03,0.09,0.19,0.09,"L1 speakers (nonlinear)"
"fitted.Predictor.0895...2186",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.0896...2187",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0897...2188",0.09,0.07,-0.04,0.08,0.24,0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0898...2189",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0899...2190",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0900...2191",0.22,0.09,0.05,0.21,0.42,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.0901...2192",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0902...2193",0.42,0.19,0.05,0.42,0.78,0.42,"L1 speakers (nonlinear)"
"fitted.Predictor.0903...2194",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0904...2195",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0905...2196",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0906...2197",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0907...2198",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.0908...2199",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0909...2200",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0910...2201",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0911...2202",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0912...2203",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0913...2204",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0914...2205",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0915...2206",0.09,0.07,-0.04,0.08,0.24,0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0916...2207",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0917...2208",0.09,0.07,-0.04,0.08,0.24,0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0918...2209",0.16,0.09,0.01,0.16,0.36,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.0919...2210",0.01,0.05,-0.1,0.01,0.12,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0920...2211",0.09,0.07,-0.04,0.08,0.24,0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0921...2212",0.09,0.07,-0.04,0.08,0.24,0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0922...2213",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0923...2214",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0924...2215",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0925...2216",0.42,0.19,0.05,0.42,0.78,0.42,"L1 speakers (nonlinear)"
"fitted.Predictor.0926...2217",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0927...2218",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0928...2219",0.01,0.05,-0.1,0.01,0.12,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0929...2220",0.16,0.09,0.01,0.16,0.36,0.15,"L1 speakers (nonlinear)"
"fitted.Predictor.0930...2221",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0931...2222",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0932...2223",0.22,0.09,0.05,0.21,0.42,0.2,"L1 speakers (nonlinear)"
"fitted.Predictor.0933...2224",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0934...2225",0.31,0.11,0.09,0.31,0.54,0.31,"L1 speakers (nonlinear)"
"fitted.Predictor.0935...2226",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0936...2227",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0937...2228",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0938...2229",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0939...2230",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0940...2231",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0941...2232",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0942...2233",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0943...2234",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0944...2235",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0945...2236",0.18,0.06,0.06,0.18,0.31,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.0946...2237",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0947...2238",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0948...2239",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0949...2240",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0950...2241",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0951...2242",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0952...2243",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0953...2244",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0954...2245",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0955...2246",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0956...2247",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0957...2248",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0958...2249",0.31,0.11,0.09,0.31,0.54,0.31,"L1 speakers (nonlinear)"
"fitted.Predictor.0959...2250",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0960...2251",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0961...2252",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0962...2253",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0963...2254",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0964...2255",0.27,0.1,0.08,0.26,0.47,0.26,"L1 speakers (nonlinear)"
"fitted.Predictor.0965...2256",0.42,0.19,0.05,0.42,0.78,0.42,"L1 speakers (nonlinear)"
"fitted.Predictor.0966...2257",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0967...2258",0.01,0.05,-0.1,0.01,0.12,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0968...2259",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0969...2260",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0970...2261",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0971...2262",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0972...2263",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0973...2264",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0974...2265",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.0975...2266",0.09,0.06,-0.03,0.09,0.19,0.09,"L1 speakers (nonlinear)"
"fitted.Predictor.0976...2267",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0977...2268",0.09,0.06,-0.03,0.09,0.19,0.09,"L1 speakers (nonlinear)"
"fitted.Predictor.0978...2269",0.18,0.06,0.06,0.18,0.31,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.0979...2270",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.0980...2271",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.0981...2272",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0982...2273",0.09,0.07,-0.04,0.08,0.24,0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.0983...2274",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.0984...2275",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.0985...2276",0.57,0.15,0.29,0.57,0.86,0.56,"L1 speakers (nonlinear)"
"fitted.Predictor.0986...2277",0.57,0.15,0.29,0.57,0.86,0.56,"L1 speakers (nonlinear)"
"fitted.Predictor.0987...2278",0.57,0.15,0.29,0.57,0.86,0.56,"L1 speakers (nonlinear)"
"fitted.Predictor.0988...2279",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.0989...2280",0.64,0.19,0.26,0.64,1.02,0.64,"L1 speakers (nonlinear)"
"fitted.Predictor.0990...2281",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.0991...2282",0.64,0.19,0.26,0.64,1.02,0.64,"L1 speakers (nonlinear)"
"fitted.Predictor.0992...2283",0.57,0.15,0.29,0.57,0.86,0.56,"L1 speakers (nonlinear)"
"fitted.Predictor.0993...2284",0.44,0.11,0.24,0.43,0.66,0.43,"L1 speakers (nonlinear)"
"fitted.Predictor.0994...2285",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.0995...2286",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.0996...2287",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.0997...2288",0.57,0.15,0.29,0.57,0.86,0.56,"L1 speakers (nonlinear)"
"fitted.Predictor.0998...2289",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.0999...2290",0.53,0.13,0.28,0.53,0.78,0.52,"L1 speakers (nonlinear)"
"fitted.Predictor.1000...2291",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.1001...2292",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.1002...2293",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1003...2294",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.1004...2295",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.1005...2296",0.64,0.19,0.26,0.64,1.02,0.64,"L1 speakers (nonlinear)"
"fitted.Predictor.1006...2297",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.1007...2298",0.09,0.06,-0.03,0.09,0.19,0.09,"L1 speakers (nonlinear)"
"fitted.Predictor.1008...2299",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1009...2300",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1010...2301",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1011...2302",0.09,0.06,-0.03,0.09,0.19,0.09,"L1 speakers (nonlinear)"
"fitted.Predictor.1012...2303",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1013...2304",0.53,0.13,0.28,0.53,0.78,0.52,"L1 speakers (nonlinear)"
"fitted.Predictor.1014...2305",0.18,0.06,0.06,0.18,0.31,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.1015...2306",0.44,0.11,0.24,0.43,0.66,0.43,"L1 speakers (nonlinear)"
"fitted.Predictor.1016...2307",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.1017...2308",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.1018...2309",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1019...2310",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.1020...2311",0.53,0.13,0.28,0.53,0.78,0.52,"L1 speakers (nonlinear)"
"fitted.Predictor.1021...2312",0.44,0.11,0.24,0.43,0.66,0.43,"L1 speakers (nonlinear)"
"fitted.Predictor.1022...2313",0.18,0.06,0.06,0.18,0.31,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.1023...2314",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.1024...2315",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.1025...2316",0.44,0.11,0.24,0.43,0.66,0.43,"L1 speakers (nonlinear)"
"fitted.Predictor.1026...2317",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.1027...2318",0.18,0.06,0.06,0.18,0.31,0.18,"L1 speakers (nonlinear)"
"fitted.Predictor.1028...2319",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.1029...2320",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1030...2321",-0.09,0.05,-0.18,-0.09,0,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.1031...2322",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1032...2323",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1033...2324",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.1034...2325",-0.05,0.05,-0.16,-0.05,0.04,-0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.1035...2326",0.09,0.06,-0.03,0.09,0.19,0.09,"L1 speakers (nonlinear)"
"fitted.Predictor.1036...2327",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1037...2328",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1038...2329",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.1039...2330",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.1040...2331",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.1041...2332",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1042...2333",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.1043...2334",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.1044...2335",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.1045...2336",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.1046...2337",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.1047...2338",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.1048...2339",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.1049...2340",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1050...2341",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1051...2342",0.09,0.06,-0.03,0.09,0.19,0.09,"L1 speakers (nonlinear)"
"fitted.Predictor.1052...2343",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1053...2344",-0.11,0.04,-0.19,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1054...2345",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1055...2346",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1056...2347",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1057...2348",0.37,0.1,0.2,0.37,0.58,0.36,"L1 speakers (nonlinear)"
"fitted.Predictor.1058...2349",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1059...2350",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.1060...2351",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1061...2352",0.09,0.06,-0.03,0.09,0.19,0.09,"L1 speakers (nonlinear)"
"fitted.Predictor.1062...2353",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1063...2354",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.1064...2355",-0.12,0.04,-0.2,-0.12,-0.03,-0.12,"L1 speakers (nonlinear)"
"fitted.Predictor.1065...2356",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.1066...2357",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.1067...2358",-0.11,0.04,-0.2,-0.11,-0.03,-0.11,"L1 speakers (nonlinear)"
"fitted.Predictor.1068...2359",0.31,0.11,0.09,0.31,0.54,0.31,"L1 speakers (nonlinear)"
"fitted.Predictor.1069...2360",0.01,0.05,-0.11,0.01,0.1,0.01,"L1 speakers (nonlinear)"
"fitted.Predictor.1070...2361",0.26,0.07,0.12,0.26,0.42,0.25,"L1 speakers (nonlinear)"
"fitted.Predictor.1071...2362",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.1072...2363",-0.08,0.05,-0.17,-0.08,0.01,-0.08,"L1 speakers (nonlinear)"
"fitted.Predictor.1073...2364",-0.1,0.04,-0.19,-0.1,-0.02,-0.1,"L1 speakers (nonlinear)"
"fitted.Predictor.1074...2365",-0.04,0.05,-0.14,-0.04,0.05,-0.04,"L1 speakers (nonlinear)"
