"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"3036","Phylogenetic+Spatial: local",406,0.19,0.33,-0.46,0.19,0.85,0.19,0
"3037","Phylogenetic+Spatial: local",407,0.2,0.32,-0.43,0.2,0.84,0.2,0
"3038","Phylogenetic+Spatial: local",408,-0.1,0.3,-0.69,-0.1,0.48,-0.1,0
"3039","Phylogenetic+Spatial: local",409,0.06,0.26,-0.46,0.06,0.57,0.06,0
"3040","Phylogenetic+Spatial: local",410,-0.04,0.3,-0.62,-0.04,0.55,-0.03,0
"3041","Phylogenetic+Spatial: local",411,0.31,0.27,-0.22,0.31,0.86,0.31,0
"3042","Phylogenetic+Spatial: local",412,-0.08,0.32,-0.7,-0.08,0.54,-0.08,0
"3043","Phylogenetic+Spatial: local",413,0.13,0.34,-0.53,0.13,0.8,0.13,0
"3044","Phylogenetic+Spatial: local",414,0.13,0.34,-0.53,0.13,0.8,0.12,0
"3045","Phylogenetic+Spatial: local",415,0.21,0.36,-0.49,0.21,0.93,0.21,0
"3046","Phylogenetic+Spatial: local",416,-0.02,0.36,-0.73,-0.02,0.68,-0.02,0
"3047","Phylogenetic+Spatial: local",417,0.13,0.36,-0.57,0.13,0.84,0.13,0
"3048","Phylogenetic+Spatial: local",418,0.03,0.36,-0.69,0.03,0.74,0.03,0
"3049","Phylogenetic+Spatial: local",419,0.11,0.31,-0.49,0.11,0.72,0.11,0
"3050","Phylogenetic+Spatial: local",420,0.43,0.31,-0.17,0.43,1.03,0.42,0
"3051","Phylogenetic+Spatial: local",421,0.32,0.32,-0.3,0.32,0.94,0.32,0
"3052","Phylogenetic+Spatial: local",422,0.65,0.35,-0.02,0.65,1.36,0.64,0
"3053","Phylogenetic+Spatial: local",423,0.58,0.32,-0.03,0.58,1.22,0.57,0
"3054","Phylogenetic+Spatial: local",424,0.04,0.35,-0.64,0.04,0.73,0.04,0
"3055","Phylogenetic+Spatial: local",425,0.37,0.33,-0.27,0.37,1.03,0.36,0
"3056","Phylogenetic+Spatial: local",426,0.36,0.33,-0.28,0.36,1.03,0.36,0
"3057","Phylogenetic+Spatial: local",427,0.39,0.33,-0.24,0.39,1.04,0.38,0
"3058","Phylogenetic+Spatial: local",428,-0.5,0.34,-1.17,-0.5,0.16,-0.49,0
"3059","Phylogenetic+Spatial: local",429,-0.48,0.33,-1.14,-0.48,0.17,-0.47,0
"3060","Phylogenetic+Spatial: local",430,-0.49,0.33,-1.15,-0.49,0.15,-0.49,0
"3061","Phylogenetic+Spatial: local",431,-0.6,0.33,-1.25,-0.59,0.04,-0.59,0
"3062","Phylogenetic+Spatial: local",432,-0.35,0.37,-1.09,-0.35,0.37,-0.35,0
"3063","Phylogenetic+Spatial: local",433,0.28,0.33,-0.37,0.28,0.93,0.27,0
"3064","Phylogenetic+Spatial: local",434,0.04,0.37,-0.69,0.04,0.75,0.04,0
"3065","Phylogenetic+Spatial: local",435,0.32,0.31,-0.29,0.32,0.94,0.32,0
"3066","Phylogenetic+Spatial: local",436,0.24,0.3,-0.35,0.25,0.83,0.25,0
"3067","Phylogenetic+Spatial: local",437,0.21,0.31,-0.39,0.21,0.81,0.21,0
"3068","Phylogenetic+Spatial: local",438,-0.01,0.29,-0.58,-0.01,0.55,-0.01,0
"3069","Phylogenetic+Spatial: local",439,0.32,0.32,-0.31,0.32,0.95,0.32,0
"3070","Phylogenetic+Spatial: local",440,0.15,0.32,-0.48,0.15,0.79,0.15,0
"3071","Phylogenetic+Spatial: local",441,0.08,0.34,-0.59,0.08,0.76,0.08,0
"3072","Phylogenetic+Spatial: local",442,0.24,0.32,-0.38,0.24,0.86,0.23,0
"3073","Phylogenetic+Spatial: local",443,-0.02,0.28,-0.57,-0.02,0.52,-0.02,0
"3074","Phylogenetic+Spatial: local",444,0.02,0.28,-0.53,0.01,0.56,0.01,0
"3075","Phylogenetic+Spatial: local",445,0.07,0.29,-0.49,0.07,0.63,0.07,0
"3076","Phylogenetic+Spatial: local",446,0.22,0.31,-0.38,0.22,0.82,0.22,0
"3077","Phylogenetic+Spatial: local",447,0.25,0.33,-0.39,0.25,0.91,0.25,0
"3078","Phylogenetic+Spatial: local",448,0.07,0.33,-0.58,0.07,0.7,0.07,0
"3079","Phylogenetic+Spatial: local",449,-0.08,0.32,-0.71,-0.08,0.55,-0.08,0
"3080","Phylogenetic+Spatial: local",450,0.3,0.33,-0.35,0.3,0.96,0.3,0
"3081","Phylogenetic+Spatial: local",451,0.03,0.37,-0.69,0.03,0.75,0.03,0
"3082","Phylogenetic+Spatial: local",452,0.12,0.42,-0.69,0.12,0.94,0.11,0
"3083","Phylogenetic+Spatial: local",453,-0.15,0.37,-0.87,-0.15,0.56,-0.15,0
"3084","Phylogenetic+Spatial: local",454,-0.01,0.34,-0.69,-0.01,0.66,-0.01,0
"3085","Phylogenetic+Spatial: local",455,-0.15,0.31,-0.77,-0.15,0.46,-0.15,0
"3086","Phylogenetic+Spatial: local",456,0.08,0.31,-0.51,0.08,0.69,0.08,0
"3087","Phylogenetic+Spatial: local",457,-0.44,0.38,-1.19,-0.43,0.29,-0.42,0
"3088","Phylogenetic+Spatial: local",458,-0.45,0.35,-1.16,-0.45,0.23,-0.44,0
"3089","Phylogenetic+Spatial: local",459,-0.53,0.36,-1.25,-0.52,0.17,-0.51,0
"3090","Phylogenetic+Spatial: local",460,-0.33,0.37,-1.07,-0.32,0.39,-0.32,0
"3091","Phylogenetic+Spatial: local",461,-0.38,0.36,-1.09,-0.37,0.32,-0.37,0
"3092","Phylogenetic+Spatial: local",462,-0.41,0.38,-1.16,-0.4,0.32,-0.39,0
"3093","Phylogenetic+Spatial: local",463,-0.38,0.38,-1.14,-0.38,0.35,-0.37,0
"3094","Phylogenetic+Spatial: local",464,-0.56,0.37,-1.29,-0.55,0.15,-0.54,0
"3095","Phylogenetic+Spatial: local",465,-0.32,0.36,-1.04,-0.32,0.38,-0.31,0
"3096","Phylogenetic+Spatial: local",466,0.24,0.38,-0.49,0.24,0.98,0.24,0
"3097","Phylogenetic+Spatial: local",467,0.38,0.38,-0.35,0.38,1.14,0.37,0
"3098","Phylogenetic+Spatial: local",468,-0.26,0.38,-1.01,-0.26,0.48,-0.25,0
"3099","Phylogenetic+Spatial: local",469,-0.19,0.34,-0.87,-0.19,0.48,-0.19,0
"3100","Phylogenetic+Spatial: local",470,-0.45,0.34,-1.13,-0.45,0.2,-0.45,0
"3101","Phylogenetic+Spatial: local",471,-0.32,0.32,-0.96,-0.32,0.31,-0.31,0
"3102","Phylogenetic+Spatial: local",472,0.06,0.3,-0.52,0.06,0.64,0.06,0
"3103","Phylogenetic+Spatial: local",473,0.25,0.35,-0.43,0.25,0.95,0.24,0
"3104","Phylogenetic+Spatial: local",474,-0.28,0.28,-0.84,-0.28,0.27,-0.28,0
"3105","Phylogenetic+Spatial: local",475,-0.29,0.29,-0.86,-0.29,0.27,-0.29,0
"3106","Phylogenetic+Spatial: local",476,-0.19,0.32,-0.83,-0.19,0.44,-0.19,0
"3107","Phylogenetic+Spatial: local",477,-0.31,0.35,-1,-0.31,0.38,-0.3,0
"3108","Phylogenetic+Spatial: local",478,-0.13,0.31,-0.73,-0.13,0.48,-0.13,0
"3109","Phylogenetic+Spatial: local",479,-0.58,0.33,-1.25,-0.58,0.06,-0.57,0
"3110","Phylogenetic+Spatial: local",480,0.47,0.3,-0.12,0.47,1.06,0.46,0
"3111","Phylogenetic+Spatial: local",481,0.46,0.31,-0.13,0.46,1.07,0.45,0
"3112","Phylogenetic+Spatial: local",482,0.47,0.3,-0.12,0.46,1.06,0.46,0
"3113","Phylogenetic+Spatial: local",483,-0.17,0.35,-0.86,-0.17,0.51,-0.17,0
"3114","Phylogenetic+Spatial: local",484,-0.19,0.35,-0.88,-0.19,0.49,-0.18,0
"3115","Phylogenetic+Spatial: local",485,-0.34,0.36,-1.05,-0.34,0.35,-0.34,0
"3116","Phylogenetic+Spatial: local",486,-0.33,0.36,-1.04,-0.32,0.37,-0.32,0
"3117","Phylogenetic+Spatial: local",487,-0.02,0.33,-0.66,-0.02,0.62,-0.02,0
"3118","Phylogenetic+Spatial: local",488,-0.38,0.34,-1.05,-0.37,0.28,-0.37,0
"3119","Phylogenetic+Spatial: local",489,-0.51,0.35,-1.2,-0.5,0.16,-0.49,0
"3120","Phylogenetic+Spatial: local",490,-0.43,0.35,-1.13,-0.42,0.26,-0.41,0
"3121","Phylogenetic+Spatial: local",491,-0.46,0.34,-1.14,-0.46,0.21,-0.45,0
"3122","Phylogenetic+Spatial: local",492,-0.32,0.37,-1.05,-0.31,0.4,-0.31,0
"3123","Phylogenetic+Spatial: local",493,-0.19,0.35,-0.89,-0.19,0.5,-0.19,0
"3124","Phylogenetic+Spatial: local",494,-0.4,0.35,-1.09,-0.4,0.27,-0.39,0
"3125","Phylogenetic+Spatial: local",495,-0.42,0.34,-1.1,-0.41,0.25,-0.41,0
"3126","Phylogenetic+Spatial: local",496,-0.4,0.33,-1.06,-0.4,0.24,-0.4,0
"3127","Phylogenetic+Spatial: local",497,-0.37,0.34,-1.04,-0.37,0.29,-0.36,0
"3128","Phylogenetic+Spatial: local",498,0.01,0.36,-0.71,0.01,0.72,0.01,0
"3129","Phylogenetic+Spatial: local",499,0.59,0.36,-0.11,0.58,1.3,0.58,0
"3130","Phylogenetic+Spatial: local",500,0.62,0.37,-0.1,0.61,1.37,0.6,0
"3131","Phylogenetic+Spatial: local",501,0.71,0.33,0.06,0.7,1.37,0.69,0
"3132","Phylogenetic+Spatial: local",502,-0.06,0.34,-0.72,-0.06,0.6,-0.06,0
"3133","Phylogenetic+Spatial: local",503,0.37,0.35,-0.32,0.36,1.06,0.36,0
"3134","Phylogenetic+Spatial: local",504,-0.05,0.35,-0.74,-0.05,0.63,-0.05,0
"3135","Phylogenetic+Spatial: local",505,0.36,0.36,-0.34,0.36,1.08,0.35,0
"3136","Phylogenetic+Spatial: local",506,0.05,0.37,-0.67,0.05,0.78,0.05,0
"3137","Phylogenetic+Spatial: local",507,-0.26,0.33,-0.92,-0.26,0.39,-0.25,0
"3138","Phylogenetic+Spatial: local",508,-0.08,0.37,-0.81,-0.07,0.66,-0.07,0
"3139","Phylogenetic+Spatial: local",509,-0.07,0.39,-0.83,-0.07,0.68,-0.07,0
"3140","Phylogenetic+Spatial: local",510,-0.21,0.36,-0.92,-0.21,0.49,-0.2,0
"3141","Phylogenetic+Spatial: local",511,-0.26,0.34,-0.93,-0.26,0.39,-0.26,0
"3142","Phylogenetic+Spatial: local",512,-0.03,0.39,-0.8,-0.03,0.73,-0.03,0
"3143","Phylogenetic+Spatial: local",513,-0.27,0.33,-0.93,-0.27,0.38,-0.26,0
"3144","Phylogenetic+Spatial: local",514,-0.27,0.33,-0.92,-0.27,0.37,-0.27,0
"3145","Phylogenetic+Spatial: local",515,-0.29,0.33,-0.94,-0.28,0.36,-0.28,0
"3146","Phylogenetic+Spatial: local",516,-0.06,0.37,-0.8,-0.06,0.67,-0.06,0
"3147","Phylogenetic+Spatial: local",517,-0.22,0.36,-0.92,-0.22,0.48,-0.21,0
"3148","Phylogenetic+Spatial: local",518,0,0.37,-0.72,0,0.72,0,0
"3149","Phylogenetic+Spatial: local",519,-0.19,0.39,-0.95,-0.19,0.56,-0.18,0
"3150","Phylogenetic+Spatial: local",520,-0.02,0.36,-0.73,-0.02,0.68,-0.02,0
"3151","Phylogenetic+Spatial: local",521,-0.03,0.36,-0.74,-0.03,0.68,-0.02,0
"3152","Phylogenetic+Spatial: local",522,-0.04,0.33,-0.7,-0.04,0.62,-0.04,0
"3153","Phylogenetic+Spatial: local",523,0.11,0.38,-0.65,0.11,0.87,0.1,0
"3154","Phylogenetic+Spatial: local",524,0.7,0.33,0.05,0.7,1.37,0.69,0
"3155","Phylogenetic+Spatial: local",525,-0.16,0.41,-0.98,-0.16,0.64,-0.16,0
"3156","Phylogenetic+Spatial: local",526,0.22,0.41,-0.57,0.22,1.03,0.21,0
"3157","Phylogenetic+Spatial: local",527,0.11,0.42,-0.7,0.11,0.94,0.11,0
"3158","Phylogenetic+Spatial: local",528,0.34,0.38,-0.39,0.34,1.09,0.33,0
"3159","Phylogenetic+Spatial: local",529,0.24,0.38,-0.51,0.23,0.99,0.23,0
"3160","Phylogenetic+Spatial: local",530,-0.04,0.38,-0.78,-0.04,0.71,-0.03,0
"3161","Phylogenetic+Spatial: local",531,-0.1,0.39,-0.86,-0.09,0.66,-0.09,0
"3162","Phylogenetic+Spatial: local",532,-0.1,0.39,-0.86,-0.1,0.65,-0.1,0
"3163","Phylogenetic+Spatial: local",533,-0.01,0.39,-0.77,-0.01,0.75,-0.01,0
"3164","Phylogenetic+Spatial: local",534,0.18,0.39,-0.58,0.18,0.95,0.17,0
"3165","Phylogenetic+Spatial: local",535,0.09,0.38,-0.65,0.09,0.85,0.09,0
"3166","Phylogenetic+Spatial: local",536,0.03,0.39,-0.73,0.02,0.79,0.02,0
"3167","Phylogenetic+Spatial: local",537,0.01,0.39,-0.76,0.01,0.77,0.01,0
"3168","Phylogenetic+Spatial: local",538,0.34,0.39,-0.41,0.34,1.12,0.33,0
"3169","Phylogenetic+Spatial: local",539,-0.09,0.39,-0.85,-0.09,0.67,-0.08,0
"3170","Phylogenetic+Spatial: local",540,-0.23,0.39,-1,-0.23,0.53,-0.22,0
"3171","Phylogenetic+Spatial: local",541,0,0.37,-0.73,0,0.74,0,0
"3172","Phylogenetic+Spatial: local",542,0.16,0.42,-0.65,0.16,0.99,0.15,0
"3173","Phylogenetic+Spatial: local",543,0.02,0.37,-0.7,0.02,0.74,0.01,0
"3174","Phylogenetic+Spatial: local",544,-0.06,0.36,-0.77,-0.06,0.65,-0.06,0
"3175","Phylogenetic+Spatial: local",545,-0.01,0.36,-0.72,-0.01,0.7,-0.01,0
"3176","Phylogenetic+Spatial: local",546,-0.01,0.36,-0.71,-0.01,0.69,-0.01,0
"3177","Phylogenetic+Spatial: local",547,0.24,0.37,-0.49,0.23,0.98,0.23,0
"3178","Phylogenetic+Spatial: local",548,-0.02,0.36,-0.71,-0.02,0.68,-0.02,0
"3179","Phylogenetic+Spatial: local",549,0.15,0.38,-0.58,0.15,0.9,0.15,0
"3180","Phylogenetic+Spatial: local",550,0.35,0.35,-0.34,0.34,1.05,0.34,0
"3181","Phylogenetic+Spatial: local",551,0.4,0.37,-0.32,0.39,1.14,0.38,0
"3182","Phylogenetic+Spatial: local",552,0.38,0.36,-0.32,0.37,1.09,0.37,0
"3183","Phylogenetic+Spatial: local",553,0.28,0.35,-0.4,0.28,0.97,0.27,0
"3184","Phylogenetic+Spatial: local",554,0.26,0.35,-0.42,0.26,0.95,0.26,0
"3185","Phylogenetic+Spatial: local",555,0.34,0.35,-0.34,0.34,1.03,0.33,0
"3186","Phylogenetic+Spatial: local",556,0.32,0.35,-0.36,0.32,1.01,0.31,0
"3187","Phylogenetic+Spatial: local",557,0.36,0.35,-0.32,0.36,1.06,0.35,0
"3188","Phylogenetic+Spatial: local",558,0.41,0.38,-0.33,0.41,1.18,0.4,0
"3189","Phylogenetic+Spatial: local",559,0.44,0.38,-0.29,0.43,1.19,0.42,0
"3190","Phylogenetic+Spatial: local",560,0.19,0.38,-0.55,0.19,0.95,0.19,0
"3191","Phylogenetic+Spatial: local",561,0.15,0.4,-0.64,0.14,0.94,0.14,0
"3192","Phylogenetic+Spatial: local",562,0.11,0.37,-0.62,0.11,0.85,0.1,0
"3193","Phylogenetic+Spatial: local",563,-0.01,0.38,-0.76,-0.01,0.74,-0.01,0
"3194","Phylogenetic+Spatial: local",564,-0.19,0.38,-0.96,-0.19,0.56,-0.19,0
"3195","Phylogenetic+Spatial: local",565,0.35,0.39,-0.4,0.34,1.12,0.34,0
"3196","Phylogenetic+Spatial: local",566,-0.11,0.38,-0.86,-0.11,0.64,-0.1,0
"3197","Phylogenetic+Spatial: local",567,-0.01,0.38,-0.77,-0.01,0.74,-0.01,0
"3198","Phylogenetic+Spatial: local",568,-0.03,0.38,-0.78,-0.03,0.73,-0.02,0
"3199","Phylogenetic+Spatial: local",569,0.05,0.35,-0.64,0.05,0.75,0.05,0
"3200","Phylogenetic+Spatial: local",570,0.17,0.38,-0.58,0.17,0.93,0.16,0
"3201","Phylogenetic+Spatial: local",571,-0.21,0.38,-0.97,-0.2,0.54,-0.2,0
"3202","Phylogenetic+Spatial: local",572,-0.01,0.38,-0.76,-0.01,0.74,-0.01,0
"3203","Phylogenetic+Spatial: local",573,-0.11,0.36,-0.81,-0.11,0.59,-0.11,0
"3204","Phylogenetic+Spatial: local",574,0.12,0.38,-0.63,0.12,0.88,0.11,0
"3205","Phylogenetic+Spatial: local",575,-0.21,0.36,-0.91,-0.2,0.49,-0.2,0
"3206","Phylogenetic+Spatial: local",576,0.42,0.39,-0.33,0.42,1.21,0.41,0
"3207","Phylogenetic+Spatial: local",577,0.09,0.39,-0.67,0.09,0.85,0.08,0
"3208","Phylogenetic+Spatial: local",578,0.36,0.39,-0.4,0.35,1.13,0.34,0
"3209","Phylogenetic+Spatial: local",579,-0.15,0.35,-0.84,-0.15,0.53,-0.15,0
"3210","Phylogenetic+Spatial: local",580,-0.24,0.36,-0.96,-0.23,0.47,-0.23,0
"3211","Phylogenetic+Spatial: local",581,-0.26,0.38,-1.03,-0.26,0.48,-0.25,0
"3212","Phylogenetic+Spatial: local",582,-0.12,0.38,-0.88,-0.12,0.63,-0.11,0
"3213","Phylogenetic+Spatial: local",583,0,0.37,-0.73,0,0.73,0,0
"3214","Phylogenetic+Spatial: local",584,-0.31,0.37,-1.05,-0.31,0.41,-0.3,0
"3215","Phylogenetic+Spatial: local",585,0.05,0.38,-0.7,0.05,0.8,0.05,0
"3216","Phylogenetic+Spatial: local",586,-0.26,0.37,-1,-0.26,0.46,-0.26,0
"3217","Phylogenetic+Spatial: local",587,-0.21,0.38,-0.97,-0.21,0.53,-0.2,0
"3218","Phylogenetic+Spatial: local",588,-0.19,0.38,-0.95,-0.19,0.54,-0.19,0
"3219","Phylogenetic+Spatial: local",589,-0.05,0.38,-0.79,-0.04,0.69,-0.04,0
"3220","Phylogenetic+Spatial: local",590,-0.21,0.38,-0.98,-0.21,0.53,-0.21,0
"3221","Phylogenetic+Spatial: local",591,-0.01,0.37,-0.74,-0.01,0.72,-0.01,0
"3222","Phylogenetic+Spatial: local",592,-0.13,0.38,-0.88,-0.12,0.62,-0.12,0
"3223","Phylogenetic+Spatial: local",593,-0.03,0.37,-0.76,-0.03,0.69,-0.03,0
"3224","Phylogenetic+Spatial: local",594,0.03,0.38,-0.72,0.03,0.79,0.03,0
"3225","Phylogenetic+Spatial: local",595,-0.11,0.37,-0.84,-0.11,0.61,-0.1,0
"3226","Phylogenetic+Spatial: local",596,0.04,0.38,-0.71,0.04,0.79,0.04,0
"3227","Phylogenetic+Spatial: local",597,-0.09,0.38,-0.84,-0.09,0.65,-0.09,0
"3228","Phylogenetic+Spatial: local",598,-0.02,0.39,-0.78,-0.02,0.74,-0.02,0
"3229","Phylogenetic+Spatial: local",599,0.39,0.39,-0.37,0.38,1.17,0.37,0
"3230","Phylogenetic+Spatial: local",600,0.14,0.39,-0.61,0.14,0.91,0.14,0
"3231","Phylogenetic+Spatial: local",601,0.08,0.39,-0.67,0.08,0.84,0.08,0
"3232","Phylogenetic+Spatial: local",602,-0.11,0.33,-0.75,-0.1,0.53,-0.1,0
"3233","Phylogenetic+Spatial: local",603,-0.37,0.29,-0.94,-0.37,0.18,-0.37,0
"3234","Phylogenetic+Spatial: local",604,-0.08,0.3,-0.67,-0.08,0.51,-0.08,0
"3235","Phylogenetic+Spatial: local",605,-0.09,0.29,-0.66,-0.09,0.47,-0.09,0
"3236","Phylogenetic+Spatial: local",606,-0.34,0.36,-1.07,-0.34,0.35,-0.33,0
"3237","Phylogenetic+Spatial: local",607,-0.39,0.28,-0.95,-0.39,0.16,-0.38,0
"3238","Phylogenetic+Spatial: local",608,-0.45,0.3,-1.04,-0.44,0.13,-0.44,0
"3239","Phylogenetic+Spatial: local",609,-0.45,0.28,-1.01,-0.45,0.1,-0.45,0
"3240","Phylogenetic+Spatial: local",610,-0.47,0.35,-1.17,-0.46,0.2,-0.45,0
"3241","Phylogenetic+Spatial: local",611,-0.46,0.35,-1.16,-0.45,0.22,-0.45,0
"3242","Phylogenetic+Spatial: local",612,0.27,0.33,-0.37,0.27,0.92,0.27,0
"3243","Phylogenetic+Spatial: local",613,0.43,0.35,-0.24,0.43,1.12,0.42,0
"3244","Phylogenetic+Spatial: local",614,-0.27,0.29,-0.84,-0.27,0.28,-0.27,0
"3245","Phylogenetic+Spatial: local",615,-0.15,0.3,-0.73,-0.15,0.43,-0.14,0
"3246","Phylogenetic+Spatial: local",616,-0.34,0.28,-0.9,-0.33,0.21,-0.33,0
"3247","Phylogenetic+Spatial: local",617,-0.36,0.28,-0.91,-0.35,0.19,-0.35,0
"3248","Phylogenetic+Spatial: local",618,-0.25,0.36,-0.97,-0.25,0.45,-0.24,0
"3249","Phylogenetic+Spatial: local",619,-0.43,0.36,-1.15,-0.42,0.27,-0.41,0
"3250","Phylogenetic+Spatial: local",620,0.05,0.32,-0.57,0.05,0.67,0.05,0
"3251","Phylogenetic+Spatial: local",621,-0.12,0.35,-0.81,-0.11,0.57,-0.11,0
"3252","Phylogenetic+Spatial: local",622,0.07,0.31,-0.54,0.07,0.69,0.07,0
"3253","Phylogenetic+Spatial: local",623,-0.43,0.24,-0.91,-0.43,0.04,-0.42,0
"3254","Phylogenetic+Spatial: local",624,-0.33,0.25,-0.81,-0.33,0.15,-0.33,0
"3255","Phylogenetic+Spatial: local",625,-0.35,0.24,-0.83,-0.35,0.12,-0.35,0
"3256","Phylogenetic+Spatial: local",626,-0.28,0.26,-0.79,-0.28,0.23,-0.28,0
"3257","Phylogenetic+Spatial: local",627,0.02,0.27,-0.51,0.02,0.54,0.01,0
"3258","Phylogenetic+Spatial: local",628,-0.27,0.26,-0.78,-0.27,0.24,-0.26,0
"3259","Phylogenetic+Spatial: local",629,-0.19,0.27,-0.72,-0.19,0.33,-0.18,0
"3260","Phylogenetic+Spatial: local",630,-0.17,0.26,-0.69,-0.17,0.35,-0.16,0
"3261","Phylogenetic+Spatial: local",631,-0.22,0.27,-0.76,-0.22,0.3,-0.22,0
"3262","Phylogenetic+Spatial: local",632,-0.31,0.27,-0.84,-0.31,0.21,-0.3,0
"3263","Phylogenetic+Spatial: local",633,-0.28,0.28,-0.83,-0.28,0.25,-0.28,0
"3264","Phylogenetic+Spatial: local",634,-0.31,0.27,-0.84,-0.31,0.2,-0.31,0
"3265","Phylogenetic+Spatial: local",635,0.3,0.31,-0.31,0.3,0.92,0.3,0
"3266","Phylogenetic+Spatial: local",636,0.11,0.3,-0.47,0.11,0.69,0.11,0
"3267","Phylogenetic+Spatial: local",637,0.06,0.3,-0.53,0.06,0.66,0.07,0
"3268","Phylogenetic+Spatial: local",638,0.28,0.28,-0.26,0.28,0.83,0.28,0
"3269","Phylogenetic+Spatial: local",639,-0.08,0.35,-0.78,-0.08,0.62,-0.08,0
"3270","Phylogenetic+Spatial: local",640,-0.08,0.34,-0.75,-0.08,0.58,-0.08,0
"3271","Phylogenetic+Spatial: local",641,-0.13,0.36,-0.84,-0.12,0.57,-0.12,0
"3272","Phylogenetic+Spatial: local",642,0.02,0.29,-0.55,0.02,0.58,0.02,0
"3273","Phylogenetic+Spatial: local",643,-0.14,0.34,-0.82,-0.14,0.53,-0.14,0
"3274","Phylogenetic+Spatial: local",644,-0.17,0.36,-0.89,-0.17,0.54,-0.16,0
"3275","Phylogenetic+Spatial: local",645,-0.4,0.28,-0.95,-0.4,0.14,-0.39,0
"3276","Phylogenetic+Spatial: local",646,-0.36,0.29,-0.93,-0.35,0.21,-0.35,0
"3277","Phylogenetic+Spatial: local",647,-0.3,0.26,-0.82,-0.3,0.22,-0.3,0
"3278","Phylogenetic+Spatial: local",648,-0.37,0.27,-0.91,-0.36,0.17,-0.36,0
"3279","Phylogenetic+Spatial: local",649,-0.16,0.32,-0.8,-0.16,0.46,-0.16,0
"3280","Phylogenetic+Spatial: local",650,0.14,0.3,-0.44,0.14,0.73,0.14,0
"3281","Phylogenetic+Spatial: local",651,0.17,0.3,-0.42,0.17,0.76,0.17,0
"3282","Phylogenetic+Spatial: local",652,0,0.3,-0.58,0,0.58,0,0
"3283","Phylogenetic+Spatial: local",653,0.08,0.3,-0.5,0.08,0.67,0.08,0
"3284","Phylogenetic+Spatial: local",654,0.43,0.36,-0.28,0.42,1.15,0.41,0
"3285","Phylogenetic+Spatial: local",655,-0.01,0.38,-0.76,-0.01,0.74,-0.01,0
"3286","Phylogenetic+Spatial: local",656,0.06,0.38,-0.69,0.06,0.82,0.06,0
"3287","Phylogenetic+Spatial: local",657,0.02,0.38,-0.72,0.02,0.76,0.02,0
"3288","Phylogenetic+Spatial: local",658,-0.09,0.38,-0.85,-0.09,0.65,-0.09,0
"3289","Phylogenetic+Spatial: local",659,-0.11,0.38,-0.87,-0.11,0.64,-0.1,0
"3290","Phylogenetic+Spatial: local",660,-0.22,0.32,-0.86,-0.22,0.39,-0.22,0
"3291","Phylogenetic+Spatial: local",661,0.03,0.36,-0.68,0.03,0.73,0.03,0
"3292","Phylogenetic+Spatial: local",662,-0.04,0.34,-0.71,-0.04,0.64,-0.04,0
"3293","Phylogenetic+Spatial: local",663,-0.06,0.34,-0.73,-0.06,0.61,-0.06,0
"3294","Phylogenetic+Spatial: local",664,-0.2,0.34,-0.87,-0.2,0.46,-0.2,0
"3295","Phylogenetic+Spatial: local",665,0.12,0.3,-0.47,0.12,0.72,0.12,0
"3296","Phylogenetic+Spatial: local",666,0.1,0.31,-0.5,0.1,0.7,0.1,0
"3297","Phylogenetic+Spatial: local",667,0.09,0.31,-0.51,0.09,0.69,0.09,0
"3298","Phylogenetic+Spatial: local",668,-0.3,0.36,-1.03,-0.3,0.4,-0.29,0
"3299","Phylogenetic+Spatial: local",669,-0.2,0.34,-0.88,-0.2,0.47,-0.19,0
"3300","Phylogenetic+Spatial: local",670,0.01,0.38,-0.75,0.01,0.76,0.01,0
"3301","Phylogenetic+Spatial: local",671,-0.03,0.34,-0.69,-0.03,0.63,-0.03,0
"3302","Phylogenetic+Spatial: local",672,-0.2,0.39,-0.97,-0.2,0.56,-0.19,0
"3303","Phylogenetic+Spatial: local",673,0.03,0.39,-0.73,0.03,0.79,0.03,0
"3304","Phylogenetic+Spatial: local",674,-0.25,0.35,-0.95,-0.24,0.44,-0.24,0
"3305","Phylogenetic+Spatial: local",675,0,0.38,-0.76,0,0.75,0,0
"3306","Phylogenetic+Spatial: local",676,0.29,0.37,-0.43,0.28,1.02,0.28,0
"3307","Phylogenetic+Spatial: local",677,0.2,0.36,-0.51,0.2,0.91,0.19,0
"3308","Phylogenetic+Spatial: local",678,0.26,0.38,-0.48,0.25,1.01,0.25,0
"3309","Phylogenetic+Spatial: local",679,0.12,0.37,-0.6,0.12,0.85,0.12,0
"3310","Phylogenetic+Spatial: local",680,-0.18,0.39,-0.95,-0.18,0.57,-0.18,0
"3311","Phylogenetic+Spatial: local",681,-0.04,0.38,-0.79,-0.04,0.72,-0.04,0
"3312","Phylogenetic+Spatial: local",682,-0.23,0.39,-1.01,-0.23,0.52,-0.22,0
"3313","Phylogenetic+Spatial: local",683,0.02,0.38,-0.74,0.02,0.77,0.02,0
"3314","Phylogenetic+Spatial: local",684,-0.12,0.38,-0.87,-0.12,0.62,-0.12,0
"3315","Phylogenetic+Spatial: local",685,-0.21,0.38,-0.97,-0.21,0.52,-0.21,0
"3316","Phylogenetic+Spatial: local",686,0.73,0.4,-0.04,0.72,1.55,0.7,0
