"","x for phy_id","y for phy_id","model"
"1",0.129752158674499,0.00311255320201617,"Phylogenetic"
"2",0.13729101227465,0.0265935569862141,"Phylogenetic"
"3",0.146529949555358,0.217262824152581,"Phylogenetic"
"4",0.158561137379363,1.62010341272427,"Phylogenetic"
"5",0.164698212478212,3.4559787806811,"Phylogenetic"
"6",0.170142412232206,5.93483710840703,"Phylogenetic"
"7",0.17664702836236,9.78427027504348,"Phylogenetic"
"8",0.181186731665476,12.7262424291779,"Phylogenetic"
"9",0.184863034405362,15.0101114651123,"Phylogenetic"
"10",0.188075868357162,16.7767487618122,"Phylogenetic"
"11",0.191015942899143,18.1056197423625,"Phylogenetic"
"12",0.193771752528888,19.0385430910879,"Phylogenetic"
"13",0.195107193441678,19.3693347719757,"Phylogenetic"
"14",0.196421417475988,19.6138973045619,"Phylogenetic"
"15",0.197722392856442,19.7755841681407,"Phylogenetic"
"16",0.199019265777743,19.8565044716425,"Phylogenetic"
"17",0.199537366712143,19.866439354398,"Phylogenetic"
"18",0.200055296545207,19.8636606690553,"Phylogenetic"
"19",0.200314238598719,19.8575299622437,"Phylogenetic"
"20",0.200573187326651,19.8482536597774,"Phylogenetic"
"21",0.201091170143832,19.8203141415736,"Phylogenetic"
"22",0.201609374851859,19.7799483641791,"Phylogenetic"
"23",0.202128278239322,19.7272334643392,"Phylogenetic"
"24",0.202649392831192,19.6620828385456,"Phylogenetic"
"25",0.202910883198128,19.6248397413142,"Phylogenetic"
"26",0.203173023849039,19.5844861314051,"Phylogenetic"
"27",0.203699342295569,19.4944550627449,"Phylogenetic"
"28",0.204228523376493,19.3920112521358,"Phylogenetic"
"29",0.205565187326609,19.0818313075288,"Phylogenetic"
"30",0.20692378842995,18.6950992852198,"Phylogenetic"
"31",0.208311313610691,18.2317595498968,"Phylogenetic"
"32",0.209739680322207,17.6900871036441,"Phylogenetic"
"33",0.212748667462724,16.371595931114,"Phylogenetic"
"34",0.216049519752677,14.7266563057297,"Phylogenetic"
"35",0.219776078506587,12.7436763081453,"Phylogenetic"
"36",0.224191570089951,10.3922535672312,"Phylogenetic"
"37",0.229895404299756,7.60256092780583,"Phylogenetic"
"38",0.238579240574791,4.28503916575444,"Phylogenetic"
"39",0.246376347786637,2.33881109824482,"Phylogenetic"
"40",0.255790046190162,1.01688168645036,"Phylogenetic"
"41",0.27648819986044,0.116762299312976,"Phylogenetic"
"42",0.294824808174539,0.0125646144353313,"Phylogenetic"
"43",0.311709396257551,0.00131398594515473,"Phylogenetic"
"44",NA,NA,"Spatial: local"
"45",NA,NA,"Spatial: regional"
"46",NA,NA,"Areal"
"47",0.173131009540829,0.00154151824004038,"Phylogenetic+Spatial: local"
"48",0.188680599846216,0.0127317748251603,"Phylogenetic+Spatial: local"
"49",0.208342392213433,0.100207305931935,"Phylogenetic+Spatial: local"
"50",0.234988287682907,0.719959669838366,"Phylogenetic+Spatial: local"
"51",0.24892383030835,1.50459830203343,"Phylogenetic+Spatial: local"
"52",0.261514648993158,2.54301664030273,"Phylogenetic+Spatial: local"
"53",0.276830257092951,4.12342515047799,"Phylogenetic+Spatial: local"
"54",0.287637437424,5.30336065389486,"Phylogenetic+Spatial: local"
"55",0.296494427821033,6.20678434343892,"Phylogenetic+Spatial: local"
"56",0.304272778596789,6.8935049698939,"Phylogenetic+Spatial: local"
"57",0.311436697148825,7.40234670066916,"Phylogenetic+Spatial: local"
"58",0.318182754714342,7.7528317801741,"Phylogenetic+Spatial: local"
"59",0.321461445093222,7.87432177596264,"Phylogenetic+Spatial: local"
"60",0.32469676502987,7.96222141014788,"Phylogenetic+Spatial: local"
"61",0.327897867434068,8.0182765194743,"Phylogenetic+Spatial: local"
"62",0.331089339483769,8.04397551126456,"Phylogenetic+Spatial: local"
"63",0.3323673573407,8.04577158434366,"Phylogenetic+Spatial: local"
"64",0.333646526339442,8.04268529307043,"Phylogenetic+Spatial: local"
"65",0.334286612554071,8.03930640636083,"Phylogenetic+Spatial: local"
"66",0.334927070500006,8.03470186968246,"Phylogenetic+Spatial: local"
"67",0.336209212611494,8.02181271256905,"Phylogenetic+Spatial: local"
"68",0.337493172754151,8.0040155153737,"Phylogenetic+Spatial: local"
"69",0.338779166787921,7.98131442939515,"Phylogenetic+Spatial: local"
"70",0.340067404766018,7.95372025956301,"Phylogenetic+Spatial: local"
"71",0.34071254589795,7.93809057592792,"Phylogenetic+Spatial: local"
"72",0.341359312162195,7.92121765811174,"Phylogenetic+Spatial: local"
"73",0.342658509339816,7.88371272332927,"Phylogenetic+Spatial: local"
"74",0.343965735896513,7.8411678865482,"Phylogenetic+Spatial: local"
"75",0.347272807337034,7.71255923840703,"Phylogenetic+Spatial: local"
"76",0.350643349448847,7.55186220730579,"Phylogenetic+Spatial: local"
"77",0.35408773995374,7.35881428894623,"Phylogenetic+Spatial: local"
"78",0.357630546241224,7.13277348468639,"Phylogenetic+Spatial: local"
"79",0.365119379558326,6.58194493957437,"Phylogenetic+Spatial: local"
"80",0.373351143865485,5.89918251532071,"Phylogenetic+Spatial: local"
"81",0.382714254944181,5.07864073680374,"Phylogenetic+Spatial: local"
"82",0.393836519982678,4.1162983907806,"Phylogenetic+Spatial: local"
"83",0.408315493889192,2.98575599149107,"Phylogenetic+Spatial: local"
"84",0.430595196186657,1.66049484942082,"Phylogenetic+Spatial: local"
"85",0.450942652065627,0.892913149235556,"Phylogenetic+Spatial: local"
"86",0.475689958719575,0.383148804990812,"Phylogenetic+Spatial: local"
"87",0.531593321819075,0.0424496153190777,"Phylogenetic+Spatial: local"
