"","model","x for AUTOTYP_area","y for AUTOTYP_area"
"1","Phylogenetic",NA,NA
"2","Spatial: local",NA,NA
"3","Spatial: regional",NA,NA
"4","Areal",1.30126500762173,9.28761906685958e-05
"5","Areal",1.57250618789998,0.000692768351112048
"6","Areal",1.95627532328701,0.00484876185108452
"7","Areal",2.54959286025936,0.0300958704361738
"8","Areal",2.8951225141931,0.058690114658537
"9","Areal",3.22796981984271,0.0934037377568545
"10","Areal",3.65992486408284,0.141205104406647
"11","Areal",3.98344825758325,0.173220007247592
"12","Areal",4.25981936509896,0.195169217315072
"13","Areal",4.51144679567139,0.209789462273295
"14","Areal",4.75053111207961,0.218675723443257
"15","Areal",4.98215943580748,0.222761982601896
"16","Areal",5.09708694810477,0.223240408718737
"17","Areal",5.21194318526236,0.222775622667742
"18","Areal",5.32713171041658,0.221436787527181
"19","Areal",5.44360992508299,0.219264282499569
"20","Areal",5.49063767477979,0.218167944211336
"21","Areal",5.53793079480606,0.216944652990641
"22","Areal",5.56168027528796,0.216286059614569
"23","Areal",5.58550020666814,0.215596533482216
"24","Areal",5.63335698293641,0.21412582199503
"25","Areal",5.68151230609711,0.212534866347007
"26","Areal",5.72997742516605,0.21082612647983
"27","Areal",5.77880530483131,0.209000573829098
"28","Areal",5.80340594967317,0.20804289021167
"29","Areal",5.82813763717165,0.207055375235959
"30","Areal",5.87800597186319,0.204991502515303
"31","Areal",5.92843454344804,0.202810314244782
"32","Areal",6.05712463612349,0.19685385988387
"33","Areal",6.18989714610173,0.190199049059193
"34","Areal",6.32733210754822,0.182870126914679
"35","Areal",6.47079831878557,0.174863370439753
"36","Areal",6.7802156158798,0.156926027944493
"37","Areal",7.13043731685493,0.136522135954326
"38","Areal",7.54071839064483,0.113777541765284
"39","Areal",8.04634492567816,0.0888146652091149
"40","Areal",8.73312176236088,0.0614571339518486
"41","Areal",9.8532404234562,0.0319040401532389
"42","Areal",10.9412041199221,0.0161920912163853
"43","Areal",12.3582118739295,0.0064772584981557
"44","Areal",15.9109292757426,0.00062472171754842
"45","Areal",19.5948421769132,5.83041484220272e-05
"46","Areal",23.4745654689751,5.38407533240625e-06
"47","Phylogenetic+Spatial: local",NA,NA
"48","Phylogenetic+Spatial: regional",NA,NA
"49","Phylogenetic+Areal",2.4823489217027,2.45056184529852e-05
"50","Phylogenetic+Areal",3.59298936516839,0.000152936675737158
"51","Phylogenetic+Areal",5.51614719930611,0.000867467513958861
"52","Phylogenetic+Areal",9.32058358979508,0.00411917767829571
"53","Phylogenetic+Areal",12.0295419552837,0.00701673129441525
"54","Phylogenetic+Areal",14.9993641526143,0.00987632461551496
"55","Phylogenetic+Areal",19.4559285377088,0.0128284005385345
"56","Phylogenetic+Areal",23.2392239244515,0.0140451944710098
"57","Phylogenetic+Areal",26.8628664371258,0.0143431723844625
"58","Phylogenetic+Areal",30.4902171125934,0.0140519908751771
"59","Phylogenetic+Areal",34.2465246734989,0.0133545573183926
"60","Phylogenetic+Areal",38.2437424102731,0.0123560877879871
"61","Phylogenetic+Areal",40.3675354406251,0.011787578540593
"62","Phylogenetic+Areal",42.5997435533764,0.011191697636046
"63","Phylogenetic+Areal",44.9603724522166,0.0105795801153111
"64","Phylogenetic+Areal",47.4575446917642,0.00996399523108117
"65","Phylogenetic+Areal",48.4963770218538,0.00971935330452918
"66","Phylogenetic+Areal",49.5588671746631,0.00947658200940636
"67","Phylogenetic+Areal",50.0991663465189,0.00935607801179024
"68","Phylogenetic+Areal",50.6456279040542,0.00923624437697728
"69","Phylogenetic+Areal",51.7601769343569,0.00899806063157456
"70","Phylogenetic+Areal",52.9054246715296,0.0087615792059761
"71","Phylogenetic+Areal",54.0824847926682,0.00852673273191917
"72","Phylogenetic+Areal",55.2925391398959,0.00829346249164267
"73","Phylogenetic+Areal",55.9103278383222,0.00817740261208164
"74","Phylogenetic+Areal",56.5368406903033,0.00806171896926964
"75","Phylogenetic+Areal",57.8167167859595,0.00783146234904136
"76","Phylogenetic+Areal",59.1335726095148,0.007602675738313
"77","Phylogenetic+Areal",62.5989925100307,0.00703823768453931
"78","Phylogenetic+Areal",66.3614041684161,0.00648311482822463
"79","Phylogenetic+Areal",70.4639780476943,0.00593879178705873
"80","Phylogenetic+Areal",74.9440807146509,0.00540834333547585
"81","Phylogenetic+Areal",85.3532381592997,0.0043886995727202
"82","Phylogenetic+Areal",98.4180070071138,0.00342924606145933
"83","Phylogenetic+Areal",115.592270318103,0.00253769049393621
"84","Phylogenetic+Areal",139.716984819089,0.00172600575506882
"85","Phylogenetic+Areal",177.910796954717,0.00100636121927708
"86","Phylogenetic+Areal",255.647841124562,0.000404983344404328
"87","Phylogenetic+Areal",351.180473275155,0.0001651870589176
"88","Phylogenetic+Areal",509.348950242523,5.13495988366023e-05
"89","Phylogenetic+Areal",1112.82508157947,2.90728581654593e-06
"90","Phylogenetic+Areal",2125.25665434352,1.7620697789294e-07
"91","Phylogenetic+Areal",3736.54115415567,1.11519351349703e-08
