"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.0013...2551",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0014...2552",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0015...2553",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0016...2554",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0017...2555",0.61,0.29,0.04,0.61,1.17,0.61,"L2 proportion (linear)"
"fitted.Predictor.0018...2556",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0019...2557",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0020...2558",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0021...2559",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0022...2560",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0023...2561",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0024...2562",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0025...2563",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0026...2564",0.41,0.2,0.03,0.41,0.79,0.41,"L2 proportion (linear)"
"fitted.Predictor.0027...2565",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0028...2566",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0029...2567",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0030...2568",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0031...2569",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0032...2570",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0033...2571",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0034...2572",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0035...2573",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0036...2574",0.09,0.05,0,0.09,0.19,0.09,"L2 proportion (linear)"
"fitted.Predictor.0037...2575",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0038...2576",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0039...2577",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0040...2578",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0041...2579",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0042...2580",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0043...2581",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0044...2582",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0045...2583",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0046...2584",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0047...2585",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0048...2586",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0049...2587",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0050...2588",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0051...2589",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0052...2590",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0053...2591",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0054...2592",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0055...2593",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0056...2594",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0057...2595",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0058...2596",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0059...2597",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0060...2598",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0061...2599",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0062...2600",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0063...2601",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0064...2602",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0065...2603",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0066...2604",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0067...2605",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0068...2606",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0069...2607",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0070...2608",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0071...2609",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0072...2610",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0073...2611",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0074...2612",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0075...2613",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0076...2614",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0077...2615",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0078...2616",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0079...2617",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0080...2618",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0081...2619",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0082...2620",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0083...2621",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0084...2622",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0085...2623",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0086...2624",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0087...2625",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0088...2626",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0089...2627",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0090...2628",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0091...2629",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0092...2630",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0093...2631",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0094...2632",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0095...2633",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0096...2634",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0097...2635",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0098...2636",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0099...2637",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0100...2638",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0101...2639",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0102...2640",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0103...2641",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0104...2642",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0105...2643",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0106...2644",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0107...2645",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0108...2646",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0109...2647",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0110...2648",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0111...2649",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0112...2650",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0113...2651",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0114...2652",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0115...2653",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0116...2654",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0117...2655",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0118...2656",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0119...2657",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0120...2658",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0121...2659",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0122...2660",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0123...2661",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0124...2662",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0125...2663",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0126...2664",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0127...2665",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0128...2666",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0129...2667",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0130...2668",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0131...2669",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0132...2670",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0133...2671",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0134...2672",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0135...2673",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0136...2674",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0137...2675",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0138...2676",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0139...2677",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0140...2678",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0141...2679",0.33,0.16,0.02,0.33,0.64,0.33,"L2 proportion (linear)"
"fitted.Predictor.0142...2680",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0143...2681",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0144...2682",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0145...2683",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0146...2684",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0147...2685",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0148...2686",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0149...2687",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0150...2688",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0151...2689",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0152...2690",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0153...2691",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0154...2692",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0155...2693",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0156...2694",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0157...2695",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0158...2696",0.33,0.15,0.02,0.33,0.63,0.33,"L2 proportion (linear)"
"fitted.Predictor.0159...2697",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0160...2698",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0161...2699",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0162...2700",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0163...2701",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0164...2702",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0165...2703",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0166...2704",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0167...2705",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0168...2706",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0169...2707",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0170...2708",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0171...2709",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0172...2710",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0173...2711",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0174...2712",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0175...2713",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0176...2714",0.3,0.14,0.02,0.3,0.57,0.3,"L2 proportion (linear)"
"fitted.Predictor.0177...2715",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0178...2716",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0179...2717",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0180...2718",0.06,0.04,-0.01,0.06,0.14,0.06,"L2 proportion (linear)"
"fitted.Predictor.0181...2719",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0182...2720",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0183...2721",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0184...2722",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0185...2723",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0186...2724",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0187...2725",0.02,0.03,-0.04,0.02,0.08,0.02,"L2 proportion (linear)"
"fitted.Predictor.0188...2726",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0189...2727",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0190...2728",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0191...2729",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0192...2730",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0193...2731",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0194...2732",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0195...2733",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0196...2734",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0197...2735",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0198...2736",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0199...2737",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0200...2738",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0201...2739",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0202...2740",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0203...2741",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0204...2742",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0205...2743",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0206...2744",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0207...2745",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0208...2746",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0209...2747",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0210...2748",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0211...2749",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0212...2750",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0213...2751",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0214...2752",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0215...2753",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0216...2754",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0217...2755",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0218...2756",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0219...2757",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0220...2758",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0221...2759",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0222...2760",0.31,0.15,0.02,0.31,0.61,0.31,"L2 proportion (linear)"
"fitted.Predictor.0223...2761",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0224...2762",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0225...2763",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0226...2764",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0227...2765",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0228...2766",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0229...2767",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0230...2768",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0231...2769",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0232...2770",0.07,0.04,-0.01,0.07,0.16,0.07,"L2 proportion (linear)"
"fitted.Predictor.0233...2771",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0234...2772",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0235...2773",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0236...2774",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0237...2775",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0238...2776",0.03,0.03,-0.03,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0239...2777",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0240...2778",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0241...2779",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0242...2780",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0243...2781",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0244...2782",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0245...2783",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0246...2784",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0247...2785",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0248...2786",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0249...2787",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0250...2788",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0251...2789",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0252...2790",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0253...2791",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0254...2792",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0255...2793",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0256...2794",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0257...2795",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0258...2796",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0259...2797",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0260...2798",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0261...2799",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0262...2800",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0263...2801",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0264...2802",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0265...2803",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0266...2804",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0267...2805",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0268...2806",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0269...2807",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0270...2808",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0271...2809",0.23,0.11,0.02,0.23,0.44,0.23,"L2 proportion (linear)"
"fitted.Predictor.0272...2810",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0273...2811",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0274...2812",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0275...2813",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0276...2814",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0277...2815",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0278...2816",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0279...2817",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0280...2818",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0281...2819",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0282...2820",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0283...2821",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0284...2822",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0285...2823",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0286...2824",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0287...2825",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0288...2826",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0289...2827",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0290...2828",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0291...2829",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0292...2830",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0293...2831",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0294...2832",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0295...2833",0.15,0.07,0.01,0.15,0.3,0.15,"L2 proportion (linear)"
"fitted.Predictor.0296...2834",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0297...2835",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0298...2836",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0299...2837",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0300...2838",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
"fitted.Predictor.0301...2839",0,0.03,-0.06,0,0.05,0,"L2 proportion (linear)"
