"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.1185...2477",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1186...2478",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1187...2479",0.04,0.03,-0.02,0.04,0.1,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1188...2480",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1189...2481",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1190...2482",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1191...2483",0.02,0.06,-0.09,0.02,0.15,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1192...2484",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1193...2485",0.02,0.05,-0.08,0.02,0.13,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1194...2486",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1195...2487",0.03,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1196...2488",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1197...2489",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1198...2490",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1199...2491",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1200...2492",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1201...2493",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1202...2494",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1203...2495",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1204...2496",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1205...2497",0.03,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1206...2498",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1207...2499",0.03,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1208...2500",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1209...2501",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1210...2502",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1211...2503",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1212...2504",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1213...2505",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1214...2506",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1215...2507",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1216...2508",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1217...2509",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1218...2510",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1219...2511",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1220...2512",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1221...2513",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1222...2514",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1223...2515",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1224...2516",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1225...2517",0.03,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1226...2518",0.02,0.05,-0.08,0.02,0.13,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1227...2519",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1228...2520",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1229...2521",0.02,0.05,-0.08,0.02,0.13,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1230...2522",0.05,0.04,-0.02,0.05,0.12,0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.1231...2523",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1232...2524",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1233...2525",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1234...2526",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1235...2527",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1236...2528",0.02,0.05,-0.08,0.02,0.13,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1237...2529",0.02,0.06,-0.09,0.02,0.15,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1238...2530",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1239...2531",0.02,0.05,-0.08,0.02,0.13,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1240...2532",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1241...2533",0.02,0.05,-0.08,0.02,0.13,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1242...2534",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1243...2535",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1244...2536",0.07,0.07,-0.06,0.07,0.2,0.07,"L1 speakers (nonlinear)"
"fitted.Predictor.1245...2537",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1246...2538",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1247...2539",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1248...2540",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1249...2541",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1250...2542",0.03,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1251...2543",0.02,0.06,-0.09,0.02,0.15,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1252...2544",0.03,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1253...2545",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1254...2546",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1255...2547",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1256...2548",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1257...2549",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1258...2550",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1259...2551",0.04,0.03,-0.02,0.04,0.1,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1260...2552",0.05,0.04,-0.02,0.05,0.12,0.05,"L1 speakers (nonlinear)"
"fitted.Predictor.1261...2553",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1262...2554",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1263...2555",0.02,0.05,-0.08,0.02,0.13,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1264...2556",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1265...2557",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1266...2558",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1267...2559",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1268...2560",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1269...2561",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1270...2562",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1271...2563",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1272...2564",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1273...2565",0.03,0.03,-0.03,0.03,0.09,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1274...2566",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1275...2567",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1276...2568",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1277...2569",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1278...2570",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1279...2571",0.03,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1280...2572",0.02,0.05,-0.08,0.02,0.13,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1281...2573",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1282...2574",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1283...2575",0.04,0.03,-0.02,0.04,0.1,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.1284...2576",0.02,0.04,-0.05,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1285...2577",0.03,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1286...2578",0.02,0.03,-0.04,0.02,0.09,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1287...2579",0.03,0.03,-0.03,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1288...2580",0.02,0.07,-0.1,0.02,0.16,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1289...2581",0.02,0.05,-0.07,0.02,0.11,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1290...2582",0.02,0.03,-0.04,0.03,0.09,0.03,"L1 speakers (nonlinear)"
"fitted.Predictor.1291...2583",0.02,0.04,-0.06,0.02,0.1,0.02,"L1 speakers (nonlinear)"
"fitted.Predictor.1292...2584",0.04,0.03,-0.02,0.04,0.11,0.04,"L1 speakers (nonlinear)"
"fitted.Predictor.0001...2585",0.05,0.03,-0.02,0.05,0.12,0.05,"L2 proportion (linear)"
"fitted.Predictor.0002...2586",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0003...2587",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0004...2588",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0005...2589",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0006...2590",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0007...2591",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0008...2592",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0009...2593",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0010...2594",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0011...2595",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0012...2596",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0013...2597",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0014...2598",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0015...2599",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0016...2600",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0017...2601",0.2,0.27,-0.33,0.2,0.74,0.2,"L2 proportion (linear)"
"fitted.Predictor.0018...2602",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0019...2603",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0020...2604",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0021...2605",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0022...2606",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0023...2607",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0024...2608",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0025...2609",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0026...2610",0.15,0.19,-0.21,0.15,0.51,0.15,"L2 proportion (linear)"
"fitted.Predictor.0027...2611",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0028...2612",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0029...2613",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0030...2614",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0031...2615",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0032...2616",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0033...2617",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0034...2618",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0035...2619",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0036...2620",0.06,0.05,-0.03,0.06,0.15,0.06,"L2 proportion (linear)"
"fitted.Predictor.0037...2621",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0038...2622",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0039...2623",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0040...2624",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0041...2625",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0042...2626",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0043...2627",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0044...2628",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0045...2629",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0046...2630",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0047...2631",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0048...2632",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0049...2633",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0050...2634",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0051...2635",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0052...2636",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0053...2637",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0054...2638",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0055...2639",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0056...2640",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0057...2641",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0058...2642",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0059...2643",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0060...2644",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0061...2645",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0062...2646",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0063...2647",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0064...2648",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0065...2649",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0066...2650",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0067...2651",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0068...2652",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0069...2653",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0070...2654",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0071...2655",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0072...2656",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0073...2657",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0074...2658",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0075...2659",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0076...2660",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0077...2661",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0078...2662",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0079...2663",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0080...2664",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0081...2665",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0082...2666",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0083...2667",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0084...2668",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0085...2669",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0086...2670",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0087...2671",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0088...2672",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0089...2673",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0090...2674",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0091...2675",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0092...2676",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0093...2677",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0094...2678",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0095...2679",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0096...2680",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0097...2681",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0098...2682",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0099...2683",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0100...2684",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0101...2685",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0102...2686",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0103...2687",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0104...2688",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0105...2689",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0106...2690",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0107...2691",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0108...2692",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0109...2693",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0110...2694",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0111...2695",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0112...2696",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0113...2697",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0114...2698",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0115...2699",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0116...2700",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0117...2701",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0118...2702",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0119...2703",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0120...2704",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0121...2705",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0122...2706",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0123...2707",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0124...2708",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0125...2709",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0126...2710",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0127...2711",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0128...2712",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0129...2713",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0130...2714",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0131...2715",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0132...2716",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0133...2717",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0134...2718",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0135...2719",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0136...2720",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0137...2721",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0138...2722",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0139...2723",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0140...2724",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0141...2725",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0142...2726",0.13,0.15,-0.17,0.13,0.42,0.13,"L2 proportion (linear)"
"fitted.Predictor.0143...2727",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
"fitted.Predictor.0144...2728",0.03,0.03,-0.02,0.03,0.09,0.03,"L2 proportion (linear)"
