"","model","x for sp_id","y for sp_id"
"1","Phylogenetic",NA,NA
"2","Spatial: local",1.47777798806162,0.000255168428621567
"3","Spatial: local",1.57007352897731,0.00216901322504385
"4","Spatial: local",1.68357485433681,0.0175483206159388
"5","Spatial: local",1.83281447793597,0.130010939398334
"6","Spatial: local",1.9092937913479,0.275794227574183
"7","Spatial: local",1.97787995143369,0.472544288003709
"8","Spatial: local",2.05990687640135,0.773574644424135
"9","Spatial: local",2.11758650260453,1.00058888526173
"10","Spatial: local",2.16450062512054,1.17357677845214
"11","Spatial: local",2.20589080661472,1.30476398817766
"12","Spatial: local",2.24383483195923,1.3995209540506
"13","Spatial: local",2.27969072740224,1.46207479669083
"14","Spatial: local",2.297120753476,1.48208647776766
"15","Spatial: local",2.31436289027488,1.49489509162591
"16","Spatial: local",2.33152760151846,1.50083621725709
"17","Spatial: local",2.3486580963003,1.5002442257389
"18","Spatial: local",2.35551016424063,1.49825458473314
"19","Spatial: local",2.36236618745429,1.49529634745654
"20","Spatial: local",2.36579652079807,1.49346090121686
"21","Spatial: local",2.36922993384124,1.49139089084575
"22","Spatial: local",2.37612063491227,1.4865471290335
"23","Spatial: local",2.38304553201184,1.48077623701828
"24","Spatial: local",2.39000600614676,1.47409348206009
"25","Spatial: local",2.39700350297811,1.46651518952558
"26","Spatial: local",2.40051660262796,1.4623955940386
"27","Spatial: local",2.40403952582531,1.4580586881309
"28","Spatial: local",2.41111562878519,1.44874226274672
"29","Spatial: local",2.41823340974452,1.4385851145205
"30","Spatial: local",2.43622099690514,1.40964799468181
"31","Spatial: local",2.4545819346664,1.37572899655109
"32","Spatial: local",2.47346631579564,1.33667243059782
"33","Spatial: local",2.49294755285573,1.29242139091412
"34","Spatial: local",2.53417410945505,1.1881359212263
"35","Spatial: local",2.57970535030117,1.06192720759782
"36","Spatial: local",2.63134729607625,0.913398987968552
"37","Spatial: local",2.69315530418722,0.739729880928014
"38","Spatial: local",2.77324047180537,0.537618003770714
"39","Spatial: local",2.89675294449517,0.299849596556759
"40","Spatial: local",3.00827484966562,0.162604055049846
"41","Spatial: local",3.14383466727292,0.0703237912384699
"42","Spatial: local",3.44734902376982,0.00791100274882765
"43","Spatial: local",3.71893033340798,0.000845418554592853
"44","Spatial: local",3.97199849108175,8.8009534819185e-05
"45","Spatial: regional",0.74968577169601,0.000250718815151246
"46","Spatial: regional",0.844607487933998,0.002016996320082
"47","Spatial: regional",0.969366789026437,0.0153364322119183
"48","Spatial: regional",1.14715665371012,0.10512666782341
"49","Spatial: regional",1.24370299217019,0.213196813049405
"50","Spatial: regional",1.33422595257859,0.351702399198802
"51","Spatial: regional",1.44746932823827,0.550173914388705
"52","Spatial: regional",1.52993100031283,0.687435781304787
"53","Spatial: regional",1.59956506523092,0.783732422865941
"54","Spatial: regional",1.66263374836966,0.848392079294341
"55","Spatial: regional",1.72188795025211,0.886661485257995
"56","Spatial: regional",1.77933866871199,0.901978324651062
"57","Spatial: regional",1.80786772956531,0.901680929054587
"58","Spatial: regional",1.83645966555838,0.896738821758649
"59","Spatial: regional",1.86523225969994,0.88767284745571
"60","Spatial: regional",1.89433022383623,0.87494573527197
"61","Spatial: regional",1.90612101655301,0.868908712002309
"62","Spatial: regional",1.91800626807449,0.862369177732432
"63","Spatial: regional",1.92398470530256,0.858919620492574
"64","Spatial: regional",1.92998724719638,0.855354860631395
"65","Spatial: regional",1.94206539698776,0.847893795924016
"66","Spatial: regional",1.95424231179379,0.840014200649651
"67","Spatial: regional",1.96651971519509,0.831744362364659
"68","Spatial: regional",1.97889943837223,0.823112540805513
"69","Spatial: regional",1.98512826619466,0.818669688396482
"70","Spatial: regional",1.99138339832613,0.814146881630743
"71","Spatial: regional",2.00397969065665,0.804869639606451
"72","Spatial: regional",2.01673208237995,0.795260648524056
"73","Spatial: regional",2.04936718135337,0.769740597130718
"74","Spatial: regional",2.08316243538735,0.742043265539635
"75","Spatial: regional",2.11823336499645,0.712161871371622
"76","Spatial: regional",2.15484689088847,0.680132927455912
"77","Spatial: regional",2.23413373347735,0.609508678849439
"78","Spatial: regional",2.32348193441452,0.53075067782115
"79","Spatial: regional",2.42812469735404,0.443530807927216
"80","Spatial: regional",2.55736247062936,0.347508946380798
"81","Spatial: regional",2.73050956982507,0.242766888785338
"82","Spatial: regional",3.01157975684152,0.127807069798546
"83","Spatial: regional",3.28079937342935,0.0658024025093068
"84","Spatial: regional",3.62509129545967,0.0268824499827652
"85","Spatial: regional",4.46751245628249,0.00270100346991339
"86","Spatial: regional",5.31118637126803,0.000261232979561497
"87","Spatial: regional",6.17168947945509,2.50080585423317e-05
"88","Areal",NA,NA
"89","Phylogenetic+Spatial: local",2.12612135703168,0.000101730397324981
"90","Phylogenetic+Spatial: local",2.36274434169308,0.000827726356633676
"91","Phylogenetic+Spatial: local",2.66836140103781,0.00638154129965038
"92","Phylogenetic+Spatial: local",3.09237147043965,0.0443643279235489
"93","Phylogenetic+Spatial: local",3.32010990263445,0.0915187748029778
"94","Phylogenetic+Spatial: local",3.5290531972417,0.152832164665848
"95","Phylogenetic+Spatial: local",3.78607081538852,0.243478674889051
"96","Phylogenetic+Spatial: local",3.97090516981693,0.309411138552233
"97","Phylogenetic+Spatial: local",4.1236095711483,0.358083019190464
"98","Phylogenetic+Spatial: local",4.25971444556529,0.393715162309233
"99","Phylogenetic+Spatial: local",4.38603826798941,0.418463808169928
"100","Phylogenetic+Spatial: local",4.50632468450181,0.43373166213042
"101","Phylogenetic+Spatial: local",4.56519399267495,0.438159524633648
