"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.080...320",0.44,0.09,0.26,0.44,0.63,0.44,"L2 proportion (linear)"
"fitted.Predictor.081...321",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (linear)"
"fitted.Predictor.082...322",0.35,0.08,0.19,0.35,0.51,0.35,"L2 proportion (linear)"
"fitted.Predictor.083...323",0.44,0.09,0.26,0.44,0.63,0.44,"L2 proportion (linear)"
"fitted.Predictor.084...324",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (linear)"
"fitted.Predictor.085...325",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (linear)"
"fitted.Predictor.086...326",0.42,0.08,0.26,0.42,0.58,0.42,"L2 proportion (linear)"
"fitted.Predictor.087...327",0.43,0.09,0.26,0.43,0.6,0.43,"L2 proportion (linear)"
"fitted.Predictor.088...328",0.43,0.08,0.26,0.43,0.59,0.43,"L2 proportion (linear)"
"fitted.Predictor.089...329",0.23,0.17,-0.1,0.23,0.57,0.23,"L2 proportion (linear)"
"fitted.Predictor.090...330",0.33,0.09,0.15,0.33,0.51,0.33,"L2 proportion (linear)"
"fitted.Predictor.091...331",0.42,0.08,0.26,0.42,0.58,0.42,"L2 proportion (linear)"
"fitted.Predictor.092...332",0.29,0.12,0.05,0.29,0.53,0.29,"L2 proportion (linear)"
"fitted.Predictor.093...333",0.3,0.11,0.08,0.3,0.52,0.3,"L2 proportion (linear)"
"fitted.Predictor.094...334",0.43,0.09,0.26,0.43,0.61,0.43,"L2 proportion (linear)"
"fitted.Predictor.095...335",0.2,0.2,-0.2,0.2,0.6,0.2,"L2 proportion (linear)"
"fitted.Predictor.096...336",0.41,0.08,0.26,0.41,0.55,0.41,"L2 proportion (linear)"
"fitted.Predictor.097...337",0.41,0.08,0.26,0.41,0.56,0.41,"L2 proportion (linear)"
"fitted.Predictor.098...338",0.29,0.12,0.04,0.29,0.53,0.29,"L2 proportion (linear)"
"fitted.Predictor.099...339",0.39,0.07,0.25,0.39,0.54,0.39,"L2 proportion (linear)"
"fitted.Predictor.100...340",0.26,0.15,-0.04,0.26,0.55,0.26,"L2 proportion (linear)"
"fitted.Predictor.101...341",0.26,0.15,-0.03,0.26,0.54,0.26,"L2 proportion (linear)"
"fitted.Predictor.102...342",0.33,0.09,0.16,0.33,0.51,0.33,"L2 proportion (linear)"
"fitted.Predictor.103...343",0.38,0.07,0.24,0.38,0.52,0.38,"L2 proportion (linear)"
"fitted.Predictor.104...344",0.41,0.08,0.26,0.41,0.56,0.41,"L2 proportion (linear)"
"fitted.Predictor.105...345",0.14,0.26,-0.36,0.14,0.64,0.14,"L2 proportion (linear)"
"fitted.Predictor.106...346",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (linear)"
"fitted.Predictor.107...347",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (linear)"
"fitted.Predictor.108...348",0.18,0.22,-0.25,0.18,0.61,0.18,"L2 proportion (linear)"
"fitted.Predictor.109...349",0.44,0.09,0.26,0.44,0.63,0.44,"L2 proportion (linear)"
"fitted.Predictor.110...350",0.44,0.09,0.26,0.44,0.63,0.44,"L2 proportion (linear)"
"fitted.Predictor.111...351",0.43,0.09,0.26,0.43,0.6,0.43,"L2 proportion (linear)"
"fitted.Predictor.112...352",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (linear)"
"fitted.Predictor.113...353",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (linear)"
"fitted.Predictor.114...354",0.43,0.09,0.26,0.43,0.6,0.43,"L2 proportion (linear)"
"fitted.Predictor.115...355",0.38,0.07,0.24,0.38,0.53,0.38,"L2 proportion (linear)"
"fitted.Predictor.116...356",0.43,0.09,0.26,0.43,0.6,0.43,"L2 proportion (linear)"
"fitted.Predictor.117...357",0.42,0.08,0.26,0.42,0.58,0.42,"L2 proportion (linear)"
"fitted.Predictor.118...358",0.43,0.08,0.26,0.43,0.59,0.43,"L2 proportion (linear)"
"fitted.Predictor.119...359",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (linear)"
"fitted.Predictor.120...360",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (linear)"
"fitted.Predictor.001...361",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.002...362",0.14,0.26,-0.36,0.14,0.64,0.14,"L2 proportion (nonlinear)"
"fitted.Predictor.003...363",0.25,0.16,-0.06,0.25,0.56,0.25,"L2 proportion (nonlinear)"
"fitted.Predictor.004...364",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.005...365",0.29,0.13,0.04,0.29,0.53,0.29,"L2 proportion (nonlinear)"
"fitted.Predictor.006...366",0.29,0.13,0.04,0.29,0.53,0.29,"L2 proportion (nonlinear)"
"fitted.Predictor.007...367",0.31,0.11,0.09,0.31,0.53,0.3,"L2 proportion (nonlinear)"
"fitted.Predictor.008...368",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.009...369",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.010...370",0.29,0.12,0.06,0.29,0.53,0.29,"L2 proportion (nonlinear)"
"fitted.Predictor.011...371",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.012...372",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.013...373",0.33,0.09,0.15,0.33,0.52,0.33,"L2 proportion (nonlinear)"
"fitted.Predictor.014...374",0.37,0.08,0.22,0.37,0.52,0.37,"L2 proportion (nonlinear)"
"fitted.Predictor.015...375",0.38,0.07,0.24,0.38,0.53,0.38,"L2 proportion (nonlinear)"
"fitted.Predictor.016...376",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.017...377",0.38,0.07,0.24,0.38,0.53,0.38,"L2 proportion (nonlinear)"
"fitted.Predictor.018...378",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.019...379",0.37,0.08,0.22,0.37,0.52,0.37,"L2 proportion (nonlinear)"
"fitted.Predictor.020...380",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.021...381",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.022...382",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.023...383",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.024...384",0.35,0.08,0.19,0.35,0.51,0.35,"L2 proportion (nonlinear)"
"fitted.Predictor.025...385",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.026...386",0.39,0.07,0.25,0.39,0.54,0.39,"L2 proportion (nonlinear)"
"fitted.Predictor.027...387",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.028...388",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.029...389",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.030...390",0.37,0.08,0.22,0.37,0.52,0.37,"L2 proportion (nonlinear)"
"fitted.Predictor.031...391",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.032...392",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.033...393",0.35,0.08,0.18,0.35,0.51,0.35,"L2 proportion (nonlinear)"
"fitted.Predictor.034...394",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.035...395",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.036...396",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.037...397",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.038...398",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.039...399",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.040...400",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.041...401",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.042...402",0.39,0.07,0.25,0.39,0.54,0.39,"L2 proportion (nonlinear)"
"fitted.Predictor.043...403",0.37,0.08,0.22,0.37,0.52,0.37,"L2 proportion (nonlinear)"
"fitted.Predictor.044...404",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.045...405",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.046...406",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.047...407",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.048...408",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.049...409",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.050...410",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.051...411",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.052...412",0.37,0.08,0.22,0.37,0.52,0.37,"L2 proportion (nonlinear)"
"fitted.Predictor.053...413",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.054...414",0.39,0.07,0.25,0.39,0.54,0.39,"L2 proportion (nonlinear)"
"fitted.Predictor.055...415",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.056...416",0.33,0.09,0.15,0.33,0.52,0.33,"L2 proportion (nonlinear)"
"fitted.Predictor.057...417",0.35,0.08,0.18,0.35,0.51,0.35,"L2 proportion (nonlinear)"
"fitted.Predictor.058...418",0.25,0.16,-0.06,0.25,0.56,0.25,"L2 proportion (nonlinear)"
"fitted.Predictor.059...419",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.060...420",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.061...421",0.25,0.16,-0.06,0.25,0.56,0.25,"L2 proportion (nonlinear)"
"fitted.Predictor.062...422",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.063...423",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.064...424",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.065...425",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.066...426",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.067...427",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.068...428",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.069...429",0.37,0.08,0.22,0.37,0.52,0.37,"L2 proportion (nonlinear)"
"fitted.Predictor.070...430",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.071...431",0.26,0.15,-0.02,0.26,0.55,0.26,"L2 proportion (nonlinear)"
"fitted.Predictor.072...432",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.073...433",0.16,0.24,-0.31,0.16,0.63,0.16,"L2 proportion (nonlinear)"
"fitted.Predictor.074...434",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.075...435",0.37,0.08,0.22,0.37,0.52,0.37,"L2 proportion (nonlinear)"
"fitted.Predictor.076...436",0.33,0.09,0.15,0.33,0.52,0.33,"L2 proportion (nonlinear)"
"fitted.Predictor.077...437",0.39,0.07,0.25,0.39,0.54,0.39,"L2 proportion (nonlinear)"
"fitted.Predictor.078...438",0.38,0.07,0.24,0.38,0.53,0.38,"L2 proportion (nonlinear)"
"fitted.Predictor.079...439",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.080...440",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.081...441",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.082...442",0.35,0.08,0.19,0.35,0.51,0.35,"L2 proportion (nonlinear)"
"fitted.Predictor.083...443",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.084...444",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.085...445",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.086...446",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.087...447",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.088...448",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.089...449",0.23,0.17,-0.1,0.23,0.57,0.23,"L2 proportion (nonlinear)"
"fitted.Predictor.090...450",0.33,0.09,0.15,0.33,0.52,0.33,"L2 proportion (nonlinear)"
"fitted.Predictor.091...451",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.092...452",0.29,0.12,0.06,0.29,0.53,0.29,"L2 proportion (nonlinear)"
"fitted.Predictor.093...453",0.31,0.11,0.09,0.31,0.53,0.3,"L2 proportion (nonlinear)"
"fitted.Predictor.094...454",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.095...455",0.2,0.2,-0.2,0.2,0.6,0.2,"L2 proportion (nonlinear)"
"fitted.Predictor.096...456",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.097...457",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.098...458",0.29,0.13,0.04,0.29,0.53,0.29,"L2 proportion (nonlinear)"
"fitted.Predictor.099...459",0.39,0.07,0.25,0.39,0.54,0.39,"L2 proportion (nonlinear)"
"fitted.Predictor.100...460",0.26,0.15,-0.02,0.26,0.55,0.26,"L2 proportion (nonlinear)"
"fitted.Predictor.101...461",0.26,0.15,-0.02,0.26,0.55,0.26,"L2 proportion (nonlinear)"
"fitted.Predictor.102...462",0.33,0.09,0.15,0.33,0.52,0.33,"L2 proportion (nonlinear)"
"fitted.Predictor.103...463",0.38,0.07,0.24,0.38,0.53,0.38,"L2 proportion (nonlinear)"
"fitted.Predictor.104...464",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.105...465",0.14,0.26,-0.36,0.14,0.64,0.14,"L2 proportion (nonlinear)"
"fitted.Predictor.106...466",0.41,0.08,0.26,0.41,0.57,0.41,"L2 proportion (nonlinear)"
"fitted.Predictor.107...467",0.4,0.07,0.26,0.4,0.55,0.4,"L2 proportion (nonlinear)"
"fitted.Predictor.108...468",0.18,0.22,-0.26,0.18,0.61,0.18,"L2 proportion (nonlinear)"
"fitted.Predictor.109...469",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.110...470",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.111...471",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.112...472",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.113...473",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.114...474",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.115...475",0.39,0.07,0.25,0.39,0.54,0.39,"L2 proportion (nonlinear)"
"fitted.Predictor.116...476",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.117...477",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.118...478",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.119...479",0.44,0.09,0.26,0.44,0.62,0.44,"L2 proportion (nonlinear)"
"fitted.Predictor.120...480",0.42,0.08,0.26,0.42,0.59,0.42,"L2 proportion (nonlinear)"
"fitted.Predictor.001...481",0.37,0.08,0.21,0.37,0.53,0.37,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.002...482",0.05,0.26,-0.45,0.05,0.56,0.05,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.003...483",0.14,0.17,-0.18,0.14,0.47,0.14,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.004...484",0.36,0.08,0.21,0.36,0.52,0.36,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.005...485",0.07,0.17,-0.26,0.07,0.4,0.07,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.006...486",0.31,0.13,0.07,0.31,0.56,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.007...487",0.14,0.14,-0.13,0.14,0.41,0.14,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.008...488",0.29,0.1,0.09,0.29,0.49,0.29,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.009...489",0.2,0.15,-0.1,0.2,0.5,0.2,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.010...490",0.36,0.12,0.12,0.36,0.6,0.36,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.011...491",0.53,0.1,0.34,0.53,0.72,0.53,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.012...492",0.31,0.1,0.12,0.31,0.51,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.013...493",0.35,0.09,0.17,0.35,0.54,0.35,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.014...494",0.57,0.13,0.32,0.57,0.82,0.57,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.015...495",0.37,0.07,0.23,0.37,0.51,0.37,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.016...496",0.2,0.15,-0.1,0.2,0.5,0.2,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.017...497",0.22,0.11,0.01,0.22,0.44,0.22,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.018...498",0.33,0.09,0.15,0.33,0.52,0.33,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.019...499",0.26,0.09,0.09,0.26,0.44,0.26,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.020...500",0.26,0.13,0,0.26,0.51,0.26,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.021...501",0.33,0.09,0.15,0.33,0.52,0.33,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.022...502",0.33,0.09,0.15,0.33,0.52,0.33,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.023...503",0.31,0.1,0.12,0.31,0.51,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.024...504",0.18,0.12,-0.05,0.18,0.41,0.18,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.025...505",0.31,0.1,0.12,0.31,0.51,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.026...506",0.38,0.07,0.24,0.38,0.52,0.38,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.027...507",0.37,0.08,0.21,0.37,0.53,0.37,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.028...508",0.3,0.1,0.09,0.3,0.5,0.3,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.029...509",0.33,0.09,0.15,0.33,0.52,0.33,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.030...510",0.09,0.16,-0.22,0.09,0.41,0.09,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.031...511",0.35,0.1,0.14,0.35,0.55,0.35,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.032...512",0.48,0.09,0.3,0.48,0.67,0.48,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.033...513",0.19,0.11,-0.03,0.19,0.42,0.19,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.034...514",0.37,0.1,0.18,0.37,0.56,0.37,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.035...515",0.37,0.1,0.18,0.37,0.56,0.37,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.036...516",0.3,0.1,0.09,0.3,0.5,0.3,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.037...517",0.51,0.1,0.31,0.51,0.7,0.51,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.038...518",0.24,0.11,0.03,0.24,0.46,0.24,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.039...519",0.43,0.08,0.27,0.43,0.6,0.43,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.040...520",0.43,0.08,0.27,0.43,0.58,0.43,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.041...521",0.27,0.12,0.03,0.27,0.52,0.27,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.042...522",0.36,0.08,0.21,0.36,0.5,0.36,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.043...523",0.26,0.09,0.09,0.26,0.44,0.26,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.044...524",0.31,0.1,0.12,0.31,0.51,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.045...525",0.27,0.12,0.03,0.27,0.52,0.27,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.046...526",0.52,0.1,0.33,0.52,0.72,0.52,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.047...527",0.59,0.12,0.36,0.59,0.83,0.59,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.048...528",0.58,0.11,0.35,0.58,0.8,0.58,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.049...529",0.45,0.09,0.27,0.45,0.63,0.45,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.050...530",0.63,0.13,0.37,0.63,0.89,0.63,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.051...531",0.64,0.14,0.36,0.64,0.91,0.64,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.052...532",0.57,0.13,0.32,0.57,0.82,0.57,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.053...533",0.64,0.14,0.37,0.64,0.92,0.64,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.054...534",0.47,0.08,0.31,0.47,0.63,0.47,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.055...535",0.53,0.1,0.34,0.53,0.72,0.53,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.056...536",0.06,0.17,-0.26,0.06,0.39,0.06,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.057...537",0.29,0.09,0.12,0.29,0.47,0.29,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.058...538",0.05,0.19,-0.32,0.05,0.42,0.05,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.059...539",0.07,0.21,-0.35,0.07,0.49,0.07,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.060...540",0.04,0.23,-0.41,0.04,0.49,0.04,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.061...541",0.03,0.19,-0.34,0.03,0.41,0.03,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.062...542",0.6,0.12,0.35,0.6,0.84,0.6,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.063...543",0.63,0.13,0.37,0.63,0.89,0.63,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.064...544",0.66,0.14,0.37,0.66,0.94,0.66,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.065...545",0.33,0.11,0.12,0.33,0.54,0.33,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.066...546",0.63,0.14,0.36,0.63,0.89,0.63,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.067...547",0.62,0.13,0.36,0.62,0.87,0.62,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.068...548",0.56,0.11,0.34,0.56,0.77,0.56,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.069...549",0.6,0.14,0.32,0.6,0.87,0.6,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.070...550",0.31,0.11,0.09,0.31,0.53,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.071...551",0.4,0.16,0.09,0.4,0.72,0.4,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.072...552",0.64,0.14,0.37,0.64,0.92,0.64,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.073...553",0.18,0.24,-0.29,0.18,0.64,0.18,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.074...554",0.59,0.12,0.36,0.59,0.83,0.59,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.075...555",0.51,0.11,0.31,0.51,0.72,0.51,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.076...556",0.43,0.1,0.23,0.43,0.64,0.43,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.077...557",0.57,0.11,0.34,0.57,0.79,0.57,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.078...558",0.53,0.1,0.32,0.53,0.73,0.53,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
