"","mean","sd","0.025quant","0.5quant","0.975quant","mode","model"
"fitted.Predictor.079...559",0.5,0.09,0.33,0.5,0.68,0.5,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.080...560",0.58,0.11,0.35,0.58,0.8,0.58,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.081...561",0.52,0.1,0.33,0.52,0.72,0.52,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.082...562",0.23,0.1,0.04,0.23,0.43,0.23,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.083...563",0.37,0.1,0.18,0.37,0.56,0.37,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.084...564",0.31,0.1,0.12,0.31,0.51,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.085...565",0.43,0.08,0.27,0.43,0.58,0.43,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.086...566",0.48,0.09,0.32,0.48,0.65,0.48,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.087...567",0.39,0.09,0.21,0.39,0.58,0.39,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.088...568",0.41,0.08,0.24,0.41,0.57,0.41,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.089...569",0.08,0.19,-0.29,0.08,0.45,0.08,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.090...570",0.46,0.11,0.24,0.46,0.69,0.46,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.091...571",0.36,0.09,0.19,0.36,0.53,0.36,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.092...572",0.36,0.12,0.12,0.36,0.6,0.36,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.093...573",0.44,0.13,0.18,0.44,0.7,0.44,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.094...574",0.51,0.1,0.31,0.51,0.7,0.51,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.095...575",0.4,0.23,-0.05,0.4,0.84,0.4,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.096...576",0.39,0.07,0.24,0.39,0.54,0.39,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.097...577",0.53,0.1,0.34,0.53,0.72,0.53,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.098...578",0.42,0.14,0.14,0.42,0.71,0.42,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.099...579",0.48,0.09,0.32,0.48,0.65,0.48,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.100...580",0.4,0.16,0.09,0.4,0.72,0.4,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.101...581",0.4,0.16,0.09,0.4,0.72,0.4,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.102...582",0.46,0.11,0.24,0.46,0.69,0.46,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.103...583",0.53,0.1,0.32,0.53,0.73,0.53,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.104...584",0.48,0.09,0.32,0.48,0.65,0.48,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.105...585",0,0.26,-0.51,0,0.52,0,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.106...586",0.54,0.1,0.34,0.54,0.73,0.54,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.107...587",0.48,0.08,0.31,0.48,0.64,0.48,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.108...588",0.3,0.23,-0.15,0.3,0.74,0.3,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.109...589",0.51,0.1,0.31,0.51,0.7,0.51,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.110...590",0.42,0.09,0.24,0.42,0.6,0.42,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.111...591",0.41,0.08,0.24,0.41,0.57,0.41,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.112...592",0.42,0.09,0.24,0.42,0.6,0.42,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.113...593",0.33,0.09,0.15,0.33,0.52,0.33,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.114...594",0.49,0.09,0.32,0.49,0.67,0.49,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.115...595",0.31,0.08,0.14,0.31,0.47,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.116...596",0.52,0.1,0.33,0.52,0.72,0.52,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.117...597",0.38,0.09,0.21,0.38,0.55,0.38,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.118...598",0.31,0.1,0.12,0.31,0.51,0.31,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.119...599",0.42,0.09,0.24,0.42,0.6,0.42,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.120...600",0.56,0.11,0.35,0.56,0.78,0.56,"L1 speakers (nonlinear)+L2 proportion (nonlinear)"
"fitted.Predictor.001...601",0.37,0.08,0.21,0.37,0.53,0.37,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.002...602",0.06,0.25,-0.42,0.06,0.55,0.06,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.003...603",0.14,0.16,-0.18,0.14,0.47,0.14,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.004...604",0.37,0.07,0.23,0.37,0.52,0.37,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.005...605",0.06,0.17,-0.27,0.06,0.39,0.06,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.006...606",0.31,0.13,0.06,0.31,0.56,0.31,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.007...607",0.14,0.14,-0.13,0.14,0.41,0.14,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.008...608",0.29,0.1,0.09,0.29,0.48,0.29,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.009...609",0.2,0.15,-0.09,0.2,0.49,0.2,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.010...610",0.35,0.12,0.12,0.35,0.59,0.35,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.011...611",0.52,0.09,0.33,0.52,0.7,0.52,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.012...612",0.33,0.1,0.14,0.33,0.52,0.33,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.013...613",0.37,0.09,0.19,0.37,0.55,0.37,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.014...614",0.56,0.12,0.32,0.56,0.81,0.56,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.015...615",0.37,0.07,0.23,0.37,0.51,0.37,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.016...616",0.2,0.15,-0.09,0.2,0.49,0.2,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.017...617",0.22,0.11,0.01,0.22,0.43,0.22,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.018...618",0.32,0.09,0.14,0.32,0.51,0.32,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.019...619",0.26,0.09,0.08,0.26,0.44,0.26,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.020...620",0.23,0.13,-0.03,0.23,0.5,0.23,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.021...621",0.36,0.09,0.17,0.36,0.54,0.36,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.022...622",0.32,0.09,0.14,0.32,0.51,0.32,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.023...623",0.31,0.1,0.11,0.31,0.51,0.31,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.024...624",0.18,0.12,-0.05,0.18,0.41,0.18,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.025...625",0.31,0.1,0.12,0.31,0.5,0.31,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.026...626",0.38,0.07,0.23,0.38,0.52,0.38,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.027...627",0.37,0.08,0.21,0.37,0.54,0.37,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.028...628",0.29,0.11,0.07,0.29,0.5,0.29,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.029...629",0.35,0.09,0.17,0.35,0.54,0.35,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.030...630",0.08,0.16,-0.23,0.08,0.4,0.08,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.031...631",0.35,0.1,0.15,0.35,0.55,0.35,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.032...632",0.48,0.09,0.3,0.48,0.66,0.48,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.033...633",0.19,0.11,-0.03,0.19,0.41,0.19,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.034...634",0.37,0.09,0.19,0.37,0.56,0.37,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.035...635",0.38,0.1,0.19,0.38,0.57,0.38,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.036...636",0.3,0.11,0.1,0.3,0.51,0.3,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.037...637",0.5,0.1,0.31,0.5,0.69,0.5,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.038...638",0.26,0.1,0.05,0.26,0.46,0.26,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.039...639",0.44,0.08,0.28,0.44,0.6,0.44,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.040...640",0.43,0.08,0.27,0.43,0.58,0.43,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.041...641",0.27,0.12,0.02,0.27,0.51,0.27,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.042...642",0.36,0.07,0.21,0.36,0.5,0.36,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.043...643",0.27,0.09,0.1,0.27,0.44,0.27,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.044...644",0.33,0.1,0.14,0.33,0.52,0.33,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.045...645",0.27,0.12,0.03,0.27,0.52,0.27,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.046...646",0.52,0.1,0.33,0.52,0.7,0.52,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.047...647",0.59,0.12,0.36,0.59,0.82,0.59,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.048...648",0.58,0.11,0.35,0.58,0.8,0.58,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.049...649",0.45,0.09,0.27,0.45,0.63,0.45,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.050...650",0.63,0.13,0.37,0.63,0.89,0.63,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.051...651",0.64,0.14,0.37,0.64,0.91,0.64,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.052...652",0.57,0.13,0.32,0.57,0.83,0.57,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.053...653",0.65,0.14,0.37,0.65,0.92,0.65,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.054...654",0.45,0.08,0.3,0.45,0.61,0.45,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.055...655",0.53,0.1,0.34,0.53,0.72,0.53,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.056...656",0.06,0.16,-0.26,0.06,0.38,0.06,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.057...657",0.28,0.09,0.11,0.28,0.46,0.28,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.058...658",0.04,0.19,-0.33,0.04,0.41,0.04,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.059...659",0.07,0.21,-0.35,0.07,0.48,0.07,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.060...660",0.04,0.23,-0.41,0.04,0.48,0.04,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.061...661",0.03,0.19,-0.35,0.03,0.4,0.03,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.062...662",0.6,0.12,0.36,0.6,0.84,0.6,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.063...663",0.63,0.13,0.37,0.63,0.89,0.63,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.064...664",0.65,0.14,0.38,0.65,0.92,0.65,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.065...665",0.31,0.11,0.1,0.31,0.52,0.31,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.066...666",0.63,0.14,0.36,0.63,0.91,0.63,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.067...667",0.63,0.13,0.37,0.63,0.88,0.63,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.068...668",0.55,0.11,0.34,0.55,0.76,0.55,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.069...669",0.58,0.13,0.32,0.58,0.84,0.58,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.070...670",0.29,0.12,0.06,0.29,0.53,0.29,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.071...671",0.39,0.16,0.08,0.39,0.7,0.39,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.072...672",0.64,0.14,0.37,0.64,0.91,0.64,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.073...673",0.18,0.23,-0.28,0.18,0.63,0.18,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.074...674",0.6,0.12,0.36,0.6,0.83,0.6,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.075...675",0.52,0.11,0.31,0.52,0.73,0.52,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.076...676",0.43,0.1,0.23,0.43,0.63,0.43,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.077...677",0.57,0.12,0.34,0.57,0.8,0.57,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.078...678",0.53,0.11,0.33,0.53,0.74,0.53,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.079...679",0.5,0.09,0.32,0.5,0.67,0.5,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.080...680",0.59,0.12,0.36,0.59,0.83,0.59,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.081...681",0.53,0.1,0.33,0.53,0.73,0.53,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.082...682",0.22,0.1,0.02,0.22,0.42,0.22,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.083...683",0.39,0.1,0.2,0.39,0.58,0.39,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.084...684",0.32,0.1,0.13,0.32,0.51,0.32,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.085...685",0.42,0.08,0.27,0.42,0.57,0.42,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.086...686",0.5,0.09,0.32,0.5,0.67,0.5,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.087...687",0.39,0.09,0.21,0.39,0.56,0.39,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.088...688",0.42,0.08,0.26,0.42,0.59,0.42,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.089...689",0.06,0.19,-0.31,0.06,0.43,0.06,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.090...690",0.46,0.11,0.24,0.46,0.69,0.46,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.091...691",0.35,0.09,0.18,0.35,0.53,0.35,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.092...692",0.36,0.12,0.11,0.36,0.6,0.36,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.093...693",0.44,0.13,0.19,0.44,0.7,0.44,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.094...694",0.5,0.09,0.32,0.5,0.68,0.5,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.095...695",0.39,0.22,-0.05,0.39,0.83,0.39,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.096...696",0.39,0.07,0.24,0.39,0.53,0.39,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.097...697",0.52,0.1,0.34,0.52,0.71,0.52,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.098...698",0.43,0.14,0.15,0.43,0.7,0.43,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.099...699",0.49,0.09,0.32,0.49,0.66,0.49,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.100...700",0.4,0.16,0.08,0.4,0.72,0.4,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.101...701",0.4,0.16,0.09,0.4,0.72,0.4,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.102...702",0.47,0.11,0.25,0.47,0.7,0.47,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.103...703",0.52,0.1,0.32,0.52,0.71,0.52,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.104...704",0.49,0.09,0.32,0.49,0.66,0.49,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.105...705",0,0.26,-0.52,0,0.52,0,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.106...706",0.53,0.1,0.34,0.53,0.73,0.53,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.107...707",0.48,0.08,0.32,0.48,0.64,0.48,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.108...708",0.3,0.22,-0.14,0.3,0.74,0.3,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.109...709",0.52,0.1,0.32,0.52,0.71,0.52,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.110...710",0.44,0.09,0.26,0.44,0.62,0.44,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.111...711",0.41,0.09,0.24,0.41,0.58,0.41,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.112...712",0.44,0.09,0.26,0.44,0.61,0.44,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.113...713",0.35,0.09,0.17,0.35,0.53,0.35,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.114...714",0.49,0.09,0.31,0.49,0.67,0.49,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.115...715",0.29,0.09,0.12,0.29,0.46,0.29,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.116...716",0.52,0.1,0.33,0.52,0.71,0.52,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.117...717",0.39,0.08,0.22,0.39,0.55,0.39,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.118...718",0.31,0.1,0.11,0.31,0.51,0.31,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.119...719",0.42,0.09,0.24,0.42,0.6,0.42,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.120...720",0.56,0.11,0.35,0.56,0.77,0.56,"L1 speakers (linear)+L2 proportion (linear)"
"fitted.Predictor.001...721",0.38,0.08,0.22,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.002...722",0.43,0.18,0.07,0.43,0.78,0.43,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.003...723",0.41,0.12,0.18,0.41,0.64,0.41,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.004...724",0.38,0.07,0.24,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.005...725",0.39,0.08,0.24,0.39,0.54,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.006...726",0.41,0.13,0.15,0.41,0.67,0.41,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.007...727",0.39,0.08,0.24,0.39,0.55,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.008...728",0.37,0.08,0.22,0.37,0.53,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.009...729",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.010...730",0.41,0.13,0.15,0.41,0.68,0.41,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.011...731",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.012...732",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.013...733",0.4,0.09,0.21,0.4,0.59,0.4,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.014...734",0.4,0.09,0.22,0.4,0.57,0.4,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.015...735",0.38,0.07,0.24,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.016...736",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.017...737",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.018...738",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.019...739",0.38,0.07,0.24,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.020...740",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.021...741",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.022...742",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.023...743",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.024...744",0.38,0.07,0.24,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.025...745",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.026...746",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.027...747",0.37,0.08,0.22,0.37,0.53,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.028...748",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.029...749",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.030...750",0.38,0.08,0.23,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.031...751",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.032...752",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.033...753",0.39,0.07,0.24,0.39,0.53,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.034...754",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.035...755",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.036...756",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.037...757",0.37,0.09,0.18,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.038...758",0.38,0.08,0.22,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.039...759",0.37,0.08,0.21,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.040...760",0.38,0.08,0.22,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.041...761",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.042...762",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.043...763",0.38,0.07,0.24,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.044...764",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.045...765",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.046...766",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.047...767",0.38,0.08,0.22,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.048...768",0.37,0.09,0.18,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.049...769",0.37,0.09,0.18,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.050...770",0.37,0.09,0.2,0.37,0.54,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.051...771",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.052...772",0.4,0.09,0.21,0.4,0.59,0.4,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.053...773",0.38,0.08,0.23,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.054...774",0.38,0.07,0.24,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.055...775",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.056...776",0.38,0.07,0.24,0.38,0.52,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.057...777",0.39,0.08,0.24,0.39,0.55,0.39,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.058...778",0.4,0.09,0.22,0.4,0.58,0.4,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.059...779",0.37,0.09,0.18,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.060...780",0.37,0.09,0.18,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.061...781",0.4,0.08,0.23,0.4,0.56,0.4,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.062...782",0.38,0.07,0.24,0.38,0.53,0.38,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.063...783",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
"fitted.Predictor.064...784",0.37,0.09,0.19,0.37,0.55,0.37,"L1_log10:L2 proportion (linear)"
