"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"326","Phylogenetic+Spatial: local",84,0.16,0.28,-0.4,0.17,0.7,0.18,0
"327","Phylogenetic+Spatial: local",85,0.52,0.31,-0.09,0.53,1.12,0.54,0
"328","Phylogenetic+Spatial: local",86,0.55,0.31,-0.08,0.55,1.14,0.56,0
"329","Phylogenetic+Spatial: local",87,0.55,0.32,-0.11,0.55,1.17,0.56,0
"330","Phylogenetic+Spatial: local",88,0.51,0.34,-0.16,0.52,1.16,0.53,0
"331","Phylogenetic+Spatial: local",89,-0.21,0.33,-0.85,-0.21,0.43,-0.2,0
"332","Phylogenetic+Spatial: local",90,0.54,0.34,-0.15,0.55,1.2,0.56,0
"333","Phylogenetic+Spatial: local",91,0.38,0.34,-0.31,0.39,1.04,0.4,0
"334","Phylogenetic+Spatial: local",92,-0.7,0.32,-1.33,-0.71,-0.06,-0.71,0
"335","Phylogenetic+Spatial: local",93,1.36,0.33,0.68,1.36,1.99,1.38,0
"336","Phylogenetic+Spatial: local",94,0.82,0.32,0.16,0.82,1.44,0.83,0
"337","Phylogenetic+Spatial: local",95,0.61,0.32,-0.03,0.61,1.23,0.62,0
"338","Phylogenetic+Spatial: local",96,0.85,0.32,0.21,0.86,1.47,0.86,0
"339","Phylogenetic+Spatial: local",97,0.75,0.32,0.11,0.76,1.37,0.76,0
"340","Phylogenetic+Spatial: local",98,0.58,0.32,-0.06,0.58,1.2,0.58,0
"341","Phylogenetic+Spatial: local",99,0.64,0.32,0,0.64,1.26,0.65,0
"342","Phylogenetic+Spatial: local",100,0.56,0.32,-0.07,0.56,1.18,0.57,0
"343","Phylogenetic+Spatial: local",101,0.77,0.32,0.13,0.77,1.38,0.78,0
"344","Phylogenetic+Spatial: local",102,-1.17,0.33,-1.79,-1.18,-0.49,-1.19,0
"345","Phylogenetic+Spatial: local",103,0.45,0.32,-0.19,0.45,1.07,0.45,0
"346","Phylogenetic+Spatial: local",104,-2.12,0.36,-2.79,-2.14,-1.38,-2.17,0
"347","Phylogenetic+Spatial: local",105,-2.36,0.37,-3.03,-2.37,-1.59,-2.41,0
"348","Phylogenetic+Spatial: local",106,-0.55,0.33,-1.2,-0.56,0.1,-0.56,0
"349","Phylogenetic+Spatial: local",107,0.91,0.34,0.23,0.91,1.56,0.93,0
"350","Phylogenetic+Spatial: local",108,-0.93,0.47,-1.8,-0.95,0.05,-1,0
"351","Phylogenetic+Spatial: local",109,-0.22,0.47,-1.13,-0.23,0.72,-0.25,0
"352","Phylogenetic+Spatial: local",110,-0.24,0.45,-1.13,-0.25,0.66,-0.26,0
"353","Phylogenetic+Spatial: local",111,-0.28,0.41,-1.13,-0.27,0.5,-0.24,0
"354","Phylogenetic+Spatial: local",112,0.47,0.4,-0.3,0.47,1.28,0.46,0
"355","Phylogenetic+Spatial: local",113,0.85,0.35,0.15,0.85,1.53,0.86,0
"356","Phylogenetic+Spatial: local",114,-0.38,0.34,-1.06,-0.38,0.3,-0.38,0
"357","Phylogenetic+Spatial: local",115,-0.12,0.35,-0.8,-0.12,0.56,-0.12,0
"358","Phylogenetic+Spatial: local",116,0.23,0.34,-0.45,0.23,0.9,0.23,0
"359","Phylogenetic+Spatial: local",117,0.05,0.33,-0.6,0.05,0.68,0.05,0
"360","Phylogenetic+Spatial: local",118,-0.62,0.34,-1.29,-0.62,0.06,-0.62,0
"361","Phylogenetic+Spatial: local",119,0.5,0.34,-0.17,0.5,1.17,0.51,0
"362","Phylogenetic+Spatial: local",120,-0.35,0.47,-1.25,-0.35,0.61,-0.37,0
"363","Phylogenetic+Spatial: regional",1,0.29,0.17,-0.06,0.29,0.63,0.29,0
"364","Phylogenetic+Spatial: regional",2,-0.27,0.38,-1.01,-0.28,0.48,-0.28,0
"365","Phylogenetic+Spatial: regional",3,-0.63,0.39,-1.39,-0.63,0.14,-0.63,0
"366","Phylogenetic+Spatial: regional",4,-0.62,0.38,-1.38,-0.62,0.13,-0.62,0
"367","Phylogenetic+Spatial: regional",5,-1.19,0.45,-2.07,-1.19,-0.31,-1.19,0
"368","Phylogenetic+Spatial: regional",6,-0.82,0.42,-1.64,-0.82,0,-0.82,0
"369","Phylogenetic+Spatial: regional",7,-0.49,0.43,-1.33,-0.49,0.35,-0.49,0
"370","Phylogenetic+Spatial: regional",8,-0.66,0.42,-1.49,-0.66,0.17,-0.66,0
"371","Phylogenetic+Spatial: regional",9,-0.22,0.4,-1,-0.22,0.58,-0.22,0
"372","Phylogenetic+Spatial: regional",10,-1.34,0.43,-2.2,-1.33,-0.49,-1.33,0
"373","Phylogenetic+Spatial: regional",11,-0.31,0.38,-1.05,-0.31,0.45,-0.32,0
"374","Phylogenetic+Spatial: regional",12,-0.49,0.34,-1.15,-0.49,0.18,-0.5,0
"375","Phylogenetic+Spatial: regional",13,-0.81,0.43,-1.65,-0.81,0.03,-0.81,0
"376","Phylogenetic+Spatial: regional",14,-0.04,0.3,-0.61,-0.04,0.55,-0.04,0
"377","Phylogenetic+Spatial: regional",15,0.11,0.29,-0.45,0.11,0.7,0.1,0
"378","Phylogenetic+Spatial: regional",16,-0.06,0.14,-0.33,-0.06,0.21,-0.06,0
"379","Phylogenetic+Spatial: regional",17,-0.06,0.13,-0.32,-0.06,0.21,-0.06,0
"380","Phylogenetic+Spatial: regional",18,-0.09,0.15,-0.39,-0.09,0.22,-0.09,0
"381","Phylogenetic+Spatial: regional",19,-0.11,0.13,-0.36,-0.11,0.15,-0.11,0
"382","Phylogenetic+Spatial: regional",20,-0.12,0.13,-0.37,-0.12,0.14,-0.12,0
"383","Phylogenetic+Spatial: regional",21,-0.13,0.13,-0.39,-0.13,0.14,-0.13,0
"384","Phylogenetic+Spatial: regional",22,-0.1,0.15,-0.39,-0.1,0.2,-0.1,0
"385","Phylogenetic+Spatial: regional",23,-0.09,0.13,-0.35,-0.09,0.16,-0.1,0
"386","Phylogenetic+Spatial: regional",24,-0.1,0.13,-0.37,-0.1,0.16,-0.11,0
"387","Phylogenetic+Spatial: regional",25,-0.09,0.14,-0.37,-0.09,0.2,-0.09,0
"388","Phylogenetic+Spatial: regional",26,-0.07,0.13,-0.33,-0.07,0.2,-0.07,0
"389","Phylogenetic+Spatial: regional",27,-0.09,0.13,-0.35,-0.1,0.17,-0.1,0
"390","Phylogenetic+Spatial: regional",28,-0.07,0.13,-0.33,-0.08,0.19,-0.08,0
"391","Phylogenetic+Spatial: regional",29,-0.07,0.14,-0.35,-0.07,0.21,-0.07,0
"392","Phylogenetic+Spatial: regional",30,-0.16,0.15,-0.47,-0.16,0.14,-0.16,0
"393","Phylogenetic+Spatial: regional",31,-0.18,0.17,-0.53,-0.18,0.15,-0.18,0
"394","Phylogenetic+Spatial: regional",32,-0.14,0.14,-0.41,-0.14,0.13,-0.14,0
"395","Phylogenetic+Spatial: regional",33,-0.13,0.15,-0.42,-0.13,0.16,-0.13,0
"396","Phylogenetic+Spatial: regional",34,-0.13,0.14,-0.41,-0.13,0.15,-0.13,0
"397","Phylogenetic+Spatial: regional",35,-0.08,0.17,-0.41,-0.08,0.26,-0.08,0
"398","Phylogenetic+Spatial: regional",36,-0.15,0.14,-0.43,-0.15,0.13,-0.15,0
"399","Phylogenetic+Spatial: regional",37,-0.15,0.25,-0.65,-0.15,0.35,-0.15,0
"400","Phylogenetic+Spatial: regional",38,-0.12,0.17,-0.45,-0.12,0.22,-0.11,0
"401","Phylogenetic+Spatial: regional",39,-0.12,0.13,-0.37,-0.12,0.14,-0.12,0
"402","Phylogenetic+Spatial: regional",40,-0.15,0.14,-0.43,-0.15,0.14,-0.15,0
"403","Phylogenetic+Spatial: regional",41,0.07,0.22,-0.36,0.07,0.51,0.07,0
"404","Phylogenetic+Spatial: regional",42,0.12,0.25,-0.37,0.12,0.62,0.12,0
"405","Phylogenetic+Spatial: regional",43,0.08,0.29,-0.49,0.08,0.66,0.08,0
"406","Phylogenetic+Spatial: regional",44,-0.04,0.16,-0.36,-0.05,0.28,-0.05,0
"407","Phylogenetic+Spatial: regional",45,0.04,0.2,-0.34,0.04,0.44,0.04,0
"408","Phylogenetic+Spatial: regional",46,-0.6,0.34,-1.27,-0.6,0.07,-0.59,0
"409","Phylogenetic+Spatial: regional",47,-1.43,0.43,-2.28,-1.43,-0.58,-1.42,0
"410","Phylogenetic+Spatial: regional",48,0.05,0.19,-0.32,0.05,0.44,0.04,0
"411","Phylogenetic+Spatial: regional",49,0.07,0.25,-0.41,0.07,0.57,0.07,0
"412","Phylogenetic+Spatial: regional",50,-0.23,0.36,-0.92,-0.23,0.48,-0.23,0
"413","Phylogenetic+Spatial: regional",51,-0.23,0.34,-0.9,-0.24,0.45,-0.24,0
"414","Phylogenetic+Spatial: regional",52,-0.11,0.32,-0.73,-0.11,0.53,-0.11,0
"415","Phylogenetic+Spatial: regional",53,0.62,0.36,-0.09,0.62,1.34,0.61,0
"416","Phylogenetic+Spatial: regional",54,0.12,0.42,-0.71,0.12,0.95,0.12,0
"417","Phylogenetic+Spatial: regional",55,-0.03,0.39,-0.8,-0.03,0.75,-0.02,0
"418","Phylogenetic+Spatial: regional",56,0.27,0.44,-0.57,0.27,1.14,0.26,0
"419","Phylogenetic+Spatial: regional",57,-0.62,0.37,-1.34,-0.62,0.1,-0.62,0
"420","Phylogenetic+Spatial: regional",58,-0.31,0.39,-1.07,-0.31,0.45,-0.31,0
"421","Phylogenetic+Spatial: regional",59,0.26,0.44,-0.61,0.26,1.14,0.25,0
"422","Phylogenetic+Spatial: regional",60,-0.28,0.39,-1.04,-0.28,0.47,-0.28,0
"423","Phylogenetic+Spatial: regional",61,0.86,0.49,-0.1,0.86,1.82,0.86,0
"424","Phylogenetic+Spatial: regional",62,0.09,0.27,-0.45,0.08,0.63,0.08,0
"425","Phylogenetic+Spatial: regional",63,-0.05,0.14,-0.33,-0.05,0.23,-0.06,0
"426","Phylogenetic+Spatial: regional",64,-0.07,0.16,-0.37,-0.07,0.24,-0.07,0
"427","Phylogenetic+Spatial: regional",65,-0.11,0.15,-0.4,-0.11,0.19,-0.11,0
"428","Phylogenetic+Spatial: regional",66,0.11,0.33,-0.53,0.11,0.77,0.1,0
"429","Phylogenetic+Spatial: regional",67,0.18,0.29,-0.37,0.18,0.75,0.18,0
"430","Phylogenetic+Spatial: regional",68,0,0.18,-0.36,0,0.37,0,0
"431","Phylogenetic+Spatial: regional",69,0.07,0.38,-0.68,0.07,0.83,0.07,0
"432","Phylogenetic+Spatial: regional",70,-0.31,0.4,-1.11,-0.31,0.47,-0.3,0
"433","Phylogenetic+Spatial: regional",71,0.22,0.39,-0.56,0.22,0.99,0.21,0
"434","Phylogenetic+Spatial: regional",72,0.45,0.33,-0.2,0.45,1.09,0.45,0
"435","Phylogenetic+Spatial: regional",73,-0.01,0.4,-0.81,-0.01,0.78,-0.01,0
"436","Phylogenetic+Spatial: regional",74,0.11,0.35,-0.57,0.11,0.79,0.12,0
"437","Phylogenetic+Spatial: regional",75,0.03,0.35,-0.66,0.03,0.71,0.04,0
"438","Phylogenetic+Spatial: regional",76,0.46,0.33,-0.18,0.46,1.1,0.46,0
"439","Phylogenetic+Spatial: regional",77,0.6,0.34,-0.06,0.6,1.28,0.6,0
"440","Phylogenetic+Spatial: regional",78,0.47,0.31,-0.15,0.47,1.09,0.47,0
"441","Phylogenetic+Spatial: regional",79,0.49,0.3,-0.11,0.49,1.09,0.49,0
"442","Phylogenetic+Spatial: regional",80,0.68,0.37,-0.04,0.68,1.41,0.67,0
"443","Phylogenetic+Spatial: regional",81,0.26,0.3,-0.33,0.26,0.85,0.25,0
"444","Phylogenetic+Spatial: regional",82,0.31,0.18,-0.03,0.31,0.66,0.31,0
"445","Phylogenetic+Spatial: regional",83,0.3,0.19,-0.07,0.3,0.67,0.3,0
"446","Phylogenetic+Spatial: regional",84,0.29,0.17,-0.04,0.29,0.63,0.29,0
"447","Phylogenetic+Spatial: regional",85,0.3,0.2,-0.08,0.3,0.7,0.29,0
"448","Phylogenetic+Spatial: regional",86,0.27,0.19,-0.1,0.27,0.66,0.26,0
"449","Phylogenetic+Spatial: regional",87,0.45,0.22,0.02,0.45,0.89,0.44,0
"450","Phylogenetic+Spatial: regional",88,0.23,0.24,-0.23,0.22,0.7,0.22,0
"451","Phylogenetic+Spatial: regional",89,0.16,0.24,-0.3,0.15,0.63,0.15,0
"452","Phylogenetic+Spatial: regional",90,0.48,0.39,-0.28,0.48,1.25,0.48,0
"453","Phylogenetic+Spatial: regional",91,0.3,0.24,-0.17,0.3,0.79,0.29,0
"454","Phylogenetic+Spatial: regional",92,-0.65,0.37,-1.41,-0.64,0.07,-0.63,0
"455","Phylogenetic+Spatial: regional",93,0.97,0.49,0.01,0.97,1.92,0.97,0
"456","Phylogenetic+Spatial: regional",94,1.12,0.45,0.23,1.12,2,1.13,0
"457","Phylogenetic+Spatial: regional",95,0.98,0.38,0.22,0.99,1.73,1,0
"458","Phylogenetic+Spatial: regional",96,0.87,0.41,0.05,0.87,1.68,0.88,0
"459","Phylogenetic+Spatial: regional",97,0.87,0.33,0.22,0.87,1.53,0.87,0
"460","Phylogenetic+Spatial: regional",98,0.64,0.33,-0.01,0.64,1.29,0.64,0
"461","Phylogenetic+Spatial: regional",99,0.8,0.31,0.18,0.8,1.41,0.8,0
"462","Phylogenetic+Spatial: regional",100,0.52,0.4,-0.29,0.52,1.3,0.53,0
"463","Phylogenetic+Spatial: regional",101,0.75,0.39,-0.03,0.75,1.5,0.76,0
"464","Phylogenetic+Spatial: regional",102,0.1,0.41,-0.74,0.11,0.88,0.13,0
"465","Phylogenetic+Spatial: regional",103,0.66,0.4,-0.15,0.67,1.43,0.68,0
"466","Phylogenetic+Spatial: regional",104,-1.5,0.4,-2.3,-1.49,-0.74,-1.48,0
"467","Phylogenetic+Spatial: regional",105,-1.36,0.38,-2.12,-1.35,-0.63,-1.34,0
"468","Phylogenetic+Spatial: regional",106,-0.87,0.38,-1.63,-0.87,-0.14,-0.86,0
"469","Phylogenetic+Spatial: regional",107,0.47,0.47,-0.45,0.47,1.4,0.46,0
"470","Phylogenetic+Spatial: regional",108,-0.62,0.39,-1.39,-0.61,0.14,-0.61,0
"471","Phylogenetic+Spatial: regional",109,0.04,0.29,-0.53,0.04,0.6,0.04,0
"472","Phylogenetic+Spatial: regional",110,0.11,0.28,-0.44,0.1,0.66,0.1,0
"473","Phylogenetic+Spatial: regional",111,0.14,0.19,-0.23,0.14,0.52,0.14,0
"474","Phylogenetic+Spatial: regional",112,0.19,0.22,-0.25,0.18,0.64,0.18,0
"475","Phylogenetic+Spatial: regional",113,0.17,0.23,-0.27,0.17,0.63,0.16,0
"476","Phylogenetic+Spatial: regional",114,0.15,0.19,-0.21,0.15,0.53,0.15,0
"477","Phylogenetic+Spatial: regional",115,0.21,0.17,-0.12,0.21,0.56,0.2,0
"478","Phylogenetic+Spatial: regional",116,0.29,0.18,-0.05,0.29,0.66,0.29,0
"479","Phylogenetic+Spatial: regional",117,0.25,0.17,-0.07,0.25,0.6,0.25,0
"480","Phylogenetic+Spatial: regional",118,0.18,0.18,-0.16,0.17,0.53,0.17,0
"481","Phylogenetic+Spatial: regional",119,0.33,0.18,-0.03,0.33,0.7,0.32,0
"482","Phylogenetic+Spatial: regional",120,-1.05,0.39,-1.84,-1.04,-0.3,-1.03,0
"483","Phylogenetic+Areal",NA,NA,NA,NA,NA,NA,NA,NA
