"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"414","Phylogenetic+Spatial: regional",55,-0.07,0.35,-0.81,-0.05,0.59,-0.01,0
"415","Phylogenetic+Spatial: regional",56,0.09,0.37,-0.61,0.07,0.9,0.03,0
"416","Phylogenetic+Spatial: regional",57,-0.17,0.33,-0.88,-0.16,0.45,-0.11,0
"417","Phylogenetic+Spatial: regional",58,-0.01,0.36,-0.76,0,0.72,0,0
"418","Phylogenetic+Spatial: regional",59,0.09,0.39,-0.67,0.08,0.91,0.05,0
"419","Phylogenetic+Spatial: regional",60,0,0.36,-0.75,0,0.73,0.01,0
"420","Phylogenetic+Spatial: regional",61,0.17,0.42,-0.63,0.14,1.08,0.08,0
"421","Phylogenetic+Spatial: regional",62,-0.1,0.22,-0.55,-0.1,0.33,-0.09,0
"422","Phylogenetic+Spatial: regional",63,-0.08,0.14,-0.38,-0.08,0.2,-0.07,0
"423","Phylogenetic+Spatial: regional",64,-0.11,0.15,-0.42,-0.1,0.17,-0.09,0
"424","Phylogenetic+Spatial: regional",65,-0.13,0.15,-0.45,-0.12,0.16,-0.1,0
"425","Phylogenetic+Spatial: regional",66,-0.19,0.28,-0.78,-0.17,0.33,-0.12,0
"426","Phylogenetic+Spatial: regional",67,-0.19,0.25,-0.73,-0.18,0.26,-0.13,0
"427","Phylogenetic+Spatial: regional",68,-0.15,0.17,-0.51,-0.14,0.17,-0.11,0
"428","Phylogenetic+Spatial: regional",69,-0.12,0.33,-0.82,-0.11,0.53,-0.08,0
"429","Phylogenetic+Spatial: regional",70,-0.26,0.35,-1.02,-0.23,0.35,-0.13,0
"430","Phylogenetic+Spatial: regional",71,0.45,0.4,-0.2,0.4,1.32,0.23,0
"431","Phylogenetic+Spatial: regional",72,0.52,0.39,-0.11,0.48,1.36,0.29,0
"432","Phylogenetic+Spatial: regional",73,0.11,0.35,-0.6,0.1,0.82,0.09,0
"433","Phylogenetic+Spatial: regional",74,0.31,0.33,-0.27,0.28,1.02,0.2,0
"434","Phylogenetic+Spatial: regional",75,0.07,0.31,-0.55,0.07,0.71,0.06,0
"435","Phylogenetic+Spatial: regional",76,0.19,0.3,-0.37,0.17,0.83,0.12,0
"436","Phylogenetic+Spatial: regional",77,0.16,0.3,-0.42,0.14,0.81,0.1,0
"437","Phylogenetic+Spatial: regional",78,0.4,0.33,-0.16,0.37,1.13,0.25,0
"438","Phylogenetic+Spatial: regional",79,0.5,0.37,-0.11,0.46,1.29,0.29,0
"439","Phylogenetic+Spatial: regional",80,0.33,0.35,-0.26,0.29,1.09,0.18,0
"440","Phylogenetic+Spatial: regional",81,-0.03,0.26,-0.57,-0.02,0.48,-0.01,0
"441","Phylogenetic+Spatial: regional",82,0.2,0.2,-0.16,0.18,0.63,0.15,0
"442","Phylogenetic+Spatial: regional",83,0.2,0.2,-0.17,0.19,0.64,0.15,0
"443","Phylogenetic+Spatial: regional",84,0.19,0.2,-0.17,0.17,0.61,0.14,0
"444","Phylogenetic+Spatial: regional",85,0.15,0.2,-0.22,0.13,0.6,0.1,0
"445","Phylogenetic+Spatial: regional",86,0.14,0.2,-0.23,0.13,0.58,0.1,0
"446","Phylogenetic+Spatial: regional",87,0.23,0.22,-0.16,0.21,0.7,0.16,0
"447","Phylogenetic+Spatial: regional",88,-0.04,0.24,-0.52,-0.03,0.43,-0.01,0
"448","Phylogenetic+Spatial: regional",89,-0.05,0.24,-0.54,-0.04,0.41,-0.02,0
"449","Phylogenetic+Spatial: regional",90,-0.07,0.33,-0.76,-0.05,0.57,-0.02,0
"450","Phylogenetic+Spatial: regional",91,0.03,0.23,-0.42,0.03,0.5,0.03,0
"451","Phylogenetic+Spatial: regional",92,-0.13,0.34,-0.87,-0.11,0.51,-0.06,0
"452","Phylogenetic+Spatial: regional",93,0.18,0.37,-0.52,0.15,0.99,0.1,0
"453","Phylogenetic+Spatial: regional",94,0.2,0.38,-0.53,0.18,1,0.12,0
"454","Phylogenetic+Spatial: regional",95,0.36,0.34,-0.24,0.33,1.09,0.23,0
"455","Phylogenetic+Spatial: regional",96,0.28,0.35,-0.38,0.26,1.04,0.19,0
"456","Phylogenetic+Spatial: regional",97,0.34,0.29,-0.16,0.31,0.97,0.23,0
"457","Phylogenetic+Spatial: regional",98,0.32,0.29,-0.18,0.29,0.95,0.21,0
"458","Phylogenetic+Spatial: regional",99,0.35,0.29,-0.14,0.32,0.97,0.23,0
"459","Phylogenetic+Spatial: regional",100,0.06,0.36,-0.7,0.07,0.77,0.07,0
"460","Phylogenetic+Spatial: regional",101,0.12,0.35,-0.59,0.12,0.83,0.11,0
"461","Phylogenetic+Spatial: regional",102,0.09,0.35,-0.65,0.09,0.78,0.1,0
"462","Phylogenetic+Spatial: regional",103,0.24,0.35,-0.44,0.22,0.98,0.17,0
"463","Phylogenetic+Spatial: regional",104,-0.42,0.4,-1.29,-0.37,0.23,-0.2,0
"464","Phylogenetic+Spatial: regional",105,-0.36,0.38,-1.2,-0.32,0.28,-0.18,0
"465","Phylogenetic+Spatial: regional",106,-0.16,0.38,-0.97,-0.14,0.55,-0.09,0
"466","Phylogenetic+Spatial: regional",107,-0.3,0.37,-1.11,-0.26,0.34,-0.16,0
"467","Phylogenetic+Spatial: regional",108,0.07,0.24,-0.4,0.07,0.56,0.06,0
"468","Phylogenetic+Spatial: regional",109,-0.11,0.26,-0.67,-0.09,0.39,-0.04,0
"469","Phylogenetic+Spatial: regional",110,0.13,0.2,-0.23,0.12,0.55,0.1,0
"470","Phylogenetic+Spatial: regional",111,0.01,0.22,-0.42,0.01,0.46,0.02,0
"471","Phylogenetic+Spatial: regional",112,0.02,0.22,-0.42,0.02,0.47,0.02,0
"472","Phylogenetic+Spatial: regional",113,0.12,0.19,-0.24,0.11,0.54,0.09,0
"473","Phylogenetic+Spatial: regional",114,0.15,0.19,-0.2,0.14,0.57,0.11,0
"474","Phylogenetic+Spatial: regional",115,0.17,0.2,-0.19,0.16,0.61,0.13,0
"475","Phylogenetic+Spatial: regional",116,0.17,0.2,-0.18,0.16,0.6,0.13,0
"476","Phylogenetic+Spatial: regional",117,0.14,0.19,-0.21,0.13,0.56,0.11,0
"477","Phylogenetic+Spatial: regional",118,0.19,0.2,-0.17,0.17,0.63,0.14,0
"478","Phylogenetic+Spatial: regional",119,-0.34,0.39,-1.2,-0.29,0.3,-0.14,0
"479","Phylogenetic+Areal",NA,NA,NA,NA,NA,NA,NA,NA
